pathway	pval	padj	log2err	ES	NES	size	leadingEdge	direction	collection	cell_line	time_point	gene_type
GOBP_MUSCLE_ADAPTATION	0.00229842376038788	0.0353637787071263	0.431707695803346	0.401498461677142	1.60377434981332	73	Nr4a3, Atp2b4, Pdgfb, Rgs2, Rock2, Atp2a2, Hmox1, Cflar, Il6st, Edn1, Gsn, Camk2b, Gatm, Rock1, Tcap, Mef2a, Prkca, Lmna	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS	0.00339797764763776	0.0460576221967227	0.431707695803346	0.441670454532987	1.65165460064369	51	Nr4a3, Atp2a2, Zc3h12a, Apaf1, Nrg1, Cflar, Hsp90aa1, Bnip3, Bag3, Edn1, Slc7a5, Pdpk1, Atf4, Pparg, Hspb6, Capn2, Nfe2l2, Ptpn1, Camk2d	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_CELL_DEVELOPMENT	0.000196729841745419	0.00681711669004778	0.518848077743792	0.3971601358067	1.7377454432184	116	Rcan1, Nrap, Alpk3, Csrp3, Fhl2, Lmod2, Pdlim5, Srf, Rgs2, Cxadr, Atp2a2, Acta1, Flnc, Dmd, Cflar, Actn1, Myl9, Wdr1, Edn1, Six1, Adm, Csrp1, Actg1, Prkd1, Tcap, Ankrd1, Mef2a, Mybpc1, Actn4, Lmna	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_CELL_DIFFERENTIATION	4.80150670915792e-05	0.00251763213631504	0.557332238758646	0.340828147543416	1.65352732602455	244	Rcan1, Bdnf, Nrap, Alpk3, Csrp3, Cxcl10, Fhl2, Pdgfb, Lmod2, Myc, Calr, Bmp2, Pdlim5, Srf, Xbp1, Rgs2, Ifrd1, Cxadr, Ppif, Gdf15, Atp2a2, Acta1, Flnc, Dmd, Ehd1, Spag9, Nrg1, Cflar, Cd9, Mdm2, Cyp26b1, Actn1, Myl9, Wdr1, Kdm6b, Edn1, Ift20, Six1, Zeb1, Adm, Csrp1, Dyrk1b, Actg1, Prkd1, Tcap, Bnip2, Akirin2, Hdac5, Ankrd1, Mef2a, Mybpc1, Actn4, Lmna, Kras, Ybx1	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_CELL_PROLIFERATION	0.000908321688543895	0.0196720757002577	0.477270815362862	0.375017772384579	1.64583794438517	120	Il6, Nr4a3, Cnn1, Cx3cl1, Pdgfb, Serpinf2, Ddit3, Ppargc1a, Bmp2, Ccl5, Thbs1, Xbp1, Hbegf, Pik3r1, Hmox1, Nrg1, Cflar, Fos, Ern1, Mdm2, Stat3, Mef2d, Ddr2, Edn1, Six1, Tgfb2, Prkca, Kras, Apoe, Rbpj, Sf1, Kpna1, Pparg, Cdkn1a, Igfbp3, Runx1, Tpm1, Gli1, Foxc1, Cdkn1b, Xrcc6, Myh10, Ppard	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_CONTRACTION	0.000610750693305002	0.0150012321192847	0.477270815362862	0.344689651119758	1.57647846318085	162	Csrp3, Cnn1, Atp2b4, Lmod2, Emd, Ddit3, Cald1, Kcnh2, Mylk2, Mylk, Atp2b1, Srf, Rgs2, Rock2, Atp2a2, Zc3h12a, Acta1, Dmd, Flna, Tpm4, Hsp90aa1, Des, Pik3c2a, Ppp1r12b, Myl9, Edn1, Gsn, Dapk3, Myl4, Rock1, Akap9, Prkd1, Tcap, Nedd4l, Vegfb, Dlg1, Dsc2, Myof, Gnao1, Pkp2, Lmod1, Smtn, Myl6b, Chuk, Tpm3, Chrng, Pde4d, Grk2	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_ORGAN_DEVELOPMENT	1.51354669274508e-06	0.000262238416112572	0.643551836150722	0.384871015839076	1.80661006830917	199	Rcan1, Svil, Csrp3, Nr4a1, Cxcl10, Maff, Cited2, Ero1a, Atf3, Serp1, Emd, Myc, Bmp2, Mylk2, Mylk, Xbp1, Ppif, Hivep3, Chd2, Acta1, Prkaa1, Hbegf, Dmd, Scx, Dll4, Nrg1, Cflar, Fos, Des, Arntl, Lif, Fhl1, Cyp26b1, Mef2d, Tagln, Itga11, Flnb, Dmrta2, Six1, Basp1, Mustn1, Egr1, Tgfb2, Tcap, Ube4b, Ankrd1, Mef2a, Lmna, Kras, Rbpj, Tcf12, Pkp2, Smtn, Cntf, Btg2, Luc7l, Myl6b, Myom1, Med1, Tpm1, Mtpn, Egr2, Bcl9l, Asnsd1, Foxk1, Plec, Foxc1, Fxr1, Lama5	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_STRUCTURE_DEVELOPMENT	1.91387997334229e-09	2.54227056458968e-06	0.774939030136436	0.35594208232474	1.81910251699509	412	Rcan1, Svil, Bdnf, Nrap, Alpk3, Csrp3, Nr4a1, Cxcl10, Maff, Cited2, Ero1a, Fhl2, Atf3, Serp1, Pdgfb, Lmod2, Emd, Ddit3, Ppp2r3a, Myc, Calr, Bmp2, Mylk2, Mylk, Pdlim5, Srf, Xbp1, Rgs2, Ifrd1, Cxadr, Ppif, Gdf15, Atp2a2, Hivep3, Chd2, Acta1, Plcb1, Flnc, Prkaa1, Hbegf, Dmd, Ehd1, Scx, Dll4, Zfp36l1, Spag9, Nrg1, Cflar, Fos, Des, Arntl, Pdlim7, Lif, Cd9, Mdm2, Fhl1, Phf10, Cyp26b1, Actn1, Mef2d, Myl9, Tagln, Itga11, Wdr1, Flnb, Kdm6b, Edn1, Ift20, Dmrta2, Six1, Basp1, Zeb1, Adm, Mustn1, Egr1, Csrp1, Dyrk1b, Actg1, Prkd1, Tgfb2, Tcap, Bnip2, Akirin2, Ube4b, Hdac5, Ankrd1, Mef2a, Mybpc1, Actn4, Lmna, Kras, Mbnl1, Ybx1, Rbpj, Ninj1, Btg1, Tcf12, Casp7, Pkp2, Lmod1, Cth, Smtn, Cntf, Lamc1, Btg2, Luc7l, Myl6b, Igfbp3, Chuk, Pdgfra, Tmem119, Myom1, Med1, Plekho1, Capn2, Tpm1, Ptgfrn, Mtpn, Egr2, Bcl9l, Wfikkn1, Asnsd1, Foxk1, Bin1, Plec, Foxc1, Fxr1	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_SYSTEM_PROCESS	0.000137529540676355	0.00532092446209003	0.518848077743792	0.3401443258904	1.61898170772194	220	Nr4a3, Csrp3, Cnn1, Atp2b4, Pdgfb, Lmod2, Emd, Ddit3, Cald1, Kcnh2, Mylk2, Mylk, Pdlim5, Atp2b1, Srf, Rgs2, Rock2, Atp2a2, Zc3h12a, Acta1, Dmd, Flna, Tpm4, Hmox1, Cflar, Il6st, Hsp90aa1, Des, Pik3c2a, Ppp1r12b, Myl9, Edn1, Gsn, Camk2b, Gatm, Dapk3, Myl4, Rock1, Akap9, Prkd1, Tcap, Nedd4l, Vegfb, Dlg1, Mef2a, Prkca, Lmna, Dsc2, Myof, Gnao1, Pkp2, Lmod1, Pparg, Smtn, Myl6b, Chuk, Tpm3, Chrng, Pde4d, Grk2	Activated	GO_BP	PCCL3	6h	all
GOBP_MUSCLE_TISSUE_DEVELOPMENT	3.76511589638685e-06	0.000577076417196216	0.627256739718528	0.36232029654834	1.75447705426943	240	Rcan1, Svil, Nrap, Alpk3, Csrp3, Nr4a1, Maff, Cited2, Ero1a, Fhl2, Atf3, Emd, Myc, Calr, Bmp2, Fosl2, Mylk2, Mylk, Pdlim5, Srf, Rgs2, Ifrd1, Cxadr, Ppif, Sema3c, Hivep3, Acta1, Prkaa1, Dmd, Scx, Dll4, Nrg1, Cflar, Fos, Arntl, Pkd2, Cyp26b1, Flnb, Kdm6b, Zfand5, Edn1, Ift20, Dmrta2, Six1, Egr1, Csrp1, Tgfb2, Tcap, Mbd2, Ube4b, Ankrd1, Dlg1, Mef2a	Activated	GO_BP	PCCL3	6h	all
GOBP_MYELOID_CELL_DIFFERENTIATION	0.000661948136927871	0.0157955887763926	0.477270815362862	0.301928906882628	1.47755182149496	266	Cited2, Cd101, Myc, Bmp2, Fosl2, Nedd9, Gab2, Dyrk3, Hif1a, Srf, Bcl6, Cebpb, Zfp36, Ypel4, Ufl1, Sh2b3, Ets1, Flna, Pik3r1, Zfp36l1, Tpm4, Diaph3, Rarg, Mitf, Cflar, Fos, Taok3, Anxa2, Lif, Itpkb, Lyar, Zfp458, Actn1, Stat3, Srp54a, Wdr1, Eif6, Slc1a5, Il11, Klf10, Junb, Isg15, Batf, Kmt2e, Il23a, Hspa9, P2rx5, Prkca, Sbno2, Arid4a, Cnot4, Ptpn2, Ncoa6, Leo1, Rbpj, Ap3b1, Uba5, Klf13, Prkx, Cdc73, Cebpg, Selenow, Nfkbia, Pparg, Tfrc, Epha2, Jmjd6, Brd1, Ripk1, Med1, Hipk2, Paf1, Runx1, Abi1, Fam3c, Pafah1b1, Chmp5	Activated	GO_BP	PCCL3	6h	all
GOBP_MYELOID_LEUKOCYTE_MIGRATION	5.35009228349849e-07	0.00012541245735142	0.659444398037935	0.493468467022085	2.09698206955504	103	Ccl2, Slamf1, Il6, Pla2g1b, Cxcl10, Cx3cl1, Pdgfb, Ccl5, Thbs1, Cxadr, Selenok, Lgals3, Plcb1, Pik3r1, Itga1, Cd9, Cd47, Dusp1, B4galt1, Srp54a, Wdr1, Rabgef1, Edn1, Swap70, Anxa1, Tgfb2, Camk1d, Il23a, Vegfb	Activated	GO_BP	PCCL3	6h	all
GOBP_MYOFIBRIL_ASSEMBLY	0.000186794778461795	0.00658740878026773	0.518848077743792	0.537459435258782	1.96277840734187	47	Nrap, Csrp3, Lmod2, Srf, Acta1, Flnc, Cflar, Myl9, Wdr1, Edn1, Csrp1, Actg1, Prkd1, Tcap, Ankrd1, Mef2a, Mybpc1, Lmod1, Pdgfra, Myom1, Tpm1, Plec, Itgb1, Myh10, Flii, Myh11, Six4, Mybpc3, Prkar1a, Smad4, Nebl, Mybpc2, Cfl2	Activated	GO_BP	PCCL3	6h	all
GOBP_MYOTUBE_DIFFERENTIATION	0.00328320381245939	0.0448067369611324	0.431707695803346	0.418186556676755	1.63781505688143	68	Rcan1, Bdnf, Cxcl10, Myc, Xbp1, Ppif, Gdf15, Acta1, Ehd1, Cflar, Cd9, Cyp26b1, Six1, Dyrk1b	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	0.000454625010525361	0.0125187388977378	0.49849310876659	0.357366754278437	1.62686215345957	155	Nr4a2, Bdnf, Hyou1, Cx3cl1, Cd44, Herpud1, Hif1a, Thbs1, Xbp1, Ppif, Icam1, Syvn1, Lgals3, Bag5, Ier3, Faim, Selenos, Hmox1, Nrg1, Cflar, Mdm2, Siah2, Sh3rf1, Rb1cc1, Ddx3x, Ctnna1, Gsk3b, Mnt, Lmna, Rela, Pycr1, Mcl1, Usp47, Atf4, Tmbim1, Plaur, Wfs1, Cth	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	0.00135099408952917	0.025759384912793	0.45505986738723	-0.575237036618651	-1.85160806654028	33	Rgma, Cdh1, Epha7, Mt3, Sema6c, Ephb2, Sema3g, Sema3f, Ulk2, Lrp4, Sema5a, Ulk1, Rtn4r, Spg20, Ptprs, Cdk5, Slit1	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	0.00349539316809148	0.0465857584442962	0.431707695803346	0.690154257564502	1.85582865879118	13	Rcan1, Atp2b4, Fhl2, Inpp5a, Gsk3b, Homer3, Prnp	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_CELL_SUBSTRATE_ADHESION	0.00157262059967459	0.0279012956424203	0.45505986738723	0.5472172881782	1.85788907884781	34	Gcnt2, Spry4, Cx3cl1, Thbs1, Bcl6, Pik3r1, Dlc1	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	0.0037661709965498	0.048886617007332	0.431707695803346	0.609663022746782	1.82455195590919	21	Hspa5, Dnajb9, Ppp1r15a, Xbp1, Ufl1, Nck1, Wfs1, Akt3	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	6.54963457878053e-06	0.000767655699895306	0.610526878385931	0.290538777902028	1.50043819298968	499	Rcan1, Hspa5, Dusp4, Dnajb9, Hyou1, Spry4, Plk3, Atp2b4, Rhoh, Dusp8, Cd44, Fhl2, Herpud1, Atf3, Optn, Ddit3, Ppp1r15a, Myc, Calr, Cry1, Dyrk3, Hif1a, Igf1r, Thbs1, Xbp1, Bcl6, Rgs2, Ppif, Gdf15, Phlpp1, Syvn1, Ufl1, Zc3h12a, Sh2b3, Bag5, Irak3, Prkaa1, Selenos, Sesn3, Inpp5a, Prkaa2, Eif3a, Taok3, Arntl, Dlc1, Lif, Fnip1, Mdm2, Insig1, Zfp458, Cyp26b1, Dusp1, Cptp, Stat3, Tank, Itch, Cnksr3, Rabgef1, Edn1, Trib3, Bmt2, Dusp6, Taf3, Ddx3x, Insig2, Sar1a, Nck1, Tgfb2, Sh3bp4, Peli1, Snip1, Gsk3b, Brd4, Riok3, Prkcd, Dlg1, Tgif1, Ripor1, Irak2, Zdhhc18, Rela, Rnf125, Sec13, Per1, Ptpn2, Apoe, Homer3, Strn3, Dusp10, Pycr1, Rasa2, Usp47, Cul3, Otud7b, Cd2ap, Otud3, Atf4, Plaur, Ezr, Wfs1, Nfkbia, Akt3, Arhgap35, Pparg, Vcp, Efna1, Ppm1a, Mad2l1bp, Abl2, Pde10a, Cyld, Ripk1, Clock, Tle1, Prnp, Dusp5, Card19, Men1, Creb3, Pafah1b1, Cpne1, Ppp2ca, Ubqln1, Tpt1, Smad6, Ube3a, Dyrk1a, Mapkbp1, Spred3, Itgb1, Nfe2l2, Taf1, Ufd1, Nlk, Ptpn1, Sbno1, Ing2, Mob4, Sirt2, Ywhag, Crkl, Dusp16, Tnfaip1, Arhgef2, Aars, Usp10, Map2k1, Nploc4, Pdcd6, Zbtb7a, Cdk12	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_MRNA_CATABOLIC_PROCESS	0.00253767593474807	0.0375934520445021	0.431707695803346	0.461369143349399	1.66908251384161	45	Noct, Zfp36, Mapkapk2, Rbm47, Upf3a, Larp1b, Ybx1, Fam76b, Tob1, Eif4enif1, Syncrip, Taf15, Igf2bp2, Arid5a, Zc3h14, Pabpc1, Fxr1, Traf2, Ireb2, Ybx3, Thrap3, Tardbp, Rbm10, Axin2, Elavl1, Rbm38, Hnrnpu, Mapk14	Activated	GO_BP	PCCL3	6h	all
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	0.000470238732560677	0.0126520239813348	0.49849310876659	0.49982370368513	1.8081985235684	45	Hspa5, Dnajb9, Hyou1, Herpud1, Ppp1r15a, Xbp1, Syvn1, Ufl1, Selenos, Usp25, Nck1	Activated	GO_BP	PCCL3	6h	all
GOBP_NON_CANONICAL_WNT_SIGNALING_PATHWAY	0.00064357574016077	0.0154496947261486	0.477270815362862	-0.558890847610597	-1.88105317486791	42	Celsr2, Wnt11, Wnt5b, Vangl2, Arhgef19, Tiam1, Ankrd6, Prickle2, Fzd2, Fzd3	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEAR_EXPORT	0.0012670778909568	0.0248620761197717	0.45505986738723	0.348951422624503	1.57786084478732	139	Emd, Calr, Atxn1, Nmd3, Mdm2, Bag3, Eif6, Desi1, Fyttd1, Ranbp2, Prkd1, Prpf4b, Gsk3b, Hspa9, Zc3h11a, Rbm33, Ahcyl1, Xpot, Fam76b, Setd2, Nup153, Eif4enif1, Iws1, Tpr, Nemf, Ppm1a, Sarnp, Agfg1, Nup98, Eny2, Egr2, Cdkn1b, Eif4e, Ctdspl2, Pom121, Rbm8a, Ltv1, Sp100, Alkbh5, Smg7, Ssb, Sdad1, Upf2, Rae1, Ptpn14, Nsun2, Ddx19b, Wnk1, Thoc1, Npm1, Ywhae, Xpo6, Rbm10, Smg6, Hnrnpa2b1, Sirt6, Casc3, Thoc2, Rangap1, Lzts2, Ythdc1, Fmr1, Cpsf6, Riok2, Cchcr1, Phax, Ncbp1	Activated	GO_BP	PCCL3	6h	all
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS	0.0011371583035849	0.022886746665585	0.45505986738723	0.387150069424485	1.62779475973699	97	Noct, Zfp36l2, Zfp36, Zc3h12a, Zfp36l1, Gspt1, Pnrc1, Gtpbp2, Patl1, Pelo, Hbs1l, Ctif, Cnot7, Upf3a, Dis3, Cnot4, Ybx1, Tob1, Samd4b, Dcp1a, Eif4enif1, Zcchc7, Btg2, Syncrip, Etf1, Upf3b, Ago2, Dxo, Pabpc1, Rc3h2, Rbm8a, Cnot6l, Eri1, Smg7, Ssb, Upf2, Exosc3, Exosc9, Tesk1, Thrap3, Mtpap	Activated	GO_BP	PCCL3	6h	all
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	0.00156273587711488	0.0279012956424203	0.45505986738723	0.492557742928867	1.78032972751722	46	Noct, Zfp36l2, Zfp36, Zfp36l1, Patl1, Cnot7, Dis3, Cnot4, Ybx1, Tob1, Samd4b, Dcp1a, Eif4enif1, Btg2, Syncrip, Ago2, Pabpc1, Rc3h2	Activated	GO_BP	PCCL3	6h	all
GOBP_NUCLEIC_ACID_CATABOLIC_PROCESS	0.00310277727869158	0.0426364395020206	0.431707695803346	0.294601944605559	1.42926096103377	244	Il6, Noct, Zfp36l2, Rock2, Zfp36, Zc3h12a, Apaf1, Zfp36l1, Gspt1, Ern1, Pnrc1, Gtpbp2, Patl1, Mapkapk2, Rock1, Zhx2, Pelo, Hbs1l, Naf1, Ctif, Cnot7, Rbm47, Upf3a, Prkcd, Prkca, Dis3, Rbm33, Larp1b, Cnot4, Isg20, Ybx1, Fam76b, Tob1, Ythdf1, Samd4b, Ints13, Snd1, Dcp1a, Eif4enif1, Zcchc7, Piwil2, Zc3hav1, Ago3, Btg2, Syncrip, Taf15, Etf1, Ythdf3, Igf2bp2, Arid5a, Upf3b, Ago2, Rbm7, Celf1, Ppp2ca, Dxo, Dnase1l3, Zc3h14, Pabpc1, Fxr1, Nudt16l1, Rc3h2, Traf2, Ireb2, Rbm8a, Cnot6l, Eri1, Alkbh5, Smg7, Ddx49, Ssb, Upf2, Exosc3, Exosc9, Zcchc8, Ybx3, Tesk1, Thrap3, Mtpap, Hsf1, Rnaseh1, Zc3h18, Xrn1	Activated	GO_BP	PCCL3	6h	all
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	0.000455316774334204	0.0125187388977378	0.49849310876659	-0.755786178862327	-1.95859432082876	14	Dctd, Dnph1, Tk1, Adal, Nt5e, Dhfr, Aprt, Mtap, Tk2, Uckl1, Ada	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_METABOLIC_PROCESS	0.000578624631184516	0.0145020072658509	0.477270815362862	-0.305955954117261	-1.4332320512123	466	Hmgcs2, Nme3, Nt5m, Dctd, Hk3, Lrguk, Pde4c, Mdh1b, Nppc, Nmrk1, Sult1b1, Sult2b1, Pdk2, Them5, Acot11, Dnph1, Elovl2, Slc25a22, Mcee, Rrm2b, Elovl7, Neil1, Tk1, Nudt7, Bloc1s6, Afmid, Abhd14b, Adal, Fignl1, Nt5c, Nudt14, Cd38, Abcd1, Nt5e, Oard1, Cnp, Pgls, Mlycd, Pfkfb1, Fuom, Nudt5, Dhfr, Acsf2, Ndufb4, Nudt1, Nadsyn1, Dguok, Dctpp1, Pfkm, Nudt13, Ctps2, Aprt, Atp5e, Mtap, Crot, Gcdh, Ogdhl, Dcxr, Dpysl2, Gpd1l, Ndufa2, Tpst1, Atp5j2, Cbr4, Shpk, Ldhb, Gmpr2, Tspo, Nme1, Tyms, Atp5g2, Nudt12, Nudt2, Ogg1, Nppa, Eno4, Nudt17, Arl2, Tk2, Pink1, Enpp1, Acot3, Park7, Bad, Npr2, Uckl1, Entpd4, Sdhd, Mccc2, Dlst, Ucp2, Sdhc, Gmpr, Hint1, Shmt1, Sphk2, Pgd, Ak3, Ada, Ak1, Mlst8, Pde1a, Mthfd1, Dcakd, Coasy, Dck, Prpsap2, Prkn, Atp5l, Dgat2, Bpnt1, Slc25a11, Atp5o, Adpgk, Nadk, Taldo1, Mfsd8, Idh2, Itpa, Ndufb2, Nme6, Dnajc30, Nudt18, Uqcc3, Ndufb5, Ppara, Dut, Ogt, Entpd5, Gart, Hspa8, Lrrk2, Nudt15, Gpam, Slc4a1, Prkag1, Ndufb8, Pank1, Dhodh, Ndufa5, Ndufb7, Tymp, Samhd1, Atp5j, Icmt, Gars, Ndufs8, Atp5g3, Rpia, Flad1, H6pd, Smug1, Slc52a3, Rnaseh2b, Acaca, Pde4a, Rbks, Ndufa11, Ndufa12, Ndufb3, Rrm2, Atp5c1, Ndufa6, Aldh6a1, Ndufab1, Pde2a, Ndufc2, Nnt, Nadk2, Suclg2, Nme2, Ndufs6, Pde8a, Sult1a1, Nudt3, Erh, Ndufs3, Slc35a1, Macrod1, Ndufb10, Rrm1	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOSIDE_METABOLIC_PROCESS	0.000407279209569808	0.0118467711688736	0.49849310876659	-0.638999594139349	-1.96286405017485	27	Dctd, Dnph1, Tk1, Bloc1s6, Adal, Nt5e, Oard1, Dhfr, Nudt1, Dguok, Aprt, Mtap, Tk2, Uckl1, Ada, Tymp, Icmt	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	0.000400195266690048	0.0117263098364694	0.49849310876659	-0.456879598537443	-1.75164717782747	93	Nme3, Ndufb4, Ctps2, Atp5e, Ndufa2, Atp5j2, Nme1, Tyms, Atp5g2, Nudt2, Pink1, Uckl1, Sdhd, Sdhc, Sphk2, Ak3, Ak1, Prkn, Atp5l, Atp5o, Ndufb2, Nme6, Dnajc30, Uqcc3, Ndufb5, Ppara, Ndufb8, Ndufa5, Ndufb7, Atp5j, Ndufs8, Atp5g3, Ndufa11, Ndufa12, Ndufb3, Atp5c1, Ndufa6, Ndufab1, Ndufc2, Nme2, Ndufs6, Ndufs3, Ndufb10, Uck1, Ndufa8, Atp5d, Ndufa9, Ndufv1, Ndufs7, Atp5g1, Ndufa7, Nme7, Ndufb11, Atp5h	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	0.00131067546246532	0.0253545714462345	0.45505986738723	-0.389018500930895	-1.61964641324949	150	Nme3, Dctd, Nppc, Nmrk1, Rrm2b, Afmid, Ndufb4, Nadsyn1, Dguok, Ctps2, Aprt, Atp5e, Ndufa2, Atp5j2, Nme1, Tyms, Atp5g2, Nudt2, Nppa, Tk2, Pink1, Npr2, Uckl1, Sdhd, Sdhc, Shmt1, Sphk2, Ak3, Ada, Ak1, Mthfd1, Dck, Prpsap2, Prkn, Atp5l, Atp5o, Nadk, Idh2, Ndufb2, Nme6, Dnajc30, Uqcc3, Ndufb5, Ppara, Dut, Gart, Ndufb8, Dhodh, Ndufa5, Ndufb7, Atp5j, Gars, Ndufs8, Atp5g3, Flad1, Slc52a3, Ndufa11, Ndufa12, Ndufb3, Rrm2, Atp5c1, Ndufa6, Ndufab1, Ndufc2, Nadk2, Nme2, Ndufs6, Ndufs3, Ndufb10, Rrm1, Uck1, Ndufa8, Atp5d, Ndufa9, Ndufv1, Ndufs7, Atp5g1, Ndufa7, Paics, Nme7, Ndufb11, Atp5h	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOTIDE_METABOLIC_PROCESS	7.49339911263115e-05	0.00355490422188513	0.538434096309916	-0.353794835757744	-1.60766146345725	337	Nme3, Nt5m, Dctd, Hk3, Lrguk, Pde4c, Mdh1b, Nppc, Nmrk1, Sult1b1, Sult2b1, Dnph1, Slc25a22, Rrm2b, Neil1, Bloc1s6, Afmid, Abhd14b, Adal, Fignl1, Nt5c, Cd38, Nt5e, Cnp, Pgls, Pfkfb1, Nudt5, Ndufb4, Nadsyn1, Dguok, Dctpp1, Pfkm, Nudt13, Ctps2, Aprt, Atp5e, Ogdhl, Dcxr, Gpd1l, Ndufa2, Tpst1, Atp5j2, Shpk, Ldhb, Gmpr2, Tspo, Nme1, Tyms, Atp5g2, Nudt12, Nudt2, Ogg1, Nppa, Eno4, Nudt17, Arl2, Tk2, Pink1, Enpp1, Park7, Bad, Npr2, Uckl1, Entpd4, Sdhd, Ucp2, Sdhc, Gmpr, Hint1, Shmt1, Sphk2, Pgd, Ak3, Ada, Ak1, Mlst8, Pde1a, Mthfd1, Dck, Prpsap2, Prkn, Atp5l, Bpnt1, Slc25a11, Atp5o, Adpgk, Nadk, Taldo1, Mfsd8, Idh2, Itpa, Ndufb2, Nme6, Dnajc30, Nudt18, Uqcc3, Ndufb5, Ppara, Dut, Ogt, Entpd5, Gart, Hspa8, Lrrk2, Nudt15, Slc4a1, Prkag1, Ndufb8, Dhodh, Ndufa5, Ndufb7, Tymp, Samhd1, Atp5j, Gars, Ndufs8, Atp5g3, Rpia, Flad1, H6pd, Smug1, Slc52a3, Rnaseh2b, Pde4a, Rbks, Ndufa11, Ndufa12, Ndufb3, Rrm2, Atp5c1, Ndufa6, Ndufab1, Pde2a, Ndufc2, Nnt, Nadk2, Nme2, Ndufs6, Pde8a, Sult1a1, Nudt3, Ndufs3, Ndufb10, Rrm1	Suppressed	GO_BP	PCCL3	6h	all
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	0.00342460912924664	0.0461049573650266	0.431707695803346	0.486489933688628	1.72302879650933	38	Gmppb, Ugdh, Uap1, Gfpt1, Gnpnat1, Uggt1, Fut8, Gmds, Pgm3, Ugp2, Nans, Pmm2	Activated	GO_BP	PCCL3	6h	all
GOBP_ORGANELLE_DISASSEMBLY	8.51039247497993e-05	0.00389815103595345	0.538434096309916	0.501652698121801	1.9430842876726	58	Plk3, Nedd9, Ascc3, Dyrk3, Ufl1, Prkaa1, Kif5b, Prkaa2, Gtpbp2, Pelo, Hbs1l, Ufsp2, Chka, Gbf1, Zfp598, Nemf, Vcp, Map4, Klhdc10, Rnf25, Usp10, Denr, Abce1, Golga2, Kat5	Activated	GO_BP	PCCL3	6h	all
GOBP_OXIDATIVE_PHOSPHORYLATION	0.000102890183951241	0.0044123042362825	0.538434096309916	-0.465403698127231	-1.81037215418224	103	Slc25a23, Msh2, Abcd1, Ndufb4, Cox6b1, Dguok, Atp5e, Ndufa2, Atp5j2, Cox7c, Uqcr10, Pink1, Fxn, Park7, Ndufaf1, Uqcr11, Cox7a2, Tefm, Sdhd, Uqcc2, Coq9, Sdhc, Atp5l, Sirt3, Cox8a, Nipsnap2, Atp5o, Uqcrh, Ndufb2, Dnajc30, Uqcc3, Ndufb5, Ndufb8, Ndufa5, Ndufb7, Atp5j, Ndufs8, Ndufa4, Iscu, Ndufa11, Ndufa12, Ndufb3, Sdhaf2, Atp5c1, Cox4i1, Ndufa6, Ndufab1, Ndufc2, Ndufs6, Ndufs3, Ndufb10, Cox5b, Ndufa8, Bid, Atp5d, Ndufa9, Ndufv1, Ndufs7, Uqcrq, Ndufa7, Cox5a, Ndufb11, Cox7b, Atp5h, Cox6a1, Atp5a1	Suppressed	GO_BP	PCCL3	6h	all
