genes	logFC_TgvDMSO_6h_QGP1	FDR_TgvDMSO_6h_QGP1	logFC_TgvDMSO_24h_QGP1	FDR_TgvDMSO_24h_QGP1	logFC_Tg_24hv6h_QGP1	FDR_Tg_24hv6h_QGP1
SAFB2	0.51283228956654	0.391945906165811	-0.3458082572728	0.550916746059233	-0.85864054683934	0.204184152333979
SPATA33	-0.342629044916409	0.392122064669547	-0.314883183121607	0.390687955797623	0.0277458617948016	0.966692183258032
LINC01376	0.440412174668266	0.392140333838233	0.479975269609943	0.308539831451401	0.0395630949416763	0.960140679401761
PPP4R3B	0.321052544522071	0.392450080610537	0.420801875371397	0.225783429734713	0.0997493308493258	0.842316755080047
RPL23AP7	0.344457553531011	0.392601348449209	0.766235347799965	0.0452047890730462	0.421777794268954	0.338894390926123
HMBS	0.328358275957409	0.392892904934544	0.34129089826015	0.338035176820176	0.0129326223027411	0.983335195402471
NUP93	-0.308043292867864	0.392909078931626	-0.492177778709558	0.143335809520668	-0.184134485841694	0.671190719485417
PPP6C	0.217252411694881	0.392914676426537	-0.091867810870859	0.720491694049173	-0.30912022256574	0.274817094219315
WDR72	-0.355293907937151	0.392943939981424	-0.126225585892565	0.76631592161733	0.229068322044586	0.644340093096854
L3MBTL4	-0.312641053049122	0.392943939981424	-0.499486006707885	0.138817766405811	-0.186844953658763	0.679580183048404
ANKS3	0.375987452302265	0.393007879319523	0.500887375823869	0.211139425431537	0.124899923521604	0.826929064949644
FLJ37035	-0.780427236783982	0.39312718173748	-0.0609452681917514	0.948323741915539	0.719481968592231	0.503995493125336
KBTBD2	-0.22895636797528	0.393306451020233	-0.494667345269595	0.0570216643532565	-0.265710977294315	0.380594290412682
SGO2	-0.727619482655097	0.393306451020233	-1.00472240237133	0.203585082209767	-0.277102919716233	0.803393469496209
CA11	-0.370514454300282	0.393353350323101	-1.02117117940951	0.0221668972064578	-0.650656725109229	0.189187713020641
PTPN18	-0.306486777175187	0.393353350323101	-0.844271183198773	0.0218050242103287	-0.537784406023587	0.185295066960221
FOXD3-AS1	-0.417624467386444	0.393353350323101	0.180823462506214	0.694281796812458	0.598447929892657	0.26703229019508
ZFPM1	-0.401492451234595	0.39335390769016	0.00164902136663428	0.99782138514535	0.403141472601229	0.452308853688125
CXorf56	0.274193850872109	0.393919739455704	0.112613461867843	0.728378019360587	-0.161580389004266	0.674853676640545
UPF3B	0.633604765605679	0.393919739455704	-0.420928617124923	0.55935362003953	-1.0545333827306	0.209130154865922
LRRC27	-0.371757832437178	0.393997677967778	0.24116067448014	0.542403641196649	0.612918506917318	0.204003735622045
HCLS1	0.429625403177996	0.393997677967778	0.432596784019132	0.346977256677442	0.00297138084113664	0.997559422150041
TOR1AIP2	0.202346586488336	0.393997677967778	0.00513599847186797	0.985441713232435	-0.197210588016468	0.46853432365575
GYG1	-0.231370811558692	0.39410938407985	-0.815193134277496	0.0067437332170922	-0.583822322718804	0.0724229466029966
CBWD1	0.373111401221046	0.394267465282506	0.00429480988522375	0.993954851181007	-0.368816591335822	0.461119351777953
SIN3B	-0.254329921717555	0.394389490304863	-0.148598358027684	0.609370028787457	0.105731563689872	0.782180349484335
ATR	-0.236869190565997	0.394541591521378	0.241802646837002	0.348289054968872	0.478671837402999	0.132213444938528
ANKEF1	0.271139901599253	0.394692249627812	0.366742176611837	0.211239376184328	0.095602275012584	0.818451070776448
H2AFY	-0.210592501394247	0.394958417878993	-0.670051246380863	0.0112052114105192	-0.459458744986616	0.109432931033409
CTU2	0.502448722097085	0.395046488756313	0.510985407293274	0.349402274810232	0.00853668519618878	0.992657226191862
CPD	-0.213567142254191	0.395075321165333	-0.0277443224308879	0.92501822599992	0.185822819823303	0.525113402984108
RP9P	0.453719120190412	0.395075321165333	0.431173633554465	0.378798372786184	-0.0225454866359466	0.978678818363871
MYO1C	0.185304719810098	0.395082034603558	0.111536193227852	0.599638032129761	-0.0737685265822461	0.793321197133075
CLEC16A	0.200751432927752	0.395082034603558	-0.106438139568616	0.648749107959627	-0.307189572496368	0.245029640114367
SNORD36A	1.00152404735615	0.395082034603558	1.02278503050395	0.338035176820176	0.0212609831477989	0.990788957538968
KIF2A	0.303549516913473	0.395082034603558	0.200242339063399	0.562443186020939	-0.103307177850073	0.826927674716716
POLR2M	0.599280376349546	0.395082034603558	0.933427872301984	0.146986377937567	0.334147495952438	0.685903646353633
DUT	-0.432887853090412	0.395330664506151	-1.3958046370831	0.0114138885913965	-0.962916783992685	0.107985543158944
PPP2R1B	0.194324682919854	0.395373934470949	0.0830662901007371	0.718006735367976	-0.111258392819117	0.686996715956065
DNAH14	0.308281671215736	0.395393450833319	0.0881777960473825	0.818185263799672	-0.220103875168354	0.607613733021795
MRPS30-DT	0.512652671037495	0.395463908600273	-0.050641991937687	0.943784279328412	-0.563294662975182	0.408807348290457
COX11	0.249308045973951	0.39563186889806	0.29687556903507	0.274207510137961	0.0475675230611186	0.908457763614528
DNALI1	-0.307283922722715	0.395665714885943	-0.272748425707131	0.420666778453257	0.0345354970155843	0.95079187925469
UBC	0.272350507105261	0.395697322326397	0.296660687373926	0.321264920147659	0.0243101802686653	0.961809125690606
LAPTM4B	0.250423475791756	0.395697322326397	0.0933256299569652	0.756837690603296	-0.15709784583479	0.656460199444742
ACACA	-0.456547895198909	0.395697322326397	-0.359450255981617	0.475511170657789	0.0970976392172921	0.899647333230334
DZANK1	0.321631531903346	0.395697322326397	0.83458871570449	0.0260464757001877	0.512957183801144	0.217603268754361
TATDN2	0.319919987136602	0.395697322326397	0.0686200259952598	0.869053315755174	-0.251299961141342	0.569702510940345
ZNF548	0.284761713827037	0.395697322326397	0.365021217020082	0.236956927653552	0.0802595031930449	0.857982238392898
KCNH7	-0.301772770204804	0.395697322326397	-0.5797979142745	0.0851915553931933	-0.278025144069696	0.501239788184238
LOC729218	0.297493360201283	0.395751360048968	0.398361747935523	0.214600850373125	0.10086838773424	0.825584146405522
DEPDC1	-0.768342930093395	0.395754585116763	-0.613211030974488	0.475448873721901	0.155131899118907	0.903800698463473
ZNF148	0.344651717011837	0.395764716638847	-0.115381744796371	0.783778818549759	-0.460033461808209	0.311791491657741
LRRC23	-0.319756352650015	0.396064787428053	0.484211488005152	0.139966015598503	0.803967840655167	0.0670119800494721
NUP35	-0.339042122654283	0.396394432432631	-0.615229121523275	0.101880033187248	-0.276186998868992	0.560411173076978
AGBL5	-0.316575794510903	0.39652376050497	-0.59525283605959	0.0918037354867583	-0.278677041548687	0.525468784763031
NAT6	0.493113112026072	0.39652376050497	0.962762647155697	0.0637018755586575	0.469649535129625	0.436747891187801
PRMT1	0.35239802151637	0.396568782574024	0.0124447507722965	0.980413842480081	-0.339953270744074	0.476530073026679
TRIP11	0.533132743898291	0.396824563843264	-0.0690252706452826	0.925326223426392	-0.602158014543574	0.397557949924949
RHPN1	-0.596685194306788	0.396824563843264	0.105945669361124	0.891787996572	0.702630863667912	0.376357555513531
SFI1	-0.281143939330081	0.396890520216866	-0.0273094354281585	0.943993433816265	0.253834503901922	0.509857762845694
B9D2	0.57347564191205	0.396890520216866	-0.0996434126616329	0.900743672703714	-0.673119054573682	0.386713213829489
ERC2	-0.480128295475216	0.397142169257102	-0.39070512338346	0.456935247001778	0.0894231720917565	0.912553419481189
SCYL2	0.339335973759268	0.397143483319812	0.140724186757799	0.728378019360587	-0.198611787001469	0.681296288379519
RANBP9	0.227020483351942	0.39715170278383	-0.00866753987651688	0.978820387885634	-0.235688023228459	0.440761596335826
LOC102723373	-0.312152361727412	0.397164609614821	-0.806357786354138	0.0303117311464886	-0.494205424626726	0.251883672911477
KDM5B	-0.201866005596836	0.397164609614821	-0.216711468751681	0.330348944387037	-0.0148454631548446	0.968086291369156
MGC12916	-0.377377938535166	0.397309525017193	-0.796830159270421	0.0645945472705192	-0.419452220735255	0.431815458479806
MRPL52	0.442260643362569	0.397436237341909	0.598666891114456	0.2096659079459	0.156406247751887	0.815540432916383
POP1	-0.222720318824744	0.397690415947766	-0.648841956038561	0.0173659359457886	-0.426121637213817	0.159927350800285
TRAK1	-0.177577833723651	0.397690415947766	-0.331332729095279	0.0944039575337122	-0.153754895371629	0.529656192457491
VPS9D1	-0.31605520883768	0.397690415947766	0.193976926718344	0.583366576588043	0.510032135556024	0.221310804580391
PEX11B	-0.318086379553942	0.397845464246299	-0.01566869068635	0.972034332802799	0.302417688867592	0.484128382828267
RAB29	-0.316774706169008	0.397845464246299	0.642975856853018	0.0645945472705192	0.959750563022026	0.0363679883259471
CCDC93	0.233908477276566	0.397994164579417	0.270502114860891	0.293102347933991	0.0365936375843245	0.928167679447857
CACNA1C	-0.216930155880528	0.398151792540156	-0.266575541762383	0.26008763877142	-0.0496453858818554	0.889286749320654
STK26	0.218047152082698	0.398151792540156	-0.20798808891982	0.390292655804868	-0.426035241002517	0.147324989624885
AKAP6	-0.24286423537758	0.398182720174334	-0.370185968080077	0.163768184048366	-0.127321732702497	0.722439766215635
DYNLL1	-0.371247949936169	0.398205586850291	-0.111724671101629	0.808537173444834	0.259523278834541	0.619641182152896
BRSK2	-0.403065108852803	0.398230092734529	-0.59871546209258	0.175319627092388	-0.195650353239778	0.746764037605447
DDX19A	0.197941401342866	0.398230092734529	-0.0925015176882692	0.69296849209352	-0.290442919031136	0.267071054116173
DEF6	-0.61103143869131	0.398230092734529	-0.0627636623673352	0.936180875815868	0.548267776323975	0.518388195333791
AHCTF1	0.265146945082383	0.398263934347462	0.0174631424845194	0.963210849775469	-0.247683802597863	0.494102944963154
ACTL6A	0.227381451002194	0.398379758572077	-0.148482771760591	0.570031389169051	-0.375864222762785	0.213997075294564
ATP6V0E2	-0.24435126696749	0.398437177094028	-0.439438489777932	0.106608644365583	-0.195087222810442	0.567169770456549
LHFPL2	-0.269204107262054	0.398601565045373	1.0302059820756	0.00383428037662479	1.29941008933765	0.00544377643796321
LINC01530	-0.799273984334874	0.398601565045373	0.0778251858711005	0.935514350463002	0.877099170205975	0.410659159905448
LLGL2	-0.498893530304588	0.398601565045373	-0.143880978301183	0.815726108837705	0.355012552003405	0.613950633440024
ZEB1-AS1	-0.428656919937379	0.398618210910026	0.326547627350075	0.467433120648516	0.755204547287453	0.18076312340292
ADGRG6	-0.232268244006797	0.398848831742744	-1.20229747818354	0.000877486145257032	-0.970029234176745	0.0106745710572825
LOC730234	-0.672444889450908	0.398995720542206	-1.11633117030373	0.139884735494028	-0.443886280852819	0.685903646353633
CABIN1	-0.232514053389959	0.399090913825769	-0.391263882581957	0.129158499873182	-0.158749829191998	0.629674932596366
INTS1	-0.276512201580296	0.399198360875208	-0.233021511253418	0.453801233071628	0.043490690326878	0.928085822430767
NSMF	-0.291842422364532	0.399308913719434	-0.389484066074536	0.222649383430338	-0.097641643710004	0.832927055383252
SH3GLB2	-0.307278164339768	0.399311836145797	-0.777586233987605	0.0333174364223053	-0.470308069647837	0.25269670550119
CCDC134	0.370060727056831	0.399311836145797	0.453299234040388	0.254446913203712	0.0832385069835575	0.888678420170852
HSPA1B	-0.653171976287659	0.399311836145797	-0.922873724016673	0.1923268257634	-0.269701747729014	0.804732853489058
THTPA	-0.390435418389887	0.399490132853637	0.0941220550068931	0.847597206002881	0.48455747339678	0.35276856265619
AIDA	0.304131991163642	0.399490132853637	0.368032219765461	0.270913263505723	0.0639002286018192	0.899660126921054
ZRANB2-AS2	-0.703818032778478	0.399923621375529	-1.16768760748364	0.139347129309687	-0.463869574705163	0.694638375441518
DDHD2	-0.186023214807623	0.400397627422181	-0.287244488715061	0.161613701523465	-0.101221273907438	0.709766691893341
TTC23L	-1.11869920652109	0.400397627422181	-0.819902547161831	0.479098795789717	0.298796659359258	0.886068579539677
TMUB2	0.37254495950864	0.400397627422181	0.635243982028377	0.124830503364806	0.262699022519737	0.615859974618868
ZSCAN20	-0.290566353164992	0.400459651565045	0.205771092125096	0.526464937366006	0.496337445290088	0.198727844280412
MAIP1	0.367051832271073	0.400459651565045	0.607345209825672	0.131974444682458	0.240293377554599	0.638610912656782
ZRANB1	0.238330283454945	0.400465766688177	0.3454015221212	0.187636645237053	0.107071238666254	0.764797964613242
REPS2	0.34323547969582	0.400596380518454	0.391311599024426	0.301264015921916	0.0480761193286063	0.936939552815201
ABO	-0.860166265669443	0.400853478515685	-1.22460649199315	0.196104980452223	-0.364440226323711	0.784455964128458
DBF4B	-0.720992312182558	0.400853478515685	-1.04647043391223	0.188014723335718	-0.32547812172967	0.76960561000306
FBP1	0.27574193531907	0.400911467182901	0.327576540043054	0.281405177277951	0.0518346047239841	0.911651910199768
HIST1H3H	-0.499395363118135	0.401177871708861	-0.971554193037292	0.0892603405581414	-0.472158829919158	0.53817002469634
EME1	-0.966100274681851	0.401216477694839	-0.997661618526011	0.343594108513229	-0.0315613438441605	0.98744668057716
PPTC7	0.27308447203788	0.401222904884795	0.163665866669636	0.60474301151023	-0.109418605368244	0.793859178727481
ENTPD3-AS1	-0.817371506316247	0.401348828694948	-0.421646113961004	0.622898144439217	0.395725392355243	0.764797964613242
ADPRM	0.316567374246409	0.40160055398167	0.925932507180278	0.0149462479520783	0.609365132933869	0.142312067206182
CTXN1	-0.60352435073378	0.40160055398167	-0.383994539708399	0.568892975712062	0.219529811025381	0.820311773480049
TRIM8	-0.269680721078469	0.40160055398167	-0.236388856963247	0.434212897759079	0.033291864115222	0.945935128545232
PSMC3	0.243238716571046	0.40160055398167	-0.295343964540764	0.272635658751862	-0.53858268111181	0.109371417883604
PDGFA	-0.36607912197931	0.40160055398167	1.29866555004603	0.00374173711622706	1.66474467202534	0.00577102737272278
CUL2	-0.244460030437251	0.40160055398167	-0.231991594086061	0.39485260658776	0.0124684363511896	0.978722886669978
RER1	0.271906327688025	0.40160055398167	0.673814736112722	0.0364626639816262	0.401908408424697	0.265808703985341
ENO3	0.358778461966436	0.401746853507555	0.780049229688333	0.0597050706439164	0.421270767721897	0.38165290563277
C20orf203	-0.639305382559797	0.402051265135437	-0.297038558654162	0.677300783925993	0.342266823905635	0.727514763166427
VSTM2A-OT1	-0.865018624597147	0.402104231562317	-0.725201017403453	0.424007868762245	0.139817607193694	0.933885061264335
CSRNP3	0.277412222515059	0.402250349739803	0.103175116750793	0.761064891008688	-0.174237105764266	0.660903535204226
ZNF709	-0.330268843322149	0.40225987399419	-0.153255353541274	0.690654357333868	0.177013489780875	0.717246898212168
ARV1	-0.322160312047589	0.40225987399419	-0.217109545696325	0.552331638682524	0.105050766351264	0.838309103459859
WWP1	-0.233250055773161	0.40225987399419	-0.231265161769632	0.372871219860646	0.00198489400352844	0.996848789261324
PCDHB9	-0.378609349974474	0.402414739140854	-0.35915919617175	0.394694855746408	0.0194501538027236	0.978678818363871
KCTD9	-0.286927886217057	0.402427328856706	-0.486076844713642	0.128092521656216	-0.199148958496585	0.626867350442815
HAUS5	-0.470897225309121	0.402434747916753	-0.387085299461816	0.462099851701717	0.0838119258473058	0.918373600449032
FRY	-0.259510287059049	0.402434747916753	-0.215453121824783	0.464058604996997	0.0440571652342656	0.921973428828002
ALOX12-AS1	-0.530510114533433	0.402685156249981	-0.108077703949202	0.869263029070674	0.422432410584231	0.575372594469702
SERINC3	0.293343671984598	0.40299039074982	0.124859379296963	0.724941854281491	-0.168484292687635	0.691978158330208
RTL5	-0.286063004185481	0.403189401322239	-0.434687803088598	0.167461041064972	-0.148624798903117	0.73037276373191
MAP3K10	0.399550991531108	0.403450421207649	0.838680020068425	0.0658354667272978	0.439129028537317	0.414112139262738
ELP3	0.262211921087066	0.403557213376203	0.281490506431126	0.334955105858451	0.0192785853440597	0.968371350996506
TP53I3	-0.287599642177456	0.403903625806357	-0.451521858744197	0.157216086667152	-0.163922216566741	0.698566296660067
SGSM3	0.380297855609796	0.403926489521358	0.515240658031417	0.219535253059695	0.134942802421621	0.820824133296444
IFIH1	-0.265983875540261	0.404323299269431	1.04309820020372	0.00282729160223371	1.30908207574398	0.00449965492443971
FUNDC1	-0.32939313047675	0.404417384955962	-0.740582565703883	0.0535712841642305	-0.411189435227134	0.362795223397448
MEIS3P1	0.45509830861666	0.404417384955962	0.372311939563087	0.462653028672572	-0.082786369053573	0.912424645575502
CFHR3	-0.397687173665895	0.404417384955962	-1.34073170220404	0.00998373465131846	-0.943044528538148	0.0949110995494474
FAM45A	-0.320471364849743	0.404417384955962	-0.367774048461534	0.301844774405856	-0.0473026836117903	0.933885061264335
MRPS15	0.248232756008582	0.404587925239474	0.11872820539321	0.689509269004749	-0.129504550615372	0.725907289168013
PLXNB1	-0.394000651991766	0.404589448123141	-0.188134867356874	0.688676556590843	0.205865784634893	0.726011610008055
TNPO3	-0.193637221268828	0.404921119274245	-0.091810728052078	0.692329568695508	0.10182649321675	0.724370059286109
PBDC1	0.410603709380082	0.404926771912385	-0.180103477318567	0.716898923526027	-0.590707186698649	0.282654344169333
HGSNAT	-0.256754277559217	0.404986855296332	-0.0351370488368415	0.921641586322429	0.221617228722376	0.538093462964206
ATP2A1-AS1	-0.830203775576914	0.405102474524696	-0.483153597045095	0.585647582358342	0.347050178531819	0.803318680865515
ATRAID	-0.304724257025723	0.40518687880431	-0.379819085804431	0.261773954850649	-0.0750948287787085	0.881220739143488
MECP2	-0.174125090592849	0.405365666112588	-0.528666545377694	0.0151090555387042	-0.354541454784845	0.137918215417204
KCNIP2	-0.494224815169264	0.405482090078674	0.116338760741217	0.840483785024021	0.610563575910481	0.356847522547049
POLR1C	0.361269178244589	0.406037911059605	0.604838533059068	0.132316221770055	0.243569354814479	0.632932171532532
TCF19	-0.674214452280069	0.406208561726332	-3.07186385548043	0.00607919363500106	-2.39764940320036	0.0662827360243386
ZNF714	-0.436211256874152	0.406466431575443	-0.715979178022233	0.143436496691474	-0.279767921148081	0.656755800944646
DCK	-0.412222021224571	0.406665021200658	-1.24362897661925	0.0167509583512806	-0.831406955394681	0.146366983932361
TMEM184B	-0.232727216321612	0.406736664346483	0.274566560333647	0.286850400654826	0.507293776655259	0.116634057333586
ORC4	0.204476370185057	0.406736664346483	0.392208914024327	0.0910522956873789	0.187732543839269	0.509760252128216
TSC2	-0.223420282133258	0.406753514130385	0.0437919825878096	0.884047601349539	0.267212264721067	0.377492781459632
MED13L	-0.242705982593451	0.407293751321929	-0.168265399183326	0.550434481502634	0.0744405834101252	0.849375950043861
C2CD2	-0.206551675816575	0.407367185508249	0.171819062300091	0.463857804839228	0.378370738116666	0.177749970589063
SLC12A2	-0.321027221857234	0.407377618108128	-0.180467830305505	0.633694599014122	0.140559391551729	0.776128118155706
ARID3B	0.246668400701026	0.407433343056843	0.0321531659442834	0.926497609857333	-0.214515234756743	0.535168315212641
PART1	0.538019331763975	0.407433343056843	-1.21698886931694	0.089925431298393	-1.75500820108091	0.0515450524328328
ZNF682	0.482696997011632	0.407433343056843	0.171909584176351	0.77343842352266	-0.310787412835281	0.649323758884892
PDPK1	0.190493020604845	0.407854639256071	0.0949582627913855	0.67856960565684	-0.0955347578134594	0.741003692207165
ABHD3	-0.356205006768158	0.407854639256071	0.169934131425523	0.687774069864051	0.526139138193681	0.270889853313576
MRPL48	0.359339070110078	0.407854639256071	0.0810139008867495	0.864947863838486	-0.278325169223328	0.583354347374628
MIR421	-0.842972212587084	0.407854639256071	-0.581662651565581	0.515574325445989	0.261309561021502	0.861280803280847
LOC100128340	-0.890668132295848	0.407910127613582	-0.285520467831575	0.76653544062843	0.605147664464274	0.653404689909055
LCAT	-0.408994788111304	0.408687449748056	-0.843594389976679	0.0753188556035933	-0.434599601865375	0.470269137022151
LOC101929066	-0.761747404393449	0.408687449748056	-0.487751940213803	0.553161441612659	0.273995464179646	0.833913420495994
CTDNEP1	0.222879543296224	0.408687449748056	0.107973772624859	0.687774069864051	-0.114905770671365	0.732544071404345
FBXL13	0.552864795609163	0.408687449748056	1.15962880487303	0.0504434433082117	0.606764009263869	0.364760978466241
NPIPB4	0.370278849550849	0.408687449748056	0.40632739322183	0.319451782457546	0.0360485436709808	0.957429791647376
ZCCHC10	0.240651881530714	0.408687449748056	-0.052090357349983	0.870830469160497	-0.292742238880697	0.371444233034234
DDX47	0.229411702089434	0.408687449748056	-0.046122395656623	0.881428451010574	-0.275534097746056	0.377250351375851
UBAC2-AS1	-0.778652681340793	0.408687449748056	-0.0917227459480583	0.924578906772592	0.686929935392735	0.537266712400849
GRINA	-0.26566482384175	0.408687449748056	-0.471350946342849	0.11744584911548	-0.205686122501098	0.585903375630774
SMNDC1	0.358913222334069	0.40879090817703	-0.192709597617541	0.65425341770445	-0.551622819951611	0.254697450387715
PPWD1	0.394238286105916	0.40879090817703	0.0751268312748535	0.888537113226136	-0.319111454831062	0.567435847914748
UTP4	0.241968559756364	0.40879090817703	0.529844949661441	0.0589150333039329	0.287876389905077	0.379423255817397
EPHA2	0.547786916232136	0.408884179475011	0.493877342558085	0.423147217119396	-0.0539095736740515	0.957083493397117
AIFM2	-0.340228676054494	0.40919509437822	0.0870092103844815	0.843080278834685	0.427237886438975	0.356478856172878
DNAH6	-0.327138043574578	0.40919509437822	0.494583702088935	0.159697904979026	0.821721745663513	0.0742472277555335
SLC22A20P	0.597024081442716	0.409225410787637	0.1062206356054	0.899799789821136	-0.490803445837316	0.560744446054953
MMP24OS	-0.299440680779552	0.409225410787637	-0.64758706251684	0.0632922833288641	-0.348146381737288	0.405742592655314
MSANTD2	-0.277060934770145	0.409369247756474	-0.390752976314581	0.202312122038673	-0.113692041544436	0.794587870011099
POC1B	0.366655408858114	0.409502172130262	0.0351666478662594	0.946646940136723	-0.331488760991854	0.516708024292046
G2E3	-0.377077359206149	0.409516473996007	-0.281013428101087	0.5203099268573	0.0960639311050625	0.877054558879016
TUBB	-0.660405187567658	0.409516473996007	-1.88739093805614	0.0361432827511787	-1.22698575048848	0.295312285762068
HMGN3	-0.437886671333124	0.409731249720828	-1.31379437861429	0.0178447965325527	-0.875907707281164	0.151164666324645
EFHD2	-0.416543497673096	0.409743427120839	-0.679784996986815	0.147277315612595	-0.263241499313718	0.667483570501749
MDM1	-0.257754556808004	0.409908490671398	-0.41437306029714	0.153520743913981	-0.156618503489136	0.677393291878098
A1BG	1.01576604980011	0.410051740687651	1.13469070328031	0.304008044152961	0.118924653480196	0.942353318428564
KCTD2	-0.259410057156412	0.410139175179691	-0.19944740268761	0.50652076047043	0.0599626544688026	0.890509996760079
WFIKKN1	0.76210051779635	0.410189885655766	0.136719645524087	0.900589910188696	-0.625380872272263	0.559671830202685
UFD1	0.257933141666976	0.410206601808012	0.126830693483841	0.683391434627906	-0.131102448183135	0.737838768458614
QDPR	-0.203449009670787	0.410206601808012	-0.260186998367239	0.25292443510195	-0.0567379886964523	0.864409923080644
PRMT3	0.240355372511824	0.410380047105611	0.36997579259245	0.168203947008637	0.129620420080626	0.717347124144573
PRPH	-0.641688486711207	0.410679953303238	1.54037523159829	0.0138823174831482	2.1820637183095	0.01482915130513
CD276	-0.308328314641232	0.410838067500255	-0.771933891257714	0.037916051689455	-0.463605576616483	0.268162962315011
DECR1	-0.23286614399333	0.410838067500255	-0.446767842492451	0.0937509219932432	-0.213901698499121	0.514914636757379
FAM50A	0.360497779794218	0.410893383921414	0.0415905053036484	0.936714112236932	-0.318907274490569	0.53041706052511
KYNU	-0.386498178325345	0.410952239565859	-0.105869559929932	0.825111621076127	0.280628618395413	0.615737191710238
CSTF3	0.270749029055824	0.411440736213817	0.176670696964238	0.579049156416329	-0.0940783320915854	0.828602134925808
SLC25A53	-0.361787945468857	0.411491759572151	-0.241349427050011	0.556130346456466	0.120438518418846	0.839062439353068
STOML2	0.328433153258848	0.411604377844179	0.32956395716263	0.376374143675306	0.00113080390378245	0.998703300375177
CHD1	0.40337153872931	0.411892741252095	-0.184403707220052	0.70804999818132	-0.587775245949362	0.28247200704469
CLCF1	0.399015781516713	0.411974253653903	0.705086471119174	0.103557807530562	0.306070689602461	0.56908594701134
FUT2	-0.355764643254157	0.41204073509295	-0.0588668601794837	0.904474600596113	0.296897783074673	0.559671830202685
LOC101930370	-0.811563423802157	0.41204073509295	-0.702976549062036	0.419019743217515	0.108586874740121	0.947691139976963
MTMR2	0.213890109706882	0.41204073509295	-0.123549912175092	0.628653351578066	-0.337440021881975	0.246052136023091
EAPP	0.284797774478222	0.41204073509295	0.168210362582083	0.618557799259575	-0.116587411896139	0.793627135509196
ANKRD40	-0.258029517013967	0.41204073509295	-0.208099836656374	0.485922520678063	0.049929680357593	0.91089273467708
CNRIP1	-0.214823117811383	0.41204073509295	0.0537173671079256	0.849569963942756	0.268540484919309	0.361676368697497
CBLL1	0.44682043033986	0.41204073509295	-0.107776175677717	0.855541122983031	-0.554596606017576	0.365222859127062
SLC35G2	0.301910660257544	0.412096873977907	0.73116887513489	0.0414858956533521	0.429258214877346	0.290289532484225
RPAP1	-0.385189852579725	0.412165707527849	0.0334437974246218	0.952637673583619	0.418633650004346	0.43218296521084
DGKH	-0.342435064639409	0.412224224533998	-0.551086998225434	0.154516828104262	-0.208651933586025	0.67921553608992
C10orf143	0.857571954421033	0.412308925742709	1.19459288004134	0.176585056583722	0.337020925620306	0.76960561000306
JRKL	0.253716988331557	0.412440592039345	0.919335550929667	0.00627974693173972	0.66561856259811	0.0667327705943404
CCDC24	-0.448130028950028	0.412667129162451	-0.0569987328249856	0.928222786776638	0.391131296125042	0.540577446094655
MAGED1	-0.223585179644981	0.412667129162451	-0.508499054570589	0.0543561565130271	-0.284913874925608	0.353301827442168
RAD21	-0.266430890611872	0.41278945047918	-0.461575169845843	0.128351328444456	-0.19514427923397	0.612054299570656
MED18	-0.480384131610872	0.41278945047918	-0.346841653777967	0.529892676684686	0.133542477832905	0.86687122128372
RAB39A	-0.230479833014059	0.41278945047918	-0.167645254740457	0.532544041610523	0.0628345782736024	0.86737365496163
IFT172	0.259387044674654	0.41278945047918	0.715503112234319	0.0235782959797248	0.456116067559665	0.191902399279534
LMAN2	0.239220808005189	0.41278945047918	0.369643922186396	0.17126178528816	0.130423114181207	0.716440967291715
C5orf42	-0.370457750947109	0.41278945047918	-0.556800290719875	0.182715614477357	-0.186342539772766	0.744360526764258
BDH2	-0.387972482735366	0.41278945047918	-0.951577504965993	0.0425994713445912	-0.563605022230627	0.297297136634931
CEBPZOS	-0.340495364907931	0.412798076405383	-0.430026489043672	0.262098214981643	-0.0895311241357414	0.873537672091747
GAS5-AS1	-0.680642956139409	0.412798076405383	-0.857238169531552	0.250985240500996	-0.176595213392143	0.889531766154617
KLHL23	-0.656302566808399	0.413141294369605	0.0895074952794011	0.917481738695699	0.7458100620878	0.413349270558205
SCD	-0.217366004721396	0.41318734491943	-0.421143109305849	0.0927427158263519	-0.203777104584454	0.507422729583822
PDXDC1	0.27138453199598	0.413472917359695	0.00514874069507889	0.990000801311315	-0.266235791300901	0.482082601469337
VAMP3	0.276120453033018	0.413472917359695	0.118008620087231	0.728378019360587	-0.158111832945787	0.699492515909866
CLSPN	-0.658664537783875	0.413762960868849	-2.90511943569581	0.0035716596818003	-2.24645489791194	0.0330201812456916
VWA5B2	-0.622999480239466	0.413762960868849	0.302326507739455	0.670089350792907	0.925325987978921	0.269492308794836
GATAD1	-0.197840870106704	0.413762960868849	0.0228277847305925	0.936844822781923	0.220668654837297	0.420103530869349
SMIM19	-0.293318350014223	0.413800338781714	-0.394878214247989	0.229040555026241	-0.101559864233765	0.832927055383252
GALE	0.4512602089723	0.413916396775452	0.851247986668206	0.0986626548054	0.399987777695907	0.527218950249913
RNPS1	0.20364320841198	0.414152205304703	-0.123927062514223	0.610070745437375	-0.327570270926203	0.240015411542419
PPIL4	0.609212634407266	0.41435398318108	-0.0984340534352394	0.909083860980984	-0.707646687842505	0.400150556372377
TOR1B	0.216348622427587	0.414470564202157	0.539354921160952	0.0381685535283805	0.323006298733365	0.269985512481767
