Geneid	KRS7_10_aTC1-6_1_DMSO	KRS7_13_aTC1-6_2_DMSO	KRS7_16_aTC1-6_3_DMSO	KRS7_11_aTC1-6_1_Tg6h	KRS7_14_aTC1.6_2_Tg6h	KRS7_17_aTC1-6_3_Tg6h	KRS7_12_aTC1-6_1_Tg24h	KRS7_15_aTC1-6_2_Tg24h	KRS7_18_aTC1-6_3_Tg24h
Fibcd1	207	123	117	227	662	126	85	254	92
Lamc3	0	0	0	1	0	1	0	0	0
Aif1l	0	1	0	1	0	0	1	0	0
Nup214	2165	2198	2110	2563	12959	3019	1968	4269	2016
Mir7674	0	2	1	0	0	0	1	2	0
Fam78a	58	52	73	21	98	16	18	44	27
Ppapdc3	144	191	132	226	839	199	49	236	142
Prrc2b	13469	13992	12788	12672	61330	14430	8976	26383	12909
Pomt1	719	854	658	999	4278	817	464	1391	636
Uck1	1375	1577	1089	1914	8056	1663	989	3589	1436
Swi5	5914	7499	4217	7120	25288	5874	5528	12001	5361
Golga2	2908	2956	2486	4679	18101	3981	2580	4847	2351
Dnm1	186	251	199	169	844	149	67	165	68
Gm23363	0	0	0	0	0	0	0	0	0
Mir199b	0	0	0	0	0	0	0	0	0
Ciz1	1333	1395	1216	2802	9177	2030	1904	2978	1376
1110008P14Rik	439	617	430	495	2109	482	154	1105	448
Lcn2	1	2	0	1	24	0	13	71	15
Ptges2	436	459	402	653	2467	485	207	935	425
Slc25a25	870	1018	799	1370	5593	1109	473	1508	672
Naif1	155	176	131	160	668	134	87	217	92
Fam102a	307	369	292	285	1077	232	142	313	143
Dpm2	889	956	585	1031	4505	1090	372	2236	862
Pip5kl1	86	113	95	118	546	100	34	110	59
St6galnac4	477	557	444	480	1845	519	339	1157	620
St6galnac6	1127	1236	921	1066	4111	920	255	1209	576
Ak1	1344	1553	1105	1218	4790	1152	540	1514	762
Eng	2	0	1	1	5	2	0	2	2
Fpgs	121	170	203	398	1499	312	143	601	244
Mir8093	0	0	0	0	0	0	0	0	0
Cdk9	1411	1485	1200	1963	8129	1694	887	2535	1146
Mir2861	0	0	2	1	4	1	0	0	0
Mir3960	1	2	3	4	5	0	0	4	0
Sh2d3c	49	83	65	53	227	54	13	66	54
6330409D20Rik	3	0	0	2	23	3	0	1	0
Ttc16	31	30	31	70	259	55	20	52	37
Tor2a	772	1044	803	986	4105	868	340	1740	700
Ptrh1	208	198	171	326	1084	213	149	527	218
1700019L03Rik	6	3	0	26	66	6	4	16	4
Snord14a	11	7	8	26	57	14	7	37	8
Stxbp1	12490	11892	10638	13829	50003	11636	7315	15173	7226
Fam129b	44	47	40	86	311	72	33	75	32
Lrsam1	357	388	362	501	2140	391	220	776	359
Rpl12	3482	4662	2607	6280	25276	5478	2524	11696	5421
Snora65	19	26	11	56	96	18	26	56	40
Slc2a8	313	445	299	275	1382	304	41	417	156
Garnl3	94	92	112	137	754	165	49	200	108
Ralgps1	720	924	774	894	4620	938	503	1292	668
Angptl2	0	0	0	0	0	0	0	0	0
Zbtb34	481	527	459	595	2524	526	355	953	410
Zbtb43	976	1026	786	1135	4713	1037	706	1894	882
Lmx1b	0	0	0	0	0	0	0	3	1
C130021I20Rik	0	0	0	0	0	0	0	0	0
Mvb12b	0	0	0	0	0	0	0	1	0
Nron	0	0	0	0	0	0	0	0	0
C230014O12Rik	0	0	0	0	1	1	1	2	0
Pbx3	33	31	35	130	277	48	61	122	69
Mapkap1	459	508	497	876	3283	736	477	1356	686
Gapvd1	4040	4090	3590	4433	20317	4564	2593	7772	3863
Hspa5	16216	23688	16411	139405	490303	106167	32111	133433	55960
Rabepk	364	517	320	692	2641	625	279	918	428
Fbxw2	1813	1996	1613	2318	8096	1791	1408	3666	1808
Psmd5	2300	2760	2074	2855	12342	2571	964	3912	1934
Cutal	28	52	35	42	208	24	13	66	30
Phf19	1279	1390	1256	2463	10338	2062	818	2632	1225
Traf1	0	0	0	0	0	0	0	0	1
Hc	0	0	0	0	0	4	0	0	0
AI182371	12	6	10	22	43	8	9	10	9
Cntrl	1376	1471	1153	2053	8406	1619	1492	2538	1243
Rab14	6348	6547	5202	8421	31415	6924	3393	8951	4712
Gsn	3	4	4	7	13	6	2	1	3
Stom	1462	1806	1076	1209	4809	999	896	2064	937
4930568D16Rik	0	0	0	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	2	0	2	0	0
Ggta1	16	25	24	20	166	25	6	29	19
Gm13446	0	0	0	0	0	0	0	0	0
Dab2ip	1395	1511	1477	1833	8487	1932	1061	3658	1639
Ttll11	78	40	48	169	645	126	53	95	49
9030204H09Rik	0	2	0	0	2	0	0	0	0
Ndufa8	2124	2528	1384	1839	9713	2168	832	4202	2005
Morn5	6	6	2	3	3	3	0	4	5
Lhx6	62	75	58	88	273	87	55	118	60
Rbm18	1620	1676	1366	3203	13071	2915	1132	3762	1747
Mrrf	555	603	424	1092	4401	876	454	1189	505
Ptgs1	15	15	11	25	63	20	15	29	19
Olfr338	0	0	0	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0	0	0	0
Olfr345	0	0	0	0	0	0	0	0	0
Olfr346	0	0	0	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0	0	0	0
Olfr348	0	0	0	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0	0	0	0
Olfr3	0	0	0	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0	0	0	0
Olfr352	0	0	0	0	0	0	0	0	0
Olfr353	0	0	0	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0	0	0	0
Olfr358	0	0	0	0	0	0	0	0	0
Olfr360	0	0	0	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0	0	0	0
Pdcl	1141	1091	881	1495	6261	1297	602	1613	751
Rc3h2	5469	4710	4495	6291	24299	5833	4027	8123	4592
Snord90	0	0	0	0	4	0	0	1	0
Zbtb6	1922	1733	1322	2393	8566	2125	1162	2474	1377
Zbtb26	1517	1351	1175	1653	6924	1688	982	2171	1176
Rabgap1	3194	3550	2873	4578	19092	4110	2903	5855	2836
Gpr21	6	3	7	2	10	7	1	3	2
Strbp	4686	5174	4416	7785	26839	5932	5111	9492	4708
Crb2	3	0	2	2	6	2	1	3	9
Dennd1a	991	1002	975	1763	6972	1537	1034	2063	924
Lhx2	14	11	27	17	72	22	27	47	23
Nek6	41	36	42	88	372	69	30	140	50
Psmb7	3348	3903	2352	3230	13640	3206	1420	5114	2637
Nr5a1	0	0	0	1	9	1	1	2	2
Nr6a1	623	613	517	767	2745	582	396	965	539
Mir181a-2	0	0	0	0	0	0	0	0	0
Mir181b-2	0	0	0	0	0	0	0	0	0
Olfml2a	1	0	1	0	0	0	0	0	0
Wdr38	2	1	0	0	0	0	0	0	0
Rpl35	3166	4094	1486	3039	14585	3127	2758	7912	3956
Arpc5l	1815	2041	1312	4050	14158	2998	2108	6843	3096
Golga1	1499	1598	1403	2532	9382	1995	1448	2971	1483
Scai	1305	1194	1195	1702	7549	1790	844	1854	1033
Gm16523	7	0	3	9	13	5	0	3	1
Ppp6c	2028	2075	1816	2574	10206	2259	1187	3182	1585
Lrp1b	0	3	1	1	0	0	0	2	0
Mir6336	0	0	0	0	0	0	0	0	0
Kynu	43	40	38	69	354	92	37	88	84
Arhgap15	0	0	0	0	0	0	0	0	0
Arhgap15os	0	0	0	0	0	0	0	0	0
Gtdc1	255	318	252	379	1899	350	133	350	175
Zeb2	313	326	282	349	1500	361	225	302	159
Mir5129	0	0	0	0	0	0	0	0	0
Zeb2os	0	0	1	0	4	0	0	0	0
1700019E08Rik	0	0	0	0	2	0	0	0	1
Acvr2a	802	772	684	1159	4592	955	594	1475	745
Orc4	1618	1628	1492	4085	16553	3500	1329	3085	1692
Mbd5	1109	1299	1247	1529	7668	1875	1198	2346	1275
Epc2	1384	1266	1258	3494	11260	2425	2412	3863	1965
Kif5c	4042	4419	3823	5834	24134	5333	3465	7558	3758
Lypd6b	1	2	1	4	5	0	2	0	0
Lypd6	0	0	0	0	3	0	0	0	0
Mmadhc	1162	1380	929	2296	10164	2043	649	3292	1413
Gm13483	4	4	1	5	31	5	3	6	8
Gm13498	4	3	2	0	14	1	4	9	4
Rnd3	259	359	282	522	2129	514	305	792	379
Gm13497	0	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0	0
Gm13490	0	0	0	0	0	1	0	0	0
Rbm43	245	283	208	530	1895	440	247	836	396
Nmi	21	16	11	72	271	28	39	161	52
Tnfaip6	0	0	0	0	0	0	0	0	0
Rif1	6592	6249	6129	11139	46989	10348	7429	14214	7646
Neb	36	40	54	60	245	79	27	66	38
4930573O16Rik	0	0	0	0	0	0	0	0	0
Arl5a	2745	2629	2257	2454	9779	2044	1273	3236	1637
Cacnb4	3	1	0	9	51	5	6	12	5
Stam2	1623	1662	1442	2527	10596	2242	1404	3561	1676
Fmnl2	324	323	310	348	1355	352	291	431	231
Prpf40a	5646	5626	4967	10291	31941	7090	6251	9046	4794
Arl6ip6	1712	1933	1493	2753	10305	2151	912	3011	1389
Rprm	0	0	0	0	0	0	0	0	0
Galnt13	0	0	2	0	0	1	0	0	0
Kcnj3	114	140	94	246	664	192	132	212	111
Mir195b	0	0	0	0	0	0	0	0	0
Nr4a2	423	523	467	1378	4937	982	450	627	326
BB557941	14	10	12	42	216	45	15	78	26
4930555B11Rik	0	5	3	6	15	8	0	0	0
Gpd2	2158	2245	1974	2022	8662	1985	1154	2607	1433
Galnt5	0	0	0	0	9	0	0	0	0
Ermn	0	0	0	0	0	0	0	0	0
Cytip	1	1	0	0	0	0	0	0	0
Gm13546	0	0	0	0	0	0	0	0	0
Acvr1c	2	0	1	2	3	1	4	1	0
Gm13544	0	2	0	0	0	0	0	0	0
Acvr1	570	667	580	1016	4121	903	527	1349	669
Upp2	19	27	23	29	78	7	2	39	7
Ccdc148	55	72	59	139	764	154	23	39	36
Pkp4	4667	5066	4642	7351	26888	6282	3932	7869	4141
5330411J11Rik	0	0	0	0	14	0	0	0	0
Dapl1	332	562	210	282	1732	338	51	138	70
Tanc1	2805	2667	2624	4056	16126	3899	2952	6547	3326
Wdsub1	318	426	377	754	2524	582	272	873	426
Baz2b	1701	1519	1490	2653	10059	2088	1727	2711	1463
March7	2048	2219	1793	3353	13692	2843	1646	3685	1965
Cd302	0	4	3	2	6	3	1	1	0
Ly75	157	178	119	218	874	224	165	347	138
Gm13580	0	0	0	0	0	0	0	0	0
Pla2r1	0	0	0	0	0	1	0	0	5
Itgb6	0	0	0	0	0	0	0	0	0
Rbms1	0	3	3	3	2	3	0	5	2
Gm13582	0	2	0	0	0	0	0	0	0
Tank	847	838	732	1705	5836	1296	977	1751	867
Psmd14	3106	3672	2597	5411	20718	4388	1940	6200	3302
Tbr1	1	1	1	1	32	3	0	4	1
Slc4a10	93	110	96	253	949	252	158	450	246
Dpp4	0	1	0	0	4	0	0	0	2
Gcg	472866	556671	380481	375561	1265273	295721	191088	439804	224216
Fap	1	1	0	3	15	3	0	2	2
Ifih1	222	213	188	341	1402	253	158	319	158
Gca	229	225	240	295	1417	285	132	323	204
Kcnh7	0	0	0	0	0	0	0	0	0
Fign	0	0	0	0	0	0	0	1	0
Grb14	14	34	16	41	196	32	15	59	25
Cobll1	545	520	635	899	3879	892	905	1310	692
Slc38a11	0	0	0	0	0	1	0	0	0
Mir6337	0	0	0	0	0	0	0	0	0
Scn3a	53	75	77	29	188	56	16	42	15
Scn2a1	104	130	112	173	758	170	59	97	68
Csrnp3	1	4	2	2	12	0	1	5	2
Galnt3	0	0	0	0	0	0	0	0	1
Ttc21b	821	1058	776	1155	5263	1064	615	1570	775
Scn1a	15	40	13	33	100	22	24	70	28
Gm13629	0	0	0	3	7	0	1	16	1
Scn9a	698	840	658	869	4512	924	499	1012	430
Scn7a	1	2	1	0	5	0	0	0	1
Gm1322	0	0	0	0	0	0	0	0	0
Xirp2	0	0	0	0	4	0	0	1	0
Mir7224	0	0	0	0	0	0	0	0	0
Mir6335	0	0	0	1	0	0	0	0	0
B3galt1	535	493	395	464	2022	507	335	717	405
Stk39	1073	1254	990	2125	7044	1583	1129	2620	1215
4933409G03Rik	0	2	0	0	0	0	1	0	0
4932414N04Rik	0	0	0	0	0	0	0	0	0
Cers6	144	138	152	133	795	212	141	316	198
Nostrin	0	0	0	2	1	1	1	0	1
Spc25	4878	5327	4088	5571	18859	4016	2352	4860	2622
G6pc2	1420	1265	1308	803	2448	784	399	1219	768
Abcb11	9	23	15	23	45	10	5	18	15
Dhrs9	0	3	0	0	22	0	3	6	0
Lrp2	0	5	1	1	35	1	2	8	2
Bbs5	296	305	259	545	2082	520	177	575	289
Klhl41	33	27	24	71	170	60	20	53	32
Fastkd1	1029	982	808	1243	5177	1145	503	1749	958
Ppig	6265	6290	4988	15033	42602	9129	10029	11313	5525
Ccdc173	69	90	54	231	748	139	117	121	71
Phospho2	613	604	449	1299	4119	839	583	1252	572
Klhl23	360	354	360	667	2098	468	326	744	395
Ssb	7142	7902	5712	12916	37703	8328	7878	12775	6094
Mettl5	259	316	188	602	2502	445	214	633	337
Ubr3	6291	6212	5741	6911	31827	6978	4161	8786	4653
Myo3b	0	1	1	10	7	6	8	4	6
Sp5	10	10	24	17	42	9	9	21	13
Gad1os	23	34	24	30	151	24	8	18	16
Erich2	31	42	34	47	223	67	11	55	29
Gad1	22	68	37	47	231	63	2	37	23
Gorasp2	2044	2255	2095	6139	19771	4454	3427	6472	2926
Tlk1	2109	2203	2071	3943	13578	3190	3026	5388	2764
Mettl8	533	636	514	901	3463	758	332	825	425
Dcaf17	922	968	877	1150	4432	919	508	1391	784
Cybrd1	17	22	22	133	697	102	16	31	15
Dync1i2	3423	3888	2933	5119	18094	3936	2074	5659	2787
Slc25a12	3502	3934	3107	3855	16854	3592	1871	6264	2994
Hat1	2449	2859	2137	4768	17817	3777	1701	4993	2369
Metap1d	721	944	661	1169	4577	922	510	1821	875
Dlx1	13	29	6	16	61	15	11	20	12
Dlx1as	0	2	0	1	0	0	0	1	0
Dlx2	3	8	10	19	66	16	7	9	7
Platr26	586	810	416	771	2907	567	114	713	250
Itga6	4076	4587	4117	4019	19940	4358	3387	9665	4842
Pdk1	5620	5785	4740	4508	15157	3560	1258	5128	2206
Rapgef4	3218	3468	3116	4111	15792	3452	1649	3997	2108
Zak	1519	1601	1368	1727	7335	1760	1327	2648	1387
Cdca7	1217	1306	981	2611	11500	2341	800	3108	1532
8430437L04Rik	0	0	0	0	0	0	0	0	0
6430710C18Rik	0	0	0	0	0	0	0	0	0
Sp3	3485	3452	3070	7592	25718	5476	3941	7199	3456
Sp3os	46	58	32	72	321	64	24	109	43
Ola1	3143	3051	2459	5632	17959	3890	3025	5696	2809
Sp9	0	2	1	0	4	6	2	0	0
Cir1	629	738	469	1187	3859	719	744	1018	487
Scrn3	1580	1671	1339	1903	8278	1629	685	1779	831
Gpr155	397	359	313	572	2504	532	251	683	373
Wipf1	152	120	103	165	689	118	80	263	129
Chrna1	0	0	0	1	5	0	0	0	0
Chn1os3	0	0	0	1	0	0	0	0	0
Chn1	78	83	73	110	453	112	52	169	68
Atf2	3686	3852	3247	6386	25251	5480	2876	7144	3363
Atp5g3	9384	11555	5486	5660	35496	8834	2302	16857	8777
4930441J16Rik	0	0	0	0	0	0	0	0	0
Lnp	2536	2507	2382	3944	14881	3252	1758	4001	2147
Evx2	0	0	0	2	0	0	0	1	0
Hoxd13	0	0	0	0	0	0	0	0	0
Hoxd12	0	0	0	0	0	0	1	1	0
Hoxd11	0	0	0	0	1	0	0	0	0
Hoxd10	0	0	0	0	5	1	0	0	0
Hoxd9	0	0	0	0	0	0	0	0	0
Hoxd8	0	0	0	2	0	0	0	0	0
Hoxd3os1	0	0	0	0	15	2	0	0	0
Hoxd3	0	0	0	0	0	0	0	0	0
Hoxd4	0	0	0	0	1	0	0	2	0
Mir10b	0	0	0	0	0	0	0	0	0
Haglr	0	0	0	0	0	0	0	0	0
LOC102634401	0	0	0	0	0	0	0	0	0
Hoxd1	0	0	0	0	0	0	0	0	0
Mtx2	1112	1310	1064	2067	6927	1521	830	2780	1335
9430019J16Rik	0	0	0	0	0	0	0	0	0
Hnrnpa3	3027	2980	2618	5010	17410	3749	1260	4742	2451
Gm6793	0	0	0	0	0	0	0	0	0
Nfe2l2	1319	1287	1067	1819	6275	1204	1102	2148	905
Agps	3296	3402	3211	4581	19798	4355	2330	6046	3122
Ttc30b	231	265	216	180	645	169	86	272	126
Ttc30a2	35	25	21	35	168	23	14	31	17
Ttc30a1	443	419	391	604	2027	438	241	771	334
Pde11a	0	0	0	0	0	0	0	0	0
Cyct	0	0	0	1	0	0	0	0	2
Rbm45	1026	934	900	1630	6161	1261	752	2325	1135
Osbpl6	1022	1158	1062	1946	9271	2074	1261	2910	1534
Prkra	520	640	443	620	2319	572	235	753	364
Dfnb59	1	1	2	4	4	4	0	1	0
Fkbp7	34	55	24	196	1105	179	14	61	18
Plekha3	2070	2130	1943	2763	9834	1997	1361	3095	1374
Ttn	0	0	0	1	21	2	4	3	6
Ccdc141	29	12	16	37	200	21	10	16	4
Sestd1	1073	1207	1043	1427	7157	1562	725	1834	914
Zfp385b	1	0	0	0	4	1	0	2	3
Gm13944	0	0	0	0	0	0	0	0	0
Cwc22	1758	1853	1407	3294	11588	2521	1748	3502	1706
4930440I19Rik	0	0	0	0	0	0	2	0	0
Gm14461	0	0	0	0	0	0	0	0	0
Ube2e3	1555	1666	1273	2273	8567	1726	876	2757	1265
Itga4	2	3	0	1	23	3	1	1	1
Cerkl	165	260	190	181	925	215	55	150	111
Neurod1	6566	6408	5568	7868	23454	5824	6189	8526	4435
Ssfa2	1256	1300	1144	2151	8944	1985	1175	3230	1486
Ppp1r1c	0	0	0	0	0	0	0	0	0
Pde1a	238	242	180	365	1486	308	133	290	127
Prdx6b	5	0	0	1	0	2	0	1	1
Dnajc10	5327	5889	4850	8010	30143	6845	4085	12862	5726
Gm13752	0	0	0	0	0	0	0	0	0
Frzb	1	1	0	0	0	1	0	1	0
Nckap1	12227	12378	11107	15699	62087	14282	10150	24555	12448
Dusp19	204	247	173	148	938	220	105	241	127
Nup35	599	739	524	1189	4704	869	408	1227	614
Zfp804a	0	2	0	0	3	0	0	1	0
Zc3h15	4274	4708	3677	9755	31845	6410	5249	8508	4065
Itgav	9034	8209	7424	7949	27376	6634	5581	10646	5727
Fam171b	1805	1731	1481	2263	9929	2188	2699	5196	2227
Zswim2	0	0	0	0	0	0	0	0	0
Calcrl	0	1	0	4	5	3	0	3	4
Tfpi	278	341	255	316	1246	272	183	478	193
Gm13710	0	1	0	1	0	1	0	5	0
Ctnnd1	2820	2965	2539	2199	10725	2338	1452	4016	1944
Btbd18	0	0	0	0	0	0	0	0	0
2700094K13Rik	598	670	344	1163	5644	1201	220	1403	616
Tmx2	4951	5589	4154	6107	27288	5939	2524	10490	4976
Med19	1195	1203	1020	1985	6404	1462	771	2246	947
Zdhhc5	3529	3120	3236	4221	17393	3855	2685	6861	3463
Clp1	325	370	311	335	1693	366	122	651	341
Ypel4	256	359	208	321	1392	302	93	398	152
Mir130a	3	4	0	0	0	0	0	0	1
Serping1	317	308	295	304	1085	225	130	342	189
Ube2l6	107	159	102	87	357	81	30	93	56
Smtnl1	0	0	0	0	1	0	0	0	0
Timm10	468	506	343	581	2837	660	148	1229	628
Slc43a1	1	2	0	8	27	8	4	4	3
Rtn4rl2	15	11	7	9	8	2	3	5	0
Slc43a3	0	0	1	1	2	1	0	1	0
Prg2	0	0	0	0	0	0	0	0	0
Prg3	0	0	0	0	0	0	0	0	0
P2rx3	21	35	21	95	382	85	76	321	117
Ssrp1	11485	12552	10168	24827	86419	18029	11334	29292	13302
Tnks1bp1	2700	2736	2210	4303	16390	3527	2361	5884	2792
4930443O20Rik	0	0	0	0	0	0	0	0	0
Aplnr	0	0	0	1	1	0	0	3	2
Lrrc55	1	0	0	4	8	2	4	5	6
Olfr987	0	0	0	0	0	0	0	0	0
Olfr988	0	0	0	0	0	0	0	0	0
Olfr992	0	0	0	0	0	0	0	0	0
Olfr993	0	0	0	0	0	0	0	0	0
Olfr994	0	0	0	0	0	0	0	0	0
Olfr995	0	0	0	0	0	0	0	0	0
4833423E24Rik	0	0	0	0	0	0	0	0	0
Olfr996	0	0	0	0	0	0	0	0	0
Olfr998	0	0	0	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0	0	0	0
Olfr154	0	0	0	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0	0	0	0
Olfr1010	0	0	0	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0	0	0	0
Olfr1033	0	0	0	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0	0	0	0
Olfr52	0	0	0	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0	0	0	0
Olfr1052	0	0	0	0	3	0	0	0	0
Olfr1053	0	0	0	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0	0	0	0
Olfr228	0	0	0	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0	0	0	0
Olfr1085	0	1	0	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0	0	0	0
Olfr1090	0	0	0	0	1	0	0	0	0
Olfr1093	0	0	0	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0	0	0	0
Olfr259	0	0	0	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0	0	0	0
Pramel7	0	0	0	0	0	0	1	0	0
Pramel6	0	0	0	0	0	0	1	0	0
Olfr153	0	0	0	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0	0	0	0
Olfr1136	3	0	0	0	0	0	0	0	0
Olfr1137	0	0	0	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0	0	0	0
Olfr152	0	0	0	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0	0	0	0
Olfr74	0	0	0	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0	0	0	0
Olfr73	0	0	0	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0	0	0	0
