Geneid	KRS7_37_PCCL3_1_DMSO	KRS7_40_PCCL3_2_DMSO	KRS7_43_PCCL3_3_DMSO	KRS7_38_PCCL3_1_Tg6h	KRS7_41_PCCL3_2_Tg6h	KRS7_44_PCCL3_3_Tg6h	KRS7_39_PCCL3_1_Tg24h	KRS7_42_PCCL3_2_Tg24h	KRS7_45_PCCL3_3_Tg24h
Sec31b	25	9	20	16	9	8	15	5	3
Cyp4f17	281	149	241	156	93	115	301	104	331
Pax7	0	0	0	0	0	0	0	0	0
Otud3	261	273	324	345	414	461	325	449	398
Spz1	0	0	0	0	0	0	0	0	0
Tsta3	1125	776	859	859	306	621	1133	542	1113
Slc25a3	11761	9538	11819	13203	5958	11393	10903	5889	13109
Hspe1	2879	1241	3854	2793	1391	981	3102	1891	3470
Ppp1cb	7075	7229	7239	10111	8162	9698	8460	8137	10135
Hcrtr1	2	0	0	0	0	0	0	0	0
Ap3b1	4185	3681	4202	5824	5615	6127	3883	4509	5235
Irf2bpl	2134	1711	1517	1020	367	924	1786	749	2209
Otp	0	0	0	0	0	0	0	0	0
Wdr41	585	533	480	449	255	399	401	353	425
Prl8a9	0	0	0	0	0	0	0	0	0
Sert1	43	41	16	14	27	7	30	36	40
Tug1	608	675	838	611	764	908	563	841	748
Mcc	1309	1032	1767	2556	1575	2861	966	672	1140
Fbxo3	2003	1566	1829	1658	1277	1458	2051	1855	2141
LOC690617	9	8	8	3	2	1	6	1	11
Tmem86b	49	39	38	40	10	62	23	7	24
Vom2r23	0	0	0	0	0	0	0	0	0
Klk1	0	0	0	0	0	0	0	0	0
Hist1h1t	14	23	14	17	5	8	10	18	19
Akr1b1	3090	2408	2362	4154	1437	3386	9812	10140	8344
Atp2b2	0	1	0	0	1	0	0	0	0
Fabp1	0	0	0	0	0	0	0	0	0
Eno1	32006	22014	20179	34013	10009	20774	47401	20639	45008
Cela2a	0	0	0	0	0	0	1	0	0
Egr1	215	181	207	352	241	487	22	26	27
Edn2	3	2	0	0	0	2	0	0	0
Banf1	1796	1204	1749	1335	508	1039	1578	803	2053
Foxd1	0	1	0	0	0	0	0	0	0
RGD1308065	5	10	3	4	0	5	0	0	10
Mrps24	504	369	396	346	146	218	391	183	436
Urgcp	1143	933	1081	1299	527	1457	960	587	1271
Tp53i13	738	707	407	453	129	382	678	232	618
Sept12	0	0	0	0	0	0	0	0	0
Mtus2	35	18	13	14	15	8	25	18	20
Ces1f	0	0	0	0	0	0	0	0	0
Arap2	907	638	1003	1217	1274	1262	1115	1036	1324
Cdc42ep4	2525	2130	1300	1241	402	831	1573	748	1576
Cog1	1554	1360	1387	1112	596	1177	1434	1010	1734
Ttbk2	437	391	480	499	432	522	557	428	661
Nusap1	2763	3503	1182	1793	2826	847	277	243	672
Usp31	1885	1906	2892	2675	1896	5373	1952	1857	3333
Sh3kbp1	904	617	652	1068	1094	844	819	895	907
Ccdc125	302	230	187	156	107	112	232	201	210
Ccnb1	2732	3486	1692	2432	1945	1377	305	204	1779
Dnase1l1	579	379	507	403	257	380	721	439	743
Eed	939	896	965	1537	902	1121	1000	787	1122
Rabac1	940	585	842	648	99	529	1584	336	1644
Sort1	8044	6292	5220	2890	2047	2197	2564	1771	3105
Deaf1	793	624	587	341	164	519	461	253	553
Apba2	1	0	0	0	0	0	1	0	0
Olr1271	0	0	0	0	0	0	0	0	0
Olr1273	0	0	0	0	0	0	0	0	0
Olr1274	0	0	0	0	0	0	0	0	0
Olr1264	0	0	0	0	0	0	0	0	0
Olr1265	0	0	0	0	0	0	0	0	0
Olr1266	0	0	0	0	0	0	0	0	0
Olr1275	0	0	0	0	0	0	0	0	0
P4ha1	4368	2701	3459	6350	5719	4729	6643	6042	5735
Snx3	5281	4272	5271	6385	4680	6073	6716	5175	8124
Rnf14	1041	834	1338	1289	808	1333	1382	1095	1706
Hoxa2	0	0	0	0	0	0	0	0	0
Zc2hc1c	305	218	191	96	188	93	255	255	236
Map3k7cl	1	2	0	0	0	0	0	0	0
Cdk10	1114	770	1132	794	408	693	1045	685	1177
Cbr4	623	505	507	329	186	181	523	272	554
Gpr119	0	0	0	0	0	0	0	0	0
Zc3h18	2781	2795	2728	2776	2910	3605	2263	2960	2711
Cox7b	1908	1129	1670	1475	927	583	1637	1139	1728
Smptb	0	0	0	0	0	0	0	0	0
Amigo2	0	0	0	0	0	0	0	0	0
Elovl7	3075	2669	2790	1066	438	943	858	562	752
Mir196b	0	0	0	0	0	0	0	0	0
Snx22	2	0	2	0	0	0	0	0	0
Snph	61	54	24	0	5	8	9	10	25
Gapt	0	0	0	0	0	0	0	0	0
Ccdc112	751	727	826	1183	2643	1184	828	1603	1075
Actbl2	0	0	0	0	0	0	0	0	0
Orai1	366	433	381	750	227	722	598	404	555
Fbxo39	31	40	26	30	19	14	20	6	10
Rttn	352	487	314	248	234	319	286	203	342
Sema4d	1345	966	1169	1051	375	1056	1232	633	1376
Lrrc32	12	15	74	80	17	45	59	19	59
Tmc3	0	0	0	0	0	0	0	0	0
Nxnl2	1	0	6	1	0	2	0	0	0
Med25	1448	1347	1232	1075	486	1414	1312	793	1493
RGD1560860	0	0	0	0	0	0	0	0	0
Tmem130	6	8	0	6	3	3	5	0	1
Fam193b	532	389	380	353	109	442	388	236	523
Mir147	0	0	0	0	0	0	0	0	0
Ca5a	0	0	0	0	0	0	0	0	0
Dgkb	0	0	2	0	0	0	0	0	0
Hspb3	0	0	0	0	0	1	0	0	1
Olr1259	0	0	0	0	0	0	0	0	0
Atp6v1c2	199	113	140	97	34	70	95	39	131
Ppp2r3a	395	348	258	1055	1020	1300	597	666	729
RGD1564093	1123	1131	912	1300	522	1253	1220	762	1226
Adamdec1	2	0	2	0	0	1	0	2	0
Gpr101	0	0	0	0	0	0	0	0	0
Uqcc2	561	333	841	522	122	240	865	318	1164
Tmem41a	469	353	617	372	212	429	497	311	657
Srsf12	223	170	220	353	210	348	288	193	288
Epha10	8	6	7	1	0	1	2	0	6
Sec14l5	0	1	1	1	0	7	7	0	6
Urb2	939	884	1187	1313	875	1760	808	709	1104
Ypel3	999	724	710	409	85	348	1237	297	810
Map9	0	0	0	0	0	0	1	0	0
Lrrc47	998	908	1011	949	480	1212	864	660	1002
Hps5	1053	880	879	866	530	827	832	589	1012
Trim65	915	780	741	708	295	498	885	555	866
Celf5	421	284	278	95	89	85	168	237	153
RGD1305938	1825	1710	2386	2310	2084	2984	1644	1559	2366
Rmnd1	390	350	529	315	241	388	387	355	619
Card6	12	7	4	2	6	1	7	7	2
Adam11	3	0	2	3	0	0	0	0	1
Wdr54	0	0	0	0	0	0	0	0	0
Mrps36	1262	754	1023	772	347	462	809	444	883
Ranbp2	10203	10263	12309	19446	16857	20164	11875	13449	15932
Nsun5	396	291	440	389	120	399	380	237	559
C2cd3	1898	2061	915	994	858	758	1438	1167	1240
N6amt1	464	326	466	259	221	187	327	278	416
Spcs2	4753	3553	4140	6476	2659	5356	6803	3709	6947
Prpf8	23802	21969	23299	21970	14659	23154	22027	18352	24217
Wdr83	484	377	451	392	185	265	415	278	517
Ncln	2821	2850	2499	2206	763	2813	3121	1649	3134
Rad21	7511	9142	5624	7923	7138	6896	5034	4717	6855
Fbxl12	237	197	242	410	100	382	288	89	326
Pofut2	1870	1664	1731	2157	1137	2364	1685	1311	1831
Ubash3a	10	5	2	11	4	0	0	0	0
Tmprss3	2596	1662	1066	317	134	117	198	112	70
Ttc17	1845	1531	2079	1932	1982	1853	2524	2810	2780
Apobr	0	0	0	0	0	0	1	0	1
RGD1559600	0	0	0	0	0	0	0	0	0
Rbp1	17	8	17	11	3	8	4	6	2
Cd2	0	0	0	0	2	3	0	0	0
Mobp	0	0	0	0	0	0	0	0	0
Andpro	0	0	0	0	0	0	0	0	0
Spink3	0	0	0	0	0	0	0	0	0
Proc	2	1	0	0	1	0	1	2	2
Cnr1	0	0	0	0	0	0	0	0	0
RGD1359449	0	0	0	0	0	0	0	0	0
Tnip2	409	293	343	390	327	387	530	526	555
RGD1307947	395	358	405	246	329	321	345	328	485
LOC499541	0	0	0	0	0	0	0	0	0
LOC499542	0	0	0	0	0	0	0	0	0
Gins2	282	303	136	121	90	87	130	49	133
LOC499544	0	0	0	0	0	0	0	0	0
Aplp1	0	0	0	0	0	0	0	0	0
RGD1306746	417	269	387	304	208	325	400	269	535
Smyd5	491	448	926	790	285	1283	957	545	1297
Zfp638	4573	4148	4548	4599	3833	4316	4214	4360	4834
Atp6v1b1	0	0	0	0	0	0	0	0	0
Loxl3	1173	884	749	717	384	373	953	409	1038
Cep57	1617	1598	1215	1409	1916	1294	936	941	1215
Tbx20	0	0	0	0	0	0	0	0	0
Chordc1	1630	1743	2033	2904	3104	2269	2246	2765	2355
Ppm1k	289	263	306	545	377	462	440	351	592
Nt5c3a	742	755	687	634	313	542	729	490	737
Kbtbd2	1344	1354	1496	1879	1403	2049	1421	1152	1722
Zfp775	191	215	196	218	81	132	321	167	379
Mtmr2	3851	3721	4136	4204	2726	4195	3792	3242	4748
Nxt2	387	361	290	289	210	232	202	228	322
Wnt10b	0	3	0	0	0	0	0	3	0
Ccnt1	247	152	206	287	186	212	205	191	351
Adck2	527	406	415	349	172	317	846	447	710
Zmat2	1476	972	988	917	1024	480	1243	1164	1062
Tmem185a	993	735	966	1143	501	1106	1143	706	1188
LOC691921	94	44	75	35	5	12	73	38	80
Sos2	1898	1684	2099	2184	2213	2684	2114	2421	2481
Tmem167b	649	379	541	769	334	640	843	426	992
Cmc1	257	133	252	149	66	55	226	119	256
Ropn1l	1	0	2	0	0	1	3	0	2
Tm4sf19	4	4	2	9	0	9	3	2	2
Meltf	2	1	4	10	3	4	5	12	12
Hrasls	0	0	0	0	0	0	0	0	0
Rfc4	1372	1370	764	1019	797	432	445	229	874
Ndst1	15186	10922	8264	5242	2537	4601	4290	2622	4191
Uts2b	0	0	0	0	0	0	0	0	0
Mir6324	0	0	0	0	1	0	0	0	0
Akirin1	2865	2662	3050	4077	2254	4226	3185	2488	3843
Hormad2	0	0	0	0	0	2	0	0	2
Lax1	0	2	0	1	7	2	1	0	1
Celf2	517	384	479	572	291	512	399	313	452
LOC499565	0	0	0	0	0	0	0	0	0
Atf6	3854	3470	6696	11014	8638	14858	11340	10461	13972
Zkscan5	1152	770	739	1331	918	1200	912	710	1060
Rnf6	4359	3077	3749	5301	3709	4609	4047	3666	4388
Cers4	2911	1993	1863	1197	1491	841	1674	1635	1272
Pcp2	0	0	1	0	0	1	0	0	1
Arhgef18	1687	1481	1557	1485	969	1514	1251	930	1487
Pcsk1	0	0	0	0	0	0	0	0	0
Npas1	11	3	8	1	0	0	13	2	6
Actc1	6	2	0	21	8	3	1	3	0
Car2	362	199	826	2088	565	2379	77	24	315
Acer2	0	0	0	0	0	0	0	0	0
Mrps28	163	108	149	174	44	121	133	62	174
LOC499573	0	0	0	0	0	0	0	0	0
Hey1	104	157	63	45	44	30	33	45	40
Tp63	2	2	5	4	0	0	2	0	0
Lmtk2	2947	2636	3169	3237	1589	4058	3010	1988	3753
Ulk2	6860	6282	2460	1978	1679	1126	1734	1467	1656
Slc25a38	323	257	386	453	149	490	425	175	552
Map2k7	456	409	460	380	249	694	420	422	576
Mir18a	0	0	0	0	0	0	0	0	0
Bhlhe22	3	0	1	0	0	0	0	2	0
Ttc25	17	12	9	4	4	2	20	12	13
Kat2a	4184	3204	3605	1831	736	2525	2716	1298	3522
Pde7a	1756	1422	1665	2136	2136	2280	1619	1227	1760
Eif3b	7439	7194	7446	7928	4322	8705	8112	6569	8971
Hrc	29	48	9	12	31	9	10	14	12
Hs3st2	0	0	0	0	0	0	0	0	0
Mustn1	18	23	11	50	15	31	35	14	13
Lhx9	8	4	2	11	8	8	4	0	5
Abca1	10177	4711	7349	3730	1387	4130	3346	1561	2328
Il1rapl1	0	0	0	0	0	0	0	0	0
Kcnip4	0	0	0	0	0	0	0	0	0
Mlnr	9	3	0	0	0	0	1	0	0
Nudt6	92	61	45	23	19	8	62	50	50
Cand2	3	4	1	0	0	1	0	0	2
Rtn4rl1	1759	1700	780	750	452	575	977	750	709
Cpb1	0	0	0	0	0	0	0	0	0
Ubiad1	693	666	798	1119	459	1567	1250	735	1116
Tbl1xr1	3993	3896	3584	3227	3189	3167	6461	7381	6019
LOC499584	0	0	0	0	0	0	0	0	0
Kif11	3678	5347	1791	3214	4772	1856	286	241	1211
Sema3a	68	91	33	28	25	27	73	71	28
Sema6c	81	93	59	25	0	35	74	18	54
Gclm	941	1009	980	1172	661	1124	1413	1045	1582
Uchl1	5	1	0	4	0	0	0	0	1
Pebp1	7747	5726	5924	6118	1970	4133	7236	2676	7180
Pde3b	1105	942	714	455	367	320	727	555	610
Hpd	10	9	7	89	52	40	272	187	324
Gabrr1	6	17	9	7	0	5	5	1	3
Ctss	6	0	8	4	2	2	3	1	1
Ccl25	0	0	1	1	0	0	8	3	2
Tmem69	1114	964	982	1145	813	783	1371	1280	1338
Ccdc114	26	12	12	10	13	10	37	42	29
Zfp579	227	194	228	202	58	265	283	144	314
Ccm2	769	667	652	715	441	659	981	703	987
Tmem129	757	899	596	566	331	600	760	569	885
Alkbh2	250	222	125	84	49	74	235	125	213
Zfp692	447	365	379	222	81	168	249	143	271
Ndc80	984	1721	348	717	1490	478	88	129	466
Slc25a17	1541	1176	1420	947	614	1133	1562	1151	1751
Fam49b	1022	920	909	1198	1084	1196	927	1081	1269
Terc	0	0	0	0	0	0	0	1	0
Grap	4	5	4	2	4	3	3	3	9
Ccdc117	739	751	752	886	554	952	834	614	1053
Mir296	0	0	0	0	0	0	0	0	0
Adcy2	0	0	0	0	0	0	0	0	0
Zp3r	0	0	0	0	0	0	0	0	0
Abcc8	5	0	0	0	0	0	0	0	0
Stxbp1	5465	5587	4942	7253	6320	6803	7283	7604	8871
Sccpdh	31	2	45	45	41	12	40	55	25
Ppip5k2	1156	934	891	556	502	560	860	834	921
Atp5a1	23014	19175	19842	16698	9284	15484	15111	10130	17888
Map1lc3b	4912	3437	5052	5294	3762	4910	6505	6218	7289
Slc13a3	36	30	24	5	2	8	33	17	32
Dnajc22	535	369	353	698	171	430	1000	351	868
Ccdc65	179	134	94	65	43	46	135	114	81
Aff1-as1	3	0	0	3	3	1	0	1	1
Itgbl1	0	0	0	0	0	0	0	0	0
MGC116197	0	0	1	0	1	0	0	0	0
Pax4	202	95	23	52	17	18	7	0	8
Cngb1	2	1	4	21	17	4	1	0	1
Slc28a1	32	29	10	10	0	4	12	7	11
Fcgr2a	0	0	0	0	0	0	0	0	0
Mapk1	11389	9598	9291	9804	6114	8522	9308	7447	10609
Eif4ebp1	1549	1304	2056	2623	813	2763	2281	966	2688
Opcml	0	0	0	0	0	0	0	0	0
Ap2m1	20933	17748	17575	17841	9671	16394	19426	12515	20469
Kcnj9	5	6	5	13	8	1	10	3	9
Nup107	1276	1357	815	797	653	728	653	544	879
Slc17a7	0	1	0	0	5	0	2	2	0
Scg3	2	1	0	0	0	0	0	0	0
Fat4	0	0	0	0	0	0	0	0	0
Thegl	0	2	0	0	0	0	0	0	0
Cyp2u1	470	308	571	523	276	536	530	337	711
Mef2b	8	21	16	30	7	40	7	6	16
Rhox8	0	0	0	0	0	0	0	0	0
Cxcl13	0	0	0	0	0	0	0	0	0
Zfp90	220	139	199	117	148	78	215	212	266
Rhobtb2	635	571	574	475	227	453	766	447	992
Klhl25	337	256	266	287	59	285	293	169	305
Sdcbp2	48	45	47	113	45	64	35	48	63
Sult1d1	1050	845	797	1167	694	840	825	694	379
Pik3r2	2880	2578	1865	1477	793	1353	2232	1326	1976
Hand1	0	0	0	0	0	0	0	0	0
Rgs19	760	700	710	711	500	630	947	853	957
Mb	0	0	0	1	1	0	0	0	0
Vapb	1507	1472	1374	1380	1025	1542	1448	1485	1503
Stc2	2138	1773	1939	1080	521	1209	472	391	617
Prlh	2	0	0	0	0	0	0	0	0
Chga	8	0	0	0	0	0	0	3	0
Kmo	0	0	0	0	0	0	1	0	1
Ntrk1	0	0	0	0	0	0	0	0	0
Maml3	688	655	485	156	179	196	573	557	632
Trim21	332	266	261	401	292	201	317	355	338
Hnrnpd	6625	5610	6019	6597	6223	4473	4480	5088	5563
Rspry1	679	553	612	677	400	732	811	515	862
Hook2	628	535	831	467	261	628	627	385	956
Castor2	2974	2753	1943	895	598	608	1980	1374	1299
Rwdd2b	297	240	251	309	189	173	291	329	401
Smtnl1	57	55	16	7	33	1	8	4	2
Shroom4	4	2	11	93	39	71	6	2	6
Ccdc120	185	198	162	232	57	232	194	85	184
Lancl3	0	0	0	0	0	0	0	0	0
Med14	3747	3175	2514	3826	4171	3028	2517	3460	2654
Cyp2g1	0	0	0	0	0	0	0	0	0
Cox8b	0	0	0	0	0	0	0	0	0
Slc2a2	1	2	3	1	0	0	0	1	0
Sftpd	0	1	0	0	0	0	0	0	0
Foxa1	0	0	0	0	0	0	0	0	0
Lipe	208	186	152	229	131	277	200	190	287
Lamp1	18729	15818	25709	17957	15266	22483	21072	22244	35637
Kcnc1	53	80	5	9	10	2	3	6	8
Stat3	7833	5914	6160	15339	9203	14366	14781	12966	14421
Tssk5	3	0	0	0	0	6	0	5	5
Csk	861	777	681	736	398	609	1004	608	830
Kera	0	0	0	0	0	0	0	0	0
Crocc	473	454	223	122	96	164	284	187	269
Vwa5b1	1	0	0	0	0	0	0	0	0
Lama4	0	0	0	0	0	0	0	0	0
Acp5	17	6	7	3	3	2	0	0	4
Kcnmb1	0	0	0	0	0	0	0	0	0
Sema4f	9	15	15	9	8	12	16	1	56
Sox9	7302	6181	5136	3092	2056	3217	3558	3449	3281
Ryk	3089	2562	2564	3076	2551	2598	2922	2650	2904
Sucnr1	0	0	0	0	0	0	0	0	0
Prr5l	1000	1307	464	889	358	557	260	163	555
Zfp61	731	553	595	455	272	357	523	353	604
Lrrc8a	1707	1380	1291	1693	1283	1973	1630	1396	1726
Scfd2	239	154	172	83	31	147	224	94	211
Kng2	2	1	0	0	0	0	1	0	0
Mat1a	3	0	9	3	6	0	6	1	2
Msh5	125	79	292	197	46	379	229	83	342
Plch1	654	815	430	232	277	219	207	195	354
March9	598	478	452	623	140	436	638	238	632
Ano1	3863	3237	3129	1446	1319	1446	1069	824	1360
Taf5l	534	523	526	623	372	899	438	308	607
Ccsap	181	234	58	69	132	57	31	10	34
Vom2r44	20	22	29	20	21	22	28	18	22
Vom2r46	0	0	0	0	0	0	0	0	0
Vom2r47	0	0	0	0	0	0	0	0	0
Irak4	0	0	0	0	0	0	0	0	0
Etv4	33	25	25	198	68	104	210	80	244
Synm	321	329	172	188	156	154	255	144	195
Dnaaf5	716	638	456	663	322	589	833	697	697
Smox	133	127	161	215	72	281	340	182	425
Dph3	467	412	624	687	357	604	683	405	829
Lrp12	1835	1581	1580	1326	1090	1670	1563	1289	1710
Myo1g	10	0	3	1	0	13	6	6	11
Tbc1d31	878	934	872	603	1078	593	940	810	1220
Car6	397	237	263	254	217	167	322	356	354
Cnot1	11365	11077	9166	11568	9479	10564	9511	9062	10433
Ly6h	1	0	1	0	0	0	0	0	2
Trps1	456	336	333	308	274	318	323	339	318
R3hdm1	2489	2511	3174	4059	5883	6068	4128	5796	5208
Mir326	0	0	0	0	0	0	0	0	0
Mir328	1	2	7	1	4	4	0	0	2
Mirlet7d	15	5	12	12	0	6	14	3	11
Lrrc34	2	3	0	0	0	0	0	0	0
Vnn1	1	3	0	0	0	0	5	0	2
Rgl2	596	372	435	354	81	339	513	180	620
Hspa1l	0	0	0	0	0	1	2	2	0
Hsd17b8	579	396	677	432	131	339	495	248	619
Mycn	9271	6587	5017	417	158	289	761	236	457
Slc26a7	403	264	276	225	175	192	7	22	35
Zcchc7	1099	833	1733	1561	1510	2160	1310	1040	1942
Scart1	0	0	0	0	0	0	0	0	0
Fuom	86	59	149	48	13	54	103	43	104
Zfp511	273	200	254	242	107	274	270	124	361
Schip1	499	470	335	1592	1061	1193	823	652	742
Serpini2	0	0	0	0	0	0	0	0	0
Mill1	0	0	0	0	0	0	0	0	0
Lrtomt	0	1	1	0	0	0	0	0	0
Qser1	3425	3645	3237	4409	5742	4514	3129	3841	3336
Ppp2r3b	163	194	152	192	49	247	126	56	187
LOC100125368	65	44	62	70	47	57	56	39	81
Tmem59	4506	3435	3702	2802	1454	2173	3679	2129	3952
LOC680200	188	164	309	160	132	158	133	126	192
Gpr89b	2015	1666	1587	1365	811	1014	1682	1248	1689
Zfp644	2617	2186	2732	2895	2365	3777	1652	1552	2180
Aifm2	1489	1108	1187	1076	482	785	1542	899	1913
Nme3	302	231	121	51	27	15	67	5	40
Slc7a8	57	43	28	14	5	12	3	2	10
Slco1c1	0	0	0	0	0	0	0	0	0
Tmlhe	673	499	449	581	330	345	511	322	526
Scpep1	2533	1819	3521	3375	1995	4146	4018	2221	7391
Mirlet7f1	0	0	0	0	0	0	0	0	0
Mir291b	0	0	0	0	0	0	0	0	0
Mir3556a	0	0	0	0	0	0	0	0	0
Mir3557	0	0	0	0	0	0	0	0	0
Mapk11	0	0	0	1	0	1	0	0	0
Mis18bp1	602	1120	283	610	1359	358	80	124	227
Kin	252	170	226	349	300	239	200	243	250
Tmem25	98	43	33	29	8	7	28	13	31
Sbp	0	0	0	0	0	0	0	0	0
RGD1307100	809	776	968	808	713	1056	913	734	1136
Gtf3c4	1618	1307	1187	1372	607	1532	1253	838	1386
Clgn	1	2	0	1	0	0	0	0	0
S100a7a	0	0	0	0	0	0	0	0	0
Ror2	0	0	0	0	0	0	0	0	0
Zfp346	516	425	411	335	158	307	312	157	382
Fam160a1	252	199	277	513	401	512	651	490	737
Xpa	123	126	100	65	81	59	144	105	110
Nans	4611	5082	3165	8282	3398	7418	6076	4291	6224
Sec61b	1489	858	1476	3036	629	1416	4522	1232	4225
Tex10	936	991	1276	1517	1023	1679	1099	953	1638
Slc46a2	1	1	2	0	0	1	0	0	2
Snx30	483	339	606	602	358	602	680	451	1013
Ctxn1	20	26	16	20	4	20	21	8	13
Il17a	0	0	0	0	0	0	0	0	0
Nckipsd	1097	973	1099	781	296	866	980	511	1044
Nup88	2871	2484	1879	2749	1547	2202	2447	1559	2289
Cxcl2	0	0	0	0	0	0	0	0	0
Sardh	1581	1275	1740	997	315	1280	1540	749	1682
Cdh23	37	16	17	18	6	9	8	4	0
Gng12	1444	1047	1432	1940	970	1798	1828	1056	2075
Gng10	1750	1553	914	919	514	533	1039	709	974
Gng3	0	0	0	0	0	0	0	0	0
Il5ra	0	0	0	0	0	0	0	2	0
P2rx2	0	0	1	0	0	0	0	0	0
Egr2	21	7	19	22	25	14	6	2	17
Kcnh4	2	3	0	0	0	0	1	0	0
Pafah1b3	1	0	0	0	0	0	0	0	0
Vegfc	317	220	239	183	116	157	226	130	192
S100a6	154	103	190	328	77	49	1316	433	1350
Slc25a14	156	130	206	155	120	162	226	135	250
Slc25a27	0	0	0	0	0	0	0	0	0
Nkx2-5	0	0	0	0	0	0	0	0	0
Pdlim3	3	6	5	1	0	2	5	0	0
Kremen1	817	702	640	492	284	557	620	470	571
Mllt3	964	1085	665	581	1029	427	502	818	559
Asah2	898	595	763	378	407	447	560	611	825
Dao	3	5	0	7	5	3	0	0	0
Gfm1	2682	2527	2654	2178	1930	2340	2575	2442	3089
Stxbp3	1455	1117	1487	1162	945	834	1289	1247	1581
Mir92b	0	0	0	0	0	0	0	0	0
Mir873	0	0	0	0	0	0	0	0	0
Ubd	1	0	5	15	4	6	0	3	2
Igsf6	1	0	1	0	0	0	0	0	0
Kcnj15	754	1366	479	2698	2332	2593	3857	2459	5865
Nphs2	0	1	0	0	0	0	0	0	1
Pnma1	0	0	2	2	0	2	0	0	4
Cygb	14	18	7	1	5	0	6	7	3
Sdha	4776	3750	4769	3782	2571	4033	4158	3476	5254
Khdrbs2	0	0	0	0	0	0	0	0	0
Steap3	655	606	812	269	93	515	495	346	801
Scn9a	0	3	0	0	1	0	0	0	0
Adarb2	0	0	0	0	0	0	0	0	0
Zfp36	366	253	323	913	688	915	814	872	779
Icmt	1033	1029	877	694	272	747	1045	543	1060
Gata3	30	32	21	20	3	54	22	36	55
Rit1	946	726	971	852	588	890	977	747	1351
Glrx5	882	799	526	671	226	387	510	275	430
Rnf5	613	551	436	615	246	566	793	468	752
Cabp5	0	0	0	0	0	0	0	0	0
Ttc7b	1132	1103	1198	1469	854	2124	996	681	1285
Btbd7	2646	2059	2623	2504	1834	2781	2041	1916	2413
Alkbh1	1400	1025	1875	1859	699	2270	1223	794	1998
Tnfsf13b	0	0	0	0	0	1	0	0	0
Ret	534	325	206	34	6	2	22	19	21
Slc23a3	23	20	3	22	1	6	20	18	18
Pigh	603	505	429	301	215	159	515	378	535
Trmt5	546	400	412	335	194	283	459	367	496
Fam111a	3057	3861	1003	2587	3946	1107	248	265	783
Prnp	6958	4407	7345	12254	5725	7809	10461	5452	8774
Prl	0	0	0	0	0	0	0	0	0
Trim16	2	5	0	15	1	3	26	21	10
Mir409	0	0	0	0	0	0	0	0	0
Arl6	754	615	613	610	274	408	843	501	727
Gabpa	2528	2530	2156	2526	2601	2294	2012	2221	2348
Mettl2b	1178	1072	1545	1189	948	1723	1426	1167	1961
Fam117a	1331	1297	1072	4144	2497	4609	3732	1979	3553
Hnf4g	0	0	0	0	0	0	0	0	0
C1ql1	0	0	0	0	0	0	0	0	0
Mir290	0	0	0	0	0	0	0	0	0
Mir223	0	0	0	0	0	0	0	0	0
Mir222	0	0	0	0	0	0	1	0	0
Aspm	1830	3090	1306	1210	2675	1272	242	302	1178
Trim46	396	347	317	336	87	333	381	198	492
Hbb-b1	0	0	0	0	0	0	0	0	0
P4ha3	1502	1074	409	1326	776	708	1062	689	762
Tmem110	574	530	447	429	244	389	518	280	672
Ppm1e	279	217	228	124	136	126	71	120	144
Etfbkmt	356	222	210	290	191	231	370	336	299
Fam3c	1913	2114	1519	2099	2739	2169	2663	3455	2649
Tlr2	0	0	0	0	0	0	0	0	0
Etfdh	1755	1404	1475	809	851	765	1493	1637	1578
Kctd13	259	205	205	187	163	241	309	260	458
Pde8a	1618	1919	1119	836	1033	789	1245	1449	1403
Sh3rf1	923	860	1196	1688	988	2693	1166	976	1432
Slc1a4	1499	1656	1904	2953	977	3203	2401	1300	2987
Vcsa2	0	0	0	0	0	0	0	0	1
Tmem132d	4	5	0	5	0	0	1	2	1
Tlr9	0	0	0	0	0	0	0	0	0
Adamts5	0	0	0	0	0	0	0	0	0
Slc16a6	500	482	335	708	498	527	465	333	544
Arhgap27	390	273	187	179	97	91	157	89	150
Rundc3a	0	2	0	0	0	0	2	0	0
Synj2bp	4044	3678	3471	4019	3865	3167	3811	4286	3977
Prkab2	317	230	255	650	373	569	333	168	396
Spef2	0	0	0	0	0	0	0	0	0
Inhbc	0	0	0	0	0	0	0	0	0
Bcl2l11	2287	2000	1335	786	451	633	711	479	689
Il12b	0	0	0	0	0	0	1	0	0
Dpysl5	1	0	0	0	5	0	0	0	1
Xylt2	2658	2085	1640	680	309	679	1720	844	1291
Akap6	358	326	747	274	292	507	810	1068	1277
Sept7	5815	6103	5473	8358	10680	6820	5618	7386	5741
Ilkap	1187	751	950	1141	594	856	797	650	1097
Tnmd	0	0	0	0	0	0	0	0	0
Pycr2	1060	917	881	986	151	631	1085	354	1105
Tctex1d1	0	0	0	0	0	0	1	0	1
Tmigd1	0	1	0	1	0	0	0	0	0
Acpp	726	847	631	520	546	597	91	205	259
Nus1	2607	2683	2537	3873	2645	4352	2696	2486	2983
Cnr2	3	2	2	0	0	0	5	2	2
Sprr3	0	0	0	0	0	0	0	0	0
Mastl	447	614	139	470	656	151	43	42	122
Ivl	0	0	0	0	0	0	0	0	0
N4bp2l1	86	43	99	56	54	66	85	60	147
Polr3e	1437	1106	1799	1580	786	2169	1577	1107	1999
