Geneid	KRS7_19_GLUTag_1_DMSO	KRS7_22_GLUTag_2_DMSO	KRS7_25_GLUTag_3_DMSO	KRS7_20_GLUTag_1_Tg6h	KRS7_23_GLUTag_2_Tg6h	KRS7_26_GLUTag_3_Tg6h	KRS7_21_GLUTag_1_Tg24h	KRS7_24_GLUTag_2_Tg24h	KRS7_27_GLUTag_3_Tg24h
Megf9	3418	3308	2953	3258	4731	1908	3486	2532	4498
Tle1	3439	3256	3133	4292	6050	3042	2732	2061	4160
C630043F03Rik	296	257	321	284	390	261	156	87	216
Aldoart1	41	59	28	17	37	4	5	0	13
Gm11487	4	1	7	13	2	2	19	10	92
Gm11236	0	0	0	0	0	0	0	0	0
LOC100862015	0	0	0	0	0	0	0	0	0
Gm11237	0	0	0	0	0	0	0	0	0
LOC101055863	0	0	0	0	0	0	0	0	0
LOC100502896	2	1	1	0	0	0	4	2	22
Gm428	0	0	0	0	0	0	0	0	0
Rasef	416	397	392	448	723	363	329	176	327
Gm11240	0	0	0	3	2	1	0	2	0
Gm13871	0	0	0	0	0	0	0	0	0
Gm11758	0	0	0	0	0	0	0	0	0
Gm11757	0	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0	0
Frmd3	850	1068	992	1382	1807	1030	700	594	1230
Kdm4c	1784	1925	1612	2629	4216	1614	1716	1203	2174
Tmem261	718	803	714	295	801	236	738	332	886
Ptprd	2905	2712	2984	3341	3847	1736	2190	1916	3261
A430085M09Rik	0	0	0	0	0	0	0	0	0
Tyrp1	10	0	1	0	3	0	3	3	2
Lurap1l	528	524	552	335	608	243	451	316	561
Mpdz	3978	4198	3524	7542	8264	3470	4194	3512	5385
Mir466h	0	0	0	0	0	0	0	0	0
Gm5860	0	0	0	0	0	0	0	0	0
Nfib	90	96	90	221	193	49	112	75	98
Zdhhc21	2309	2082	2437	2453	3380	1461	2136	1953	2639
Cer1	0	0	0	0	0	0	0	0	0
Frem1	13	0	4	3	11	3	5	6	5
Ttc39b	3866	3704	4021	6441	7770	4056	3607	3122	5114
Gm11413	0	3	2	3	1	0	1	0	0
Snapc3	455	405	470	528	833	305	359	256	462
Psip1	9874	9937	9848	20350	16730	7436	10204	9099	12349
Ccdc171	39	54	31	79	111	38	55	37	50
6030471H07Rik	0	0	0	0	0	0	0	0	0
Bnc2	0	2	1	2	2	0	0	2	0
Cntln	1545	1440	1489	4197	2825	1630	2321	2067	2840
Sh3gl2	472	490	589	563	757	485	512	371	710
Adamtsl1	14	19	8	10	14	10	11	8	7
Saxo1	1	0	2	0	1	0	0	0	0
Saxo1os	0	0	0	0	0	0	0	0	0
Rraga	1900	1832	1775	1562	2746	1112	1584	1065	2363
Haus6	2838	3038	2676	3667	5790	2032	2395	1921	2906
Scarna8	0	2	5	3	7	1	6	1	9
Plin2	1139	1055	903	713	1287	444	1217	731	1400
Dennd4c	1700	1732	1551	2196	3562	1322	1654	1347	2217
Rps6	7097	7244	5718	4980	10318	2446	7982	3628	10288
Acer2	135	89	161	338	271	176	256	138	213
Slc24a2	2955	2969	2936	3828	5344	2354	2845	2579	4352
Mllt3	1026	1106	1188	1571	1973	961	930	754	1288
Focad	526	552	517	571	1071	416	647	452	915
Mir491	0	0	1	0	0	1	1	0	1
Hacd4	0	0	0	1	0	1	0	0	0
Ifnb1	0	0	0	0	0	0	0	0	0
Ifna15	0	0	0	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0	0	0	0
Ifna12	0	3	0	0	0	0	0	0	0
C87499	2	2	0	3	2	5	12	9	58
Ifna13	0	0	0	0	0	0	0	1	0
Ifna16	0	0	0	0	0	0	0	0	0
Ifna2	0	0	0	0	0	0	0	0	0
Ifnab	1	0	0	0	0	0	2	0	1
Klhl9	2022	2486	2282	1759	3805	1385	1765	1304	2271
Gm13271	0	0	0	0	0	0	4	0	0
Gm13286	0	0	0	0	0	0	0	0	0
Gm13283	0	0	0	0	0	0	0	0	0
Gm13289	0	0	0	0	0	0	0	0	0
Gm13290	0	0	0	0	0	0	0	0	0
Gm13285	0	0	0	0	0	0	0	0	0
Gm13272	0	0	0	0	0	0	0	0	0
Ifnz	0	0	0	0	0	0	0	0	0
Gm13276	0	0	0	0	0	0	0	0	0
Gm13277	0	0	0	0	0	0	0	0	0
Gm13278	0	0	0	0	0	0	0	0	0
Gm13279	0	0	0	0	0	0	0	0	0
Gm13275	0	0	0	0	0	0	0	0	0
Gm13287	0	0	0	0	0	0	0	0	0
Gm13288	0	0	0	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0	0	0	0
Ifna4	0	0	0	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0	0	0	0
Ifne	0	0	0	0	3	0	0	0	0
Mir31	0	0	0	0	0	0	0	0	0
Gm12603	0	0	0	0	0	0	0	0	0
Mtap	1623	1298	1460	1418	2001	784	1521	1042	2004
Cdkn2a	2824	2344	2439	1201	2824	878	2372	1055	2770
Cdkn2b	311	391	243	379	652	298	470	234	548
Dmrta1	158	273	211	900	1062	582	528	744	807
Zfp352	44	15	24	33	14	22	140	53	395
Gm12633	3	0	2	0	0	0	6	0	7
Elavl2	14914	10523	14950	13494	12544	6975	9802	7058	12088
Mir6402	0	0	0	1	1	3	4	2	8
Izumo3	0	0	0	0	0	0	0	0	0
Tusc1	90	138	132	90	167	92	109	69	162
Caap1	389	287	338	627	651	322	356	299	483
Plaa	3135	3131	2940	4988	6562	2838	3090	2238	3949
Gm12657	39	24	26	10	19	2	19	5	29
Ift74	1044	1149	954	2114	2496	945	936	854	1254
Lrrc19	0	0	0	0	0	1	0	0	0
Mir872	0	0	0	0	0	0	0	0	0
Tek	1	1	0	3	3	1	2	0	4
Eqtn	10	6	7	10	9	5	7	3	6
Mysm1	1975	2013	1891	3210	4215	1733	2138	1753	2838
Jun	602	902	512	1317	1965	825	995	566	963
Fggy	19	17	6	8	16	6	11	9	15
9530080O11Rik	19	12	23	16	28	19	22	12	26
Hook1	4029	4313	3925	8321	8847	3616	4325	3307	5603
Cyp2j13	0	0	0	0	0	0	0	0	0
Cyp2j12	14	16	23	18	13	9	7	4	9
Cyp2j11	1	0	1	4	0	0	0	1	0
Cyp2j8	0	0	5	1	4	0	2	2	1
Cyp2j6	1062	817	1283	1573	1473	831	1083	911	1395
Cyp2j9	0	0	2	7	2	4	5	0	2
Cyp2j5	10	4	8	6	6	7	4	6	2
Gm12695	1	0	0	0	1	0	0	0	0
E130114P18Rik	29	0	21	3	6	8	16	3	14
Nfia	776	699	822	880	983	439	519	434	672
Tm2d1	646	752	654	420	1044	353	696	397	891
Inadl	132	133	153	188	261	117	185	128	269
L1td1	0	0	0	2	0	0	0	0	0
Kank4	0	0	1	4	4	1	2	0	6
Kank4os	40	27	41	47	46	16	50	31	72
Usp1	6029	6257	5748	14578	13177	6690	7915	6026	10057
Dock7	4139	3941	3678	4184	6211	2509	3420	2520	4798
Angptl3	0	0	0	0	0	0	2	0	1
Atg4c	540	590	525	704	1085	496	590	520	870
Foxd3	0	2	0	0	0	1	0	0	0
Alg6	1126	986	1151	899	1581	675	1575	1053	1808
Itgb3bp	784	696	686	932	1128	489	741	548	964
Efcab7	329	433	376	581	852	277	363	306	512
Pgm2	2938	4362	1832	1450	4222	804	1199	753	1525
Ror1	17	16	12	16	16	7	16	10	6
Ube2u	0	0	0	0	0	0	2	0	1
Cachd1	278	291	252	442	468	223	293	225	434
Raver2	1	0	3	1	7	2	2	2	5
Jak1	3531	3385	3319	5020	6030	2930	3864	2631	5113
E130102H24Rik	41	54	55	35	82	19	41	54	89
Mir101a	0	0	0	0	0	0	0	0	0
0610043K17Rik	2	0	2	16	4	4	4	4	8
Ak4	778	1761	428	99	1491	28	14	22	34
Dnajc6	1359	1222	1260	1246	1925	869	1703	1218	2285
Leprot	1353	1266	1413	388	1030	315	1341	871	1634
Lepr	6	3	5	6	6	2	7	8	7
B020004J07Rik	12	5	7	5	2	7	10	8	45
Gm12794	41	20	38	35	31	29	213	122	473
Gm12789	0	0	0	0	0	0	0	1	0
Pde4b	259	280	276	524	605	318	321	250	356
Sgip1	1351	1336	1383	2428	3003	1522	1532	1240	2443
Gm12709	0	0	2	2	0	0	0	0	0
Tctex1d1	3	4	2	4	5	2	1	5	2
BB031773	4	3	1	5	0	1	0	0	3
Insl5	232	89	196	37	79	49	98	26	163
Wdr78	133	153	128	230	422	97	163	127	179
Mier1	2327	2038	2148	3375	4532	1998	2333	1955	2819
Slc35d1	332	262	369	379	514	207	384	294	491
4921539E11Rik	0	0	0	1	2	0	0	0	0
4930456L15Rik	0	0	0	0	0	0	2	0	0
Oma1	112	104	130	197	280	117	220	139	234
Gm12718	0	0	0	0	0	0	0	0	0
Dab1	322	317	354	302	530	210	292	174	575
C8b	1	0	2	2	0	0	0	0	1
C8a	0	0	0	0	2	0	1	3	1
1700024P16Rik	16	3	19	28	28	39	18	12	11
Prkaa2	3104	2750	3064	3024	4110	1815	2555	2038	3524
Ppap2b	123	176	78	237	334	148	206	142	312
Usp24	7163	6422	6461	8365	12820	5220	5822	3921	7071
Pcsk9	3848	3487	2607	1553	4785	1523	2837	1622	3061
Bsnd	0	3	0	0	0	1	3	0	0
Dhcr24	5950	4322	5409	3269	5740	2818	4974	2924	6757
BC055111	0	2	1	7	13	5	2	4	3
Ttc22	43	44	39	28	68	29	57	36	71
Pars2	214	242	204	137	310	105	216	147	343
Ttc4	1413	1528	1388	1395	2261	849	1479	994	1833
Mroh7	98	91	71	98	96	76	132	93	119
Fam151a	8	8	6	11	20	8	29	34	39
Acot11	73	53	52	154	157	50	184	118	222
Ssbp3	4321	3921	4222	6261	6451	3560	4176	3308	6107
Mrpl37	1960	1642	1562	1755	2764	1153	1861	1210	2405
Cyb5rl	126	118	87	97	180	78	162	126	151
Cdcp2	3	0	0	0	3	1	2	1	2
Tceanc2	664	544	617	607	1057	372	763	471	838
Tmem59	6503	6433	5518	2260	7046	2274	5740	3327	6954
Ldlrad1	3	0	0	3	0	0	1	0	1
Lrrc42	1467	1477	1416	907	2127	841	1044	655	1308
Hspb11	122	154	167	204	243	66	167	116	230
Dio1	4	0	6	0	9	3	1	0	3
Yipf1	594	529	539	293	639	277	672	374	824
Ndc1	2520	2443	2261	2486	3714	1556	2948	2258	3660
Glis1	103	108	63	177	246	112	97	95	159
Dmrtb1	20	26	24	11	28	12	32	23	19
Lrp8	5450	4406	4965	5469	7198	2972	4030	3178	5628
Magoh	2274	1757	1998	1351	2528	753	2222	882	2639
0610037L13Rik	635	708	614	538	911	331	905	425	948
Cpt2	753	659	728	455	756	291	618	464	935
4930407G08Rik	0	0	0	6	0	0	0	1	1
Slc1a7	9	7	16	19	11	4	3	6	6
Podn	773	732	692	707	889	450	647	491	916
Scp2	3079	2758	2689	2538	3564	1505	3018	1931	3388
Mir6397	0	0	0	0	0	0	0	0	0
Echdc2	176	174	182	158	247	111	251	198	274
Zyg11a	0	5	0	3	1	1	3	1	10
Zyg11b	4477	4839	4314	6321	11108	5169	6418	4888	9640
Coa7	735	759	669	766	1565	570	699	356	890
Fam159a	1	0	0	2	0	1	0	3	0
Gpx7	111	73	63	61	101	30	176	78	178
Zcchc11	3334	3486	3098	5340	6242	2380	3696	3184	4372
Prpf38a	1926	1837	1860	2412	3517	1483	1942	1191	2310
Orc1	715	703	573	737	1164	503	810	545	1005
Cc2d1b	1043	1122	1134	1047	2050	854	1210	953	1616
Zfyve9	1144	1274	909	1650	2952	1208	1541	1098	2162
3110021N24Rik	5	17	7	25	16	13	8	3	12
Btf3l4	1150	1100	1076	1302	1988	713	1134	729	1517
Txndc12	1233	1055	1102	937	1425	614	1656	966	2030
Kti12	607	615	516	478	1218	411	533	386	753
Rab3b	303	212	195	225	255	85	193	108	173
8030443G20Rik	0	0	0	0	0	0	0	0	0
Nrd1	9250	8523	8397	14507	13121	6366	10358	7485	14399
Mir761	0	4	3	2	12	0	3	4	5
Osbpl9	2398	2633	2280	3174	4511	1750	2727	2056	3391
Calr4	2	2	1	1	0	1	1	0	0
Eps15	2429	2303	2116	3062	3718	1751	3070	2446	3782
Ttc39aos1	410	367	352	1089	791	334	407	434	779
Ttc39a	154	87	150	115	163	83	198	130	275
Rnf11	2633	2939	2848	2875	4090	2051	2730	2659	3548
4930522H14Rik	0	1	3	0	2	0	0	0	0
Cdkn2c	5107	3957	4645	2361	3496	1350	3629	2603	4828
Faf1	2972	3321	2768	4496	7073	3033	3515	2371	4784
Dmrta2	55	75	53	52	142	53	100	58	127
Elavl4	1813	1672	2195	2854	2460	1516	1542	1473	2519
Agbl4	65	78	64	83	144	42	54	46	88
Bend5	452	536	319	373	573	272	370	226	492
Spata6	468	572	499	1004	1170	532	650	538	775
Slc5a9	2	0	2	0	2	0	0	0	6
Skint8	4	0	0	0	0	0	0	0	0
Skint7	0	0	0	1	0	0	0	0	0
Skint1	0	0	0	0	0	0	0	0	0
Skint4	0	0	0	0	0	0	0	0	0
Skint3	0	0	0	0	0	0	0	0	0
Skint9	0	0	0	0	0	0	0	0	0
Skint2	7	2	4	12	0	6	11	7	12
Skint10	0	0	0	0	0	0	0	0	0
Skint6	0	0	0	0	0	0	0	0	0
Skint5	0	0	0	2	0	0	0	0	0
Skint11	0	0	0	0	0	0	0	0	0
Trabd2b	125	189	150	72	221	68	38	24	85
Gm12830	1	0	0	2	0	0	0	2	1
Foxd2	1129	1263	945	728	1161	602	712	572	1161
Foxd2os	1105	945	987	1164	1227	497	825	695	1160
Foxe3	1	0	0	6	0	0	0	0	0
Cmpk1	3755	3948	4405	4406	5138	2544	3224	2618	4095
Stil	2799	2575	2448	3314	5107	2038	2523	1919	3540
Tal1	2272	2066	2062	1731	3150	1175	2057	1255	2703
Pdzk1ip1	277	216	225	87	246	62	271	127	302
Cyp4x1	426	402	470	303	479	274	371	320	554
Cyp4x1os	118	123	140	130	168	75	128	72	128
Cyp4a29	0	0	0	0	0	0	0	0	0
Cyp4a12a	0	0	0	0	0	0	0	0	0
Cyp4a12b	3	2	2	16	5	9	30	10	19
Cyp4a30b	0	1	0	0	0	0	0	1	0
Cyp4a14	0	0	0	0	0	0	1	0	0
Cyp4a10	0	0	0	0	0	0	2	0	0
Cyp4a31	0	0	0	0	0	0	0	0	0
Cyp4b1-ps2	0	0	1	0	0	0	0	0	0
Cyp4a32	0	0	0	1	0	0	0	0	0
Cyp4b1	23	8	7	11	9	5	9	6	4
Efcab14	2560	2616	2295	2230	3459	1449	2836	2112	3721
Tex38	3	1	3	8	0	0	3	1	8
Atpaf1	582	507	566	606	824	290	604	369	773
Mob3c	267	274	209	231	344	129	217	181	279
Mknk1	598	615	468	549	1034	294	678	573	921
Kncn	0	0	1	3	3	1	1	2	3
Dmbx1	22	44	53	68	101	51	25	44	102
Faah	1726	1338	1517	1076	1934	828	1570	1102	1905
Nsun4	649	493	552	565	1037	364	627	393	820
Uqcrh	3967	3120	2969	814	1486	303	1774	608	1970
Lrrc41	1681	1598	1521	1281	3050	1096	1511	1034	2160
Rad54l	1706	1439	1467	1029	1813	641	1481	1002	1869
2510003B16Rik	6	7	4	6	7	4	4	6	12
Lurap1	88	80	88	65	172	63	59	46	101
Pomgnt1	1776	1676	1518	1160	2068	881	2040	1314	2169
Tspan1	3	0	2	1	1	3	1	0	2
1700042G07Rik	0	0	0	0	1	0	0	1	0
Pik3r3	1661	972	1603	1857	2372	1158	1178	910	1601
Mast2	12624	9979	10052	10720	13925	6613	8939	6697	11508
Ipp	980	878	918	1042	1663	649	1073	617	1333
Tmem69	490	480	477	520	826	328	508	342	629
Gpbp1l1	1809	2020	1608	1801	2756	1022	1729	1519	2107
C530005A16Rik	27	15	15	32	24	12	32	19	27
Ccdc17	28	20	13	19	35	10	41	27	22
Nasp	6317	6024	5809	7542	9299	3539	5957	3769	6861
Akr1a1	8072	7268	6860	4567	10344	3838	8806	4975	12334
AV051173	5	8	5	6	8	3	8	5	7
Prdx1	11723	7994	9651	3657	6528	2793	8857	4226	9741
Mmachc	435	488	489	662	807	390	553	447	734
Ccdc163	282	335	203	279	630	155	266	219	302
Tesk2	117	101	83	128	241	83	144	130	159
Toe1	728	872	750	843	1682	632	897	507	1254
Mutyh	130	111	83	82	150	60	135	101	186
Hpdl	47	34	31	33	104	36	38	38	76
Zswim5	1059	1272	812	1029	1999	677	907	627	1271
Urod	1314	1010	1081	643	1291	495	1193	707	1374
Hectd3	1165	1011	923	968	1578	690	1229	871	1544
Eif2b3	915	829	822	1306	1674	665	1149	656	1320
Ptch2	84	68	107	70	114	40	89	70	113
Btbd19	84	68	86	116	249	109	115	75	166
Tctex1d4	0	0	0	1	0	0	0	0	0
Plk3	661	684	680	1338	2155	1051	770	582	1071
Rps8	11060	11999	9558	5084	15174	3609	12833	5683	16504
Snord38a	1	0	0	0	1	0	0	0	0
Snord55	6	4	5	3	11	4	2	0	1
Kif2c	3220	2984	2749	2874	4717	1615	2483	2157	3408
Gm1661	0	1	0	0	4	0	0	0	0
Tmem53	23	23	12	18	56	9	18	21	19
Rnf220	1905	1852	1676	2574	3366	1289	2160	1846	2987
Eri3	1510	1450	1482	1140	2229	978	1341	1019	2125
Dmap1	889	804	844	634	1427	533	954	570	1084
Klf17	2	1	1	4	1	1	3	0	2
Slc6a9	210	544	248	1599	2598	911	1436	857	2090
Ccdc24	88	93	61	87	116	33	85	75	87
B4galt2	318	275	194	189	438	146	405	235	456
Atp6v0b	4713	4424	4007	2152	5620	1994	4613	2413	5916
Dph2	771	759	672	383	1351	466	679	454	889
Ipo13	1635	1353	1408	1072	2446	836	1596	1124	2189
Artn	1	7	2	9	8	0	1	1	4
St3gal3	486	610	506	201	540	154	613	427	731
Kdm4a	2406	2854	2091	4108	6273	2541	3847	2828	5131
Ptprf	20	27	24	9	15	7	19	11	20
Mir7226	0	0	0	0	0	0	0	0	0
Hyi	103	87	92	40	108	37	79	47	126
Szt2	1698	1392	1338	1287	2360	788	1714	1482	2194
Med8	1009	876	934	918	1724	548	1109	696	1453
Elovl1	1880	1525	1563	1658	2524	1021	1738	1160	2374
Cdc20	3741	3244	3050	3027	7394	2513	2619	1948	3856
Mpl	2	0	0	2	0	0	0	0	1
Tie1	0	0	1	3	4	2	0	1	1
2610528J11Rik	0	0	0	0	0	0	0	0	0
Tmem125	0	0	0	0	0	0	0	0	2
Cfap57	8	5	6	3	11	3	2	1	8
Ebna1bp2	2574	2409	2360	3854	4439	1875	2607	1707	3320
D4Ertd617e	1	2	3	0	3	2	1	5	2
Olfr62	0	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0	0
Olfr1329	0	0	0	0	0	0	0	0	0
Olfr1328	0	1	0	0	0	0	0	0	0
Lao1	0	0	0	0	0	0	0	0	1
Gm12866	0	0	0	0	0	0	0	0	0
Slc2a1	1292	2868	689	412	2180	184	227	148	292
Zfp691	141	153	114	226	279	106	217	141	289
Ermap	3	1	2	1	2	1	0	3	1
Ccdc23	138	150	140	84	178	63	149	101	174
4930538K18Rik	8	4	1	7	8	2	1	1	3
AU022252	380	309	290	231	496	176	338	169	458
P3h1	389	344	272	470	653	199	478	364	810
Cldn19	0	0	0	0	0	0	0	0	0
Ybx1	21836	20578	16785	34083	24601	11556	17991	14752	21661
Ppih	1142	977	1046	875	1301	532	1090	603	1367
Ccdc30	347	402	382	700	913	418	355	347	571
Ppcs	337	256	276	173	490	185	268	163	420
Zmynd12	3	6	5	18	17	7	4	8	19
Rimkla	2017	1540	1922	1962	2630	1326	1506	1092	2281
AA415398	177	130	182	299	318	157	212	144	245
Foxj3	3928	4649	3532	7129	10113	4140	3982	3015	5620
Guca2a	22	10	20	4	5	0	19	6	10
Guca2b	3	0	5	2	0	0	3	3	2
Hivep3	263	158	261	411	335	237	304	254	530
Edn2	1	3	4	1	3	3	4	2	3
Foxo6	231	267	223	238	438	186	160	152	224
Scmh1	2514	2172	2318	2094	2754	1140	2025	1464	2803
Slfnl1	3	2	0	7	4	4	7	6	2
Ctps	3621	3065	3184	3261	6133	2442	3575	2003	4178
Gm8439	0	0	0	0	0	0	0	0	0
Cited4	13	0	9	8	15	5	7	14	23
Kcnq4	3	2	5	5	11	3	4	4	4
Nfyc	1278	1124	983	1440	2015	936	1118	826	1436
Mir30c-1	0	3	1	0	3	0	0	3	1
Mir30f	0	0	0	0	0	0	0	0	0
Mir30e	0	2	0	0	2	0	0	0	0
Rims3	125	112	125	57	121	41	157	107	165
Exo5	508	645	499	488	970	319	539	380	734
Zfp69	119	138	114	258	325	141	144	140	218
Smap2	3055	2506	2578	4303	4390	2110	2281	1647	3246
Mir7015	0	0	0	0	0	0	0	0	0
Col9a2	172	170	170	140	191	95	302	178	236
Zmpste24	5352	4479	5556	5241	6516	3018	5978	4466	8226
Tmco2	2	0	1	1	0	0	0	0	0
Rlf	2837	3650	2316	2639	5537	1421	2092	1522	2631
Gm12888	0	1	0	0	0	0	1	0	0
Gm12886	0	0	0	0	1	0	0	0	0
Gm12887	0	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0
Ppt1	2140	1846	1838	1532	2307	956	2796	1779	3165
Cap1	6557	6004	5459	5772	7806	3058	5492	3517	6878
Mfsd2a	225	157	185	268	487	169	241	152	362
Mycl	92	61	80	76	137	49	157	112	228
Trit1	614	736	511	716	1807	583	682	443	807
Bmp8b	4	0	4	0	2	0	1	0	0
Oxct2b	3	0	0	1	0	0	0	0	0
Ppie	985	1031	920	885	1950	659	1076	575	1315
Hpcal4	822	770	767	380	867	329	562	402	654
Nt5c1a	7	5	9	9	6	5	20	4	11
Heyl	7	2	8	0	9	1	5	6	5
Pabpc4	1977	2556	1901	2746	4292	1576	2545	1847	3432
Bmp8a	18	9	13	22	26	7	20	20	11
Oxct2a	4	1	4	3	6	0	7	4	1
Macf1	7243	5067	6003	7297	7837	3391	6605	4265	7342
D830031N03Rik	850	674	906	856	987	433	925	621	1005
Mir6398	0	0	0	0	0	0	0	0	0
Ndufs5	0	0	0	0	0	0	0	0	0
Akirin1	2497	2007	2413	2647	4285	1923	1983	1614	2700
Rhbdl2	55	43	41	68	65	11	45	33	56
Mycbp	704	711	646	597	784	278	573	414	650
Rragc	3546	3712	3128	2843	6182	2202	3443	2354	4591
1700057H15Rik	0	0	1	0	0	0	0	0	0
4933407E24Rik	0	0	0	0	0	0	0	0	0
Pou3f1	626	562	576	451	731	340	364	259	469
Utp11l	1147	1149	1040	1779	2496	852	1224	728	1537
Fhl3	196	227	181	182	344	96	187	121	227
Sf3a3	4025	3572	3703	5462	6130	2238	3883	2292	4648
Mir697	6	6	6	1	3	2	2	5	7
Inpp5b	2726	2574	2517	2904	4706	2066	3186	2188	4297
Mir698	0	0	0	0	0	0	0	0	1
Mtf1	1428	1152	1309	1371	2104	849	1226	819	1861
1110065P20Rik	376	326	326	165	507	189	341	169	455
Yrdc	1078	1155	973	1071	2623	1030	1098	749	1720
Maneal	1936	1615	1548	1593	2072	853	1623	1236	2240
Epha10	40	21	19	72	99	35	35	25	40
1700125G02Rik	0	0	0	0	0	0	0	0	0
Cdca8	2801	2681	2515	2762	4690	1555	2259	1594	2983
9930104L06Rik	622	494	545	680	1460	497	661	400	805
Rspo1	16	32	20	40	60	18	98	68	171
Gnl2	4143	4033	3745	7534	9472	3471	4004	2672	5048
Dnali1	3	5	8	22	14	7	9	8	6
Snip1	1094	1091	919	997	2071	793	1058	709	1402
Meaf6	1867	1944	1662	2130	2967	1223	2203	1511	2729
Zc3h12a	32	36	16	30	52	20	35	24	42
Grik3	3526	3361	3291	2516	3357	1608	2649	2005	3758
2610028E06Rik	0	0	2	0	0	1	0	1	0
Csf3r	0	0	0	0	0	0	0	0	0
Mrps15	1514	1370	1329	1618	1858	702	1592	932	1963
Oscp1	631	633	570	736	1309	519	654	402	831
Lsm10	395	458	363	207	724	203	535	260	727
Stk40	794	904	668	1457	2722	1063	1048	745	1320
Eva1b	60	49	58	29	65	17	79	35	56
Sh3d21	21	9	12	13	23	7	15	12	9
Thrap3	7499	6939	6554	9221	11818	4762	7311	5431	9080
Map7d1	2702	2193	2281	3401	4012	1614	2299	1901	3304
Trappc3	2106	1937	1974	1347	2744	961	1948	1274	2394
Col8a2	3	2	3	1	2	3	1	4	7
Adprhl2	548	597	473	430	1096	383	627	455	769
Tekt2	72	63	34	67	102	41	75	64	81
Ago3	910	714	698	1066	1364	528	635	594	778
Ago1	3757	3556	3292	2278	4430	1517	2710	2165	3757
Ago4	411	469	352	354	889	285	555	384	683
Clspn	6017	5189	5738	9046	8604	3866	6516	4877	7433
Mir7119	2	0	0	0	0	0	0	0	0
5730409E04Rik	959	995	962	816	1456	419	1129	691	1457
Psmb2	2867	2217	2454	2643	3333	1435	2639	1599	3597
Tfap2e	12	9	5	19	16	5	13	11	21
Ncdn	2850	2569	2472	2158	4308	1703	2874	1951	3689
AU040320	1573	1615	1238	2113	2900	1232	2416	1860	3179
Zmym4	3432	3539	3316	4906	7736	3178	3302	2675	4344
Sfpq	14847	10679	14188	16063	18023	7841	11259	10229	13703
Zmym1	1079	979	1033	1185	1756	746	1027	824	1189
Zmym6	850	1086	922	1099	2062	703	1138	1022	1620
Gm12942	78	85	52	56	77	26	98	62	104
Dlgap3	201	230	183	120	255	106	199	184	320
Smim12	220	166	189	85	266	82	223	115	297
Gja4	22	19	13	8	12	3	19	2	15
Gjb3	3	0	0	0	2	2	2	0	8
Gjb4	0	0	0	2	1	0	0	0	0
Gjb5	0	0	0	1	1	0	1	0	1
CK137956	3	2	0	5	3	0	0	0	1
Csmd2	1318	822	1025	860	1199	585	932	613	1211
Csmd2os	0	0	0	0	0	0	0	0	0
Hmgb4	0	0	0	0	0	0	1	0	0
Hmgb4os	5	1	4	0	3	0	1	0	5
Zscan20	338	346	252	355	741	222	367	267	422
Tlr12	1	5	0	0	0	0	0	0	0
Phc2	2425	2162	2205	2646	3786	1611	2223	1562	2875
A3galt2	1	8	2	9	5	3	2	2	4
Zfp362	688	784	593	1307	1463	545	975	796	1375
Trim62	1098	980	967	1055	1770	738	1033	721	1357
Azin2	67	74	69	46	136	45	108	65	104
Ak2	4877	3970	4477	3927	6172	2040	3703	2260	4904
Rnf19b	2026	2129	1703	2818	4014	1635	1984	1543	2722
Tmem54	17	2	3	0	8	3	9	4	3
Hpca	922	956	911	472	960	298	577	398	639
Fndc5	83	94	81	59	70	23	88	70	86
S100pbp	1494	1375	1281	1510	1982	733	1288	1139	1636
Yars	4776	5994	4188	7035	13794	4964	7373	4719	10035
C77080	281	306	250	219	485	140	218	168	269
Sync	170	82	108	206	129	85	123	117	130
Rbbp4	12280	10842	11451	7973	17538	5858	10731	5664	13636
Zbtb8os	1040	794	903	607	822	286	905	462	993
Zbtb8a	236	184	230	403	591	269	281	207	499
Zbtb8b	6	8	3	3	15	5	12	6	11
Bsdc1	1619	1899	1501	1560	3353	1356	1764	1261	2509
Tssk3	0	0	0	0	0	0	0	0	0
Fam229a	0	0	0	0	1	0	1	1	0
Marcksl1	6685	4902	5154	3972	5820	2688	3959	2736	4320
Hdac1	2605	2107	2160	1924	2884	986	2124	1320	2421
Lck	201	240	192	405	726	202	466	291	722
