Geneid	KRS7_28_MGN3_2_DMSO	KRS7_31_MGN3_3_DMSO	KRS7_34_MGN3_4_DMSO	KRS7_29_MGN3_2_Tg6h	KRS7_32_MGN3_3_Tg6h	KRS7_35_MGN3_4_Tg6h	KRS7_30_MGN3_2_Tg24h	KRS7_33_MGN3_3_Tg24h	KRS7_36_MGN3_4_Tg24h
Hipk1	6288	4806	8698	6632	4573	7536	10156	6624	7610
Dclre1b	558	454	822	1247	679	1211	925	608	695
Gm15471	2	0	0	0	0	0	0	0	0
Ap4b1	666	307	957	1343	427	1163	1200	828	553
Bcl2l15	0	0	0	3	0	9	5	1	1
Ptpn22	2	0	4	5	1	3	3	3	1
Rsbn1	1554	1018	1385	1618	1730	1623	2096	1582	2292
Phtf1os	76	48	98	86	115	90	59	35	125
Phtf1	1979	1631	2404	1860	1249	1714	1219	808	1407
Magi3	1702	2302	2411	2616	2888	3053	1566	1093	2366
Lrig2	1166	667	1465	2103	1368	2261	2303	1379	1347
Slc16a1	6511	2639	8025	4222	2010	3938	7175	4651	3144
Fam19a3	1	2	2	7	2	9	10	6	4
Ppm1j	23	2	23	100	20	50	70	65	8
Rhoc	364	157	462	609	139	480	774	620	269
Mov10	651	224	702	996	252	851	394	361	235
Capza1	2309	1932	3042	2403	1719	2277	2394	1744	2185
St7l	643	506	1095	1753	975	1568	1319	767	1011
Wnt2b	0	0	0	2	0	3	1	1	5
Cttnbp2nl	875	758	1035	1604	1345	1612	1416	892	1497
4930564D02Rik	0	3	0	0	0	0	0	0	0
Kcnd3os	3	4	11	6	4	9	6	0	2
Kcnd3	1387	854	1339	1382	936	1245	501	335	600
Ddx20	893	579	1426	2098	1267	2058	1570	1040	819
Fam212b	304	239	405	637	220	377	501	298	197
Rap1a	1723	2009	2049	2196	2748	2012	2162	1610	2670
Gm5547	0	4	0	2	4	2	1	0	0
Tmigd3	13	1	20	23	4	7	4	3	4
Adora3	0	0	2	1	0	0	0	0	0
I830077J02Rik	1	1	1	0	0	3	3	1	0
Atp5f1	7165	7732	10619	7171	5523	6617	8464	6326	6936
Wdr77	1659	950	2781	3338	1622	3215	3083	2008	1587
Ovgp1	23	24	47	99	64	109	131	60	93
Pifo	0	0	0	0	0	0	1	0	0
Chia1	0	0	0	1	0	0	0	0	0
Chil3	0	0	0	0	0	0	1	0	0
Chil4	0	0	0	1	0	0	1	2	0
Chil6	0	0	0	0	0	0	0	0	0
2010016I18Rik	2	0	1	1	1	0	14	10	10
Dennd2d	67	22	59	225	183	232	987	637	713
Cept1	685	463	853	1383	728	1387	1328	940	953
Dram2	902	579	1029	869	641	787	1337	1075	1331
Lrif1	845	1080	899	1194	2369	1242	1494	1069	2564
Cd53	0	0	0	0	0	0	1	0	0
Olfr266	0	0	0	0	0	0	0	0	0
Kcna3	0	0	0	0	0	0	1	0	0
AI504432	0	0	0	1	0	1	0	0	0
Kcna2	0	0	0	0	3	0	2	0	0
Kcna10	0	0	0	0	0	0	0	0	0
Cym	0	2	0	1	0	0	2	0	3
A630076J17Rik	0	0	0	0	0	1	0	0	0
Prok1	1	0	0	2	0	1	3	0	0
Lamtor5	769	346	1542	1264	303	1121	1536	1022	503
Slc16a4	1	1	0	3	1	1	5	2	10
Rbm15	897	624	1083	935	533	945	1281	950	864
Kcnc4	0	0	4	3	4	4	4	1	8
Slc6a17	6748	3726	8184	8274	3477	8053	5513	4167	2881
Ubl4b	0	0	0	4	0	1	2	2	0
Alx3	0	0	0	0	0	0	0	0	0
Strip1	1394	880	1888	2096	989	1807	1743	1054	1021
Ahcyl1	9102	6904	11509	8577	6297	9090	10125	6980	9215
Csf1	379	193	470	351	207	393	254	150	191
Eps8l3	66	60	127	78	51	151	18	18	14
4933431E20Rik	1184	869	1713	960	670	1318	1391	1191	1604
Gstm5	1618	1227	1998	1426	500	1109	1528	1083	954
Gstm7	810	418	830	575	205	471	396	339	280
Gstm6	29	20	34	26	5	24	35	52	17
Gstm3	31	10	37	36	8	13	60	20	7
Gstm2	250	267	442	229	191	200	185	293	130
Gstm1	3630	2218	3791	1296	689	1087	1960	1893	1386
Gstm4	394	201	508	468	152	427	779	549	333
Ampd2	1708	869	2480	4210	1313	3904	3244	2090	1434
Gnat2	106	45	87	245	113	167	519	331	244
Gnai3	3591	2758	4655	4553	3889	4615	5486	3730	4468
Gpr61	6	4	14	10	8	2	2	1	0
Amigo1	780	368	1111	1883	532	1776	1412	996	614
Cyb561d1	217	102	397	490	128	462	354	290	126
Atxn7l2	245	108	294	410	148	411	293	142	135
Sypl2	0	0	0	0	0	0	0	0	0
Psma5	1435	1074	2516	1877	751	1676	2187	1445	1075
Sort1	9983	6826	11499	6811	4001	6358	6645	5554	5046
Mybphl	0	0	0	2	0	0	0	0	0
Gm12522	39	17	33	34	12	11	9	5	4
Psrc1	541	258	586	789	243	520	528	335	238
Celsr2	1969	955	2499	1848	624	2139	1854	1164	853
Sars	5674	5782	7966	14890	7362	14890	16484	11846	14412
5330417C22Rik	11398	5878	12562	10350	4860	9602	9730	7873	6239
1700013F07Rik	82	62	95	241	110	178	287	185	284
Scarna2	1	0	2	4	1	7	9	14	0
Tmem167b	2757	1677	3323	4038	2348	4328	5955	4198	3893
Taf13	371	201	495	458	298	518	652	466	431
Wdr47	1036	702	1391	1897	1464	2108	1543	914	1094
Clcc1	1798	1358	2368	2342	1541	2137	2197	1550	1848
Gpsm2	3071	3471	3894	4118	2869	3539	2209	1715	2184
Aknad1	30	51	21	38	49	32	37	27	42
Stxbp3	1663	1598	1869	2556	2397	2245	1922	1313	2117
Fndc7	4	2	0	3	0	0	3	1	0
Prpf38b	2573	5325	2898	5779	7160	5470	3746	2291	6881
Henmt1	0	1	0	2	3	1	1	3	0
Fam102b	491	369	574	807	563	712	761	514	451
Slc25a54	0	0	0	0	0	0	0	0	0
Slc25a24	653	517	674	467	589	504	708	513	745
Vav3	1397	1483	1642	1755	1842	2063	1339	921	1444
Ntng1	25	22	12	24	20	14	4	0	4
Prmt6	459	216	516	1094	547	970	576	367	370
Gm6602	0	0	0	0	0	0	0	0	0
Amy2b	0	0	0	0	0	0	0	0	0
Amy2a5	0	0	0	0	0	0	0	0	0
Amy2a4	0	0	0	0	0	0	0	0	0
Amy2a3	0	0	0	0	0	0	0	0	0
Amy2a2	0	0	0	0	0	0	0	0	0
Amy1	4	4	8	8	12	12	14	13	14
Rnpc3	530	769	629	606	1141	629	586	392	884
Col11a1	2877	3406	3903	1879	1883	2286	2672	2100	3129
Mir669b	0	0	0	2	0	0	0	0	0
Olfm3	4385	3681	3219	1879	3091	1306	1394	1271	1567
S1pr1	0	0	0	0	0	0	0	0	0
A930005H10Rik	61	69	120	247	90	239	310	125	161
Dph5	169	189	304	644	342	573	537	343	503
Slc30a7	1409	886	1961	2135	1736	2772	3482	2300	2575
Mir669n	0	0	0	0	0	0	0	0	0
Extl2	1042	653	1437	829	577	1021	1795	1390	1264
Vcam1	0	0	1	0	1	2	6	1	0
Gpr88	0	0	0	0	0	1	1	0	0
Cdc14a	234	186	255	333	337	350	216	163	284
Rtca	986	580	1709	1925	731	1779	1517	1019	629
Dbt	732	598	831	1030	785	998	636	557	856
Lrrc39	294	559	369	401	382	353	126	73	91
Trmt13	349	283	464	1508	1027	1319	769	383	588
Sass6	1488	1881	1577	2445	2841	2436	1160	908	1977
Hiat1	2339	1587	3155	2121	1397	2205	2565	1977	2089
Slc35a3	2927	2687	3413	1925	2513	2246	2977	2193	3846
Agl	2544	2111	3262	2804	1861	3050	2210	1688	2185
Frrs1	99	138	168	96	116	131	96	62	82
Palmd	0	0	0	1	0	0	2	3	1
4930455H04Rik	0	0	0	0	0	0	0	0	0
1700061I17Rik	0	0	0	0	2	0	0	0	0
Lppr4	83	45	50	57	60	47	62	44	53
Lppr5	0	0	0	0	0	0	0	0	0
Snx7	576	509	889	633	505	634	578	477	725
Mir137	0	0	0	0	0	0	0	0	0
Dpyd	121	93	148	111	91	161	62	66	110
Ptbp2	2709	2360	3199	4316	3850	3967	1766	1127	2452
6530403H02Rik	0	0	1	3	0	2	2	0	0
Rwdd3	62	45	58	102	92	99	82	54	102
Tmem56	357	394	544	525	795	805	1433	938	1307
Alg14	118	117	233	180	145	214	209	140	159
Cnn3	2446	1604	2526	2049	1480	1722	1769	1102	1544
Slc44a3	4	0	4	5	4	7	3	2	0
A730020M07Rik	0	0	0	0	0	0	2	0	0
4930432M17Rik	0	0	0	0	0	0	0	0	0
F3	374	204	326	201	122	114	94	71	76
Abcd3	3695	3591	4885	3258	3034	3787	2821	1974	3272
Arhgap29	1694	1652	1922	1314	1551	1464	1287	925	1651
Abca4	6	4	3	12	1	15	19	13	7
Gclm	1121	1170	1354	996	1276	974	1607	1220	2048
Dnttip2	1826	2772	2340	3521	4162	3471	3206	2111	5750
Mir760	0	0	2	2	0	1	0	0	0
Bcar3	204	143	245	454	178	302	80	54	54
Fnbp1l	0	0	0	1	0	1	7	2	1
Mir7657	0	0	0	0	0	0	0	0	0
Pde5a	2	7	6	3	7	17	19	5	17
4930447N08Rik	0	0	0	0	0	0	0	0	0
4933405D12Rik	3	0	3	4	3	2	8	2	0
Fabp2	5	6	11	7	10	15	5	2	2
1810037I17Rik	1247	720	2583	2106	467	1852	1795	1457	657
Usp53	677	964	698	1023	1382	1171	1226	742	1844
Myoz2	0	0	0	0	0	0	0	0	0
Synpo2	20	16	6	15	34	27	10	10	13
Sec24d	3582	1570	3439	6795	3986	7238	10089	6582	4787
Mettl14	715	1018	982	1507	1275	1485	902	598	1313
Prss12	3351	2415	2850	3083	1403	1790	1844	1410	1144
Snhg8	170	81	431	936	76	970	724	461	171
Snora24	0	0	0	0	0	0	0	0	0
Ndst3	1	0	3	5	0	3	4	2	0
Tram1l1	247	130	332	182	82	207	318	217	164
1700006A11Rik	0	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0	0
Ndst4	6	4	5	11	8	7	4	2	0
Ugt8a	0	4	1	5	4	2	9	10	3
Arsj	0	0	0	0	0	0	2	0	0
Camk2d	3379	2384	3997	3878	3519	4215	3717	2466	3238
Ank2	5088	5786	5584	4695	5478	5598	7259	4788	9315
LOC100862268	8	4	7	26	4	25	10	9	4
Larp7	1405	2933	2159	2397	2934	2642	1951	1215	3244
Mir302b	0	0	0	0	0	0	0	0	0
Mir302c	0	0	0	0	0	0	0	0	0
Mir302a	0	0	0	0	0	0	0	0	0
Mir302d	0	0	0	0	0	0	0	0	0
Mir367	0	0	0	0	0	0	0	0	0
Zgrf1	942	1134	1274	2090	1674	2159	1153	606	1096
Neurog2	1	0	0	0	0	0	1	0	1
Alpk1	1	2	2	8	6	13	2	3	0
Tifa	2	0	4	25	19	20	46	8	15
Ap1ar	1204	1542	1849	1358	1536	1608	1916	1172	2524
5730508B09Rik	39	32	30	40	43	44	40	21	42
9830132P13Rik	0	0	0	0	0	0	1	0	0
D030025E07Rik	0	0	0	0	0	0	0	0	0
Pitx2	1	0	2	1	0	6	5	5	0
Enpep	1	1	3	1	0	3	4	0	3
Gm5712	0	0	0	0	0	0	0	0	0
Elovl6	2297	2317	2950	1808	1571	1942	1651	1117	1758
Egf	60	44	103	408	234	385	249	133	122
6330410L21Rik	0	3	0	0	0	0	0	0	0
Lrit3	0	0	0	0	0	0	0	0	0
Rrh	1	0	1	0	0	3	2	0	0
Gar1	214	285	495	866	206	902	834	530	493
Cfi	0	0	3	0	3	0	0	0	0
Pla2g12a	794	419	1183	865	417	969	1944	1358	783
Casp6	146	80	179	138	48	105	148	110	121
Ccdc109b	6	6	7	12	1	12	20	8	2
Sec24b	2154	2407	2701	2948	2970	3201	2963	1666	3868
Col25a1	0	3	4	0	3	0	8	5	0
Etnppl	0	0	0	1	2	3	5	2	0
Ostc	1377	602	1964	2821	1234	2735	3996	2934	1603
Rpl34	28	6	61	79	7	90	127	77	1
Rpl34-ps1	0	0	0	0	0	0	0	0	0
Lef1	1	0	0	3	0	7	16	5	2
Hadh	435	188	583	393	165	371	647	392	295
Cyp2u1	145	63	233	257	124	249	246	188	149
Sgms2	7608	5753	10330	7170	4976	8510	5229	3766	5041
Papss1	2494	1667	3135	3874	1869	3879	3950	2513	3099
Dkk2	0	0	4	0	0	0	0	0	0
Gm5549	0	0	0	1	1	0	2	0	0
Aimp1	1021	907	1424	2006	1409	1888	2573	1624	2292
Tbck	1170	888	1428	1283	1165	1643	1835	1287	1510
Gm29811	0	2	0	0	1	0	4	0	6
Npnt	663	768	953	385	301	379	197	146	253
Gstcd	331	176	485	751	407	822	726	420	413
Ints12	529	506	922	1673	1241	1597	1203	642	1224
Arhgef38	0	0	0	0	0	0	0	0	0
Ppa2	611	597	837	588	423	598	785	520	629
Tet2	1727	1868	1649	1075	986	1014	1189	640	1536
Cxxc4	1604	2036	1532	1676	1574	1662	783	540	1023
Mir1895	1	0	0	2	1	0	1	0	0
4930539C22Rik	0	1	0	0	4	0	1	0	0
Tacr3	0	0	0	0	5	5	7	3	7
Cenpe	4577	8623	5820	4703	7445	5358	3549	2253	6773
Bdh2	2	1	0	9	5	7	29	14	0
Slc9b2	0	4	0	0	0	0	2	0	0
Slc9b1	24	22	34	41	32	36	28	24	53
Cisd2	2269	2455	3097	2176	2583	2213	2472	1943	2960
4930539J05Rik	13	7	15	33	5	21	22	18	22
Ube2d3	7559	10910	8416	8994	13707	8748	9350	6841	18392
Manba	949	486	1154	1098	473	1076	1087	714	539
Nfkb1	2355	1565	3529	4877	2475	4936	2801	1848	2150
Slc39a8	1	0	1	3	5	5	6	2	0
4933401H06Rik	0	0	0	0	0	0	0	0	0
Bank1	1	0	0	0	0	0	0	1	0
1700030L20Rik	0	0	0	0	0	0	0	0	0
Ppp3ca	2706	2225	2985	3138	3260	3340	3199	2393	3185
Emcn	0	0	0	1	0	0	0	0	0
Gm4861	1	0	0	0	0	0	0	0	0
Ddit4l	17	5	3	33	20	9	26	15	7
H2afz	5440	2520	9850	9146	2477	7790	10054	6847	3228
Dnajb14	548	537	714	538	546	658	634	478	606
Lamtor3	1507	1058	2370	2717	1441	2677	3455	2341	1871
Dapp1	2	5	9	3	3	4	8	5	12
Gm5105	0	0	3	0	0	0	0	0	0
Mttp	115	75	185	221	108	194	479	198	253
Trmt10a	214	319	368	354	285	392	608	335	664
4930579F01Rik	0	0	0	2	0	2	20	10	11
0610031O16Rik	0	0	0	0	0	0	0	0	0
Adh7	1	0	0	0	2	1	4	0	0
Adh1	28	21	36	12	8	18	25	28	21
Adh6a	0	1	0	0	0	0	0	0	0
Adh6-ps1	0	1	0	0	0	0	1	0	0
Adh4	0	0	0	1	5	1	1	0	0
Adh5	2775	1483	4145	3248	1092	3051	3987	2845	2034
Metap1	1640	1180	2494	2582	1672	2772	2532	1709	2129
Eif4e	3309	4192	5490	4783	5309	4688	3567	2640	4619
Mir1956	1	2	0	2	0	4	1	0	0
4930425O10Rik	0	0	1	0	0	0	1	0	0
Tspan5	495	331	654	933	584	783	1217	739	752
Rap1gds1	2109	1478	3503	3072	1991	3423	3574	2345	2297
Stpg2	15	6	4	15	20	7	39	20	29
Mir7j	0	0	0	0	0	0	0	0	0
Pdha2	0	0	0	2	0	0	3	0	0
Unc5c	44	32	44	78	51	52	31	9	10
Bmpr1b	0	0	1	0	3	0	2	1	1
Pdlim5	4435	3125	5823	5744	4420	6269	3155	2678	3094
Gbp5	1	0	0	0	0	0	0	0	0
Gbp7	27	17	19	34	37	14	33	15	55
Gbp3	0	5	1	3	0	7	8	3	4
Gbp2b	0	0	0	0	0	0	1	0	0
Gbp2	1	0	3	0	1	0	0	0	0
Mir6381	0	0	0	0	0	0	0	0	0
Ccbl2	13	8	10	36	20	43	26	21	29
Gtf2b	949	671	1405	1933	967	1869	1826	1174	1299
Pkn2	3231	3107	3970	4106	4330	4405	5299	3376	5788
A830019L24Rik	0	6	0	0	0	0	0	0	0
Gm6260	0	0	0	0	0	0	0	0	0
Lmo4	483	345	583	1262	784	1412	1866	1301	1688
Hs2st1	3644	2156	3956	2402	1846	2567	2975	1942	2619
Sep15	7106	4844	8468	7364	5400	6111	11051	7937	8787
Sh3glb1	4266	4292	4941	5119	5793	5645	6911	4333	7938
Clca3a1	0	0	1	1	0	0	2	0	0
Clca3a2	0	0	0	0	0	0	0	0	0
Clca3b	0	0	0	0	0	0	7	0	6
Clca4c-ps	0	0	0	14	5	13	44	5	4
Clca4b	1	3	0	1	2	2	10	0	0
Clca4a	1	0	0	1	0	1	19	1	1
Clca1	0	0	0	2	0	0	3	0	0
Clca2	1	0	0	0	0	1	0	0	0
Odf2l	946	1020	1197	1794	2177	1804	1733	1013	2134
Col24a1	0	3	1	0	3	2	3	0	1
Znhit6	370	464	572	1135	654	1143	1006	568	888
Cyr61	123	89	129	177	67	122	169	59	86
Ddah1	1	0	9	4	0	2	4	0	0
Bcl10	586	269	849	1281	415	1179	1255	835	435
2410004B18Rik	364	253	484	675	303	490	528	312	280
Syde2	0	0	2	0	2	4	7	0	1
Wdr63	0	0	0	0	0	0	0	4	0
Mcoln3	0	0	0	1	0	2	3	0	3
Mcoln2	0	0	0	1	0	0	5	1	0
Lpar3	0	0	0	0	0	0	0	3	0
Gm10636	0	2	0	1	0	0	0	0	0
Ssx2ip	1972	2351	2577	2379	2663	2799	2593	1622	3137
Ctbs	277	194	332	305	320	306	392	346	390
Spata1	73	100	91	226	242	217	262	162	236
Gng5	1086	906	1783	1521	509	1348	2196	1777	1410
Rpf1	999	1080	1180	1917	1816	1608	1469	879	1320
Dnase2b	11	12	20	26	34	33	44	25	18
Uox	79	30	135	195	124	188	164	127	129
Gm16325	55	63	49	33	20	9	14	25	14
4930503B20Rik	34	15	35	50	66	65	53	47	74
Prkacb	17662	13059	16436	13480	13231	12732	13630	9999	10428
Ttll7	6316	5219	8055	5703	5720	7145	8560	6356	7842
Adgrl2	4605	3684	5457	3732	2608	4066	3301	2173	2991
Gm1653	3	4	0	1	1	1	8	5	0
Adgrl4	0	0	0	0	0	0	0	0	0
Ifi44	0	0	0	0	1	0	0	0	0
Ifi44l	0	0	0	0	0	0	0	0	0
Ptgfr	0	0	0	0	0	0	2	0	0
Gipc2	1	1	5	10	5	4	6	3	2
Dnajb4	904	852	859	1174	1025	957	882	511	753
Fubp1	4097	5001	6107	5297	5215	6172	4523	3146	6541
Nexn	240	962	308	224	656	286	264	175	1305
Fam73a	1043	844	1158	830	904	1018	1624	1077	1448
Usp33	4163	3259	4907	5409	5300	5939	5839	3977	5481
Zzz3	2854	2549	3859	4631	4060	5457	5422	3310	4498
Ak5	17	6	17	10	0	11	10	4	2
AI115009	0	0	0	0	0	0	0	0	0
Pigk	1591	1222	2510	1343	1047	1545	2512	1774	1645
St6galnac5	0	0	0	0	1	0	0	1	0
4930482G09Rik	0	0	0	0	0	0	0	0	0
St6galnac3	0	0	0	0	0	1	3	0	0
1700012D16Rik	0	0	0	0	0	0	0	0	0
5730460C07Rik	0	0	0	0	0	0	1	0	0
Asb17	0	0	0	0	3	0	2	0	0
Asb17os	1	0	0	0	0	0	0	0	0
Msh4	5	2	1	2	4	1	8	11	13
Rabggtb	1879	1486	3249	5132	2289	4608	3237	2088	2208
Snord45b	1	2	7	5	0	7	8	7	11
Snord45c	0	0	0	0	0	0	0	0	0
Acadm	1118	882	1390	1333	749	1274	1306	958	1124
Slc44a5	929	381	572	508	265	277	122	58	25
Lhx8	0	0	0	1	0	0	0	0	0
AI606473	0	0	0	0	0	0	0	0	0
Tyw3	116	124	181	172	115	146	175	114	183
Cryz	823	291	1056	891	259	816	856	633	413
Erich3	0	7	1	0	5	0	3	0	0
Tnni3k	0	1	0	0	0	0	3	0	0
Fpgt	517	302	661	581	601	695	740	458	566
Lrriq3	31	7	16	73	27	44	69	26	55
9330178D15Rik	0	0	0	0	0	0	0	0	0
4930570G19Rik	176	226	170	182	136	165	101	73	96
Negr1	6300	6298	6896	4161	4778	4418	3763	3367	6101
Zranb2	3093	3630	4188	3627	4642	4380	4354	3437	7568
Mir186	12	9	23	14	12	14	16	16	15
Ptger3	1	0	0	1	0	0	6	0	0
Cth	262	100	447	991	420	1274	2531	2173	1473
Ankrd13c	2381	2091	3227	2818	2382	2848	3054	2094	2943
Srsf11	3614	6497	4404	6335	6668	5845	5294	3365	9589
Lrrc40	1599	1220	1991	2528	2324	2586	2345	1518	2334
Lrrc7	0	5	0	0	2	3	0	0	0
Gm20752	0	0	0	0	0	0	1	0	0
Depdc1a	367	439	531	356	664	438	221	136	321
Rpe65	0	0	0	0	0	1	0	0	0
Wls	6871	5122	12910	8882	5292	9962	6202	5227	4322
Vmn1r2	0	0	0	0	0	0	0	0	0
Vmn1r3	0	0	0	0	0	0	0	0	0
Mir3471-2	0	0	0	0	0	0	0	0	0
Tmem68	960	620	1277	1004	959	1148	1322	901	1077
Tgs1	1188	1436	1550	1504	1673	1605	1380	892	1982
2210414B05Rik	0	0	0	0	0	0	0	0	0
Lyn	7	6	3	1	8	5	3	2	3
6330407A03Rik	0	0	0	0	0	0	0	0	0
Rps20	1097	807	2847	2794	519	2713	3832	2548	1226
Mos	0	0	0	0	0	0	0	0	0
Plag1	27	6	17	26	21	40	25	21	13
Chchd7	147	102	236	283	90	298	408	261	185
Sdr16c5	0	0	1	0	0	0	1	0	0
Sdr16c6	0	0	0	0	0	0	0	0	0
Penk	0	2	0	0	0	1	1	0	0
Gm11780	0	0	0	0	0	0	0	0	0
Impad1	12351	8542	14320	5260	5969	6090	7517	5648	6955
4930423M02Rik	0	0	0	0	0	0	0	0	0
Fam110b	279	99	350	433	129	358	197	123	57
Ubxn2b	784	753	1094	974	804	1044	926	623	1126
Cyp7a1	0	0	0	0	1	0	0	0	0
Sdcbp	13126	7174	16571	13581	8916	12792	11469	8057	6503
Nsmaf	2657	2148	3551	3730	2689	3579	3153	1976	2519
Tox	569	688	527	987	1333	1028	916	621	1393
8430436N08Rik	0	0	0	0	0	0	0	0	0
Car8	1	2	0	2	0	1	3	2	0
Rab2a	5973	6053	6859	4656	5204	5021	7554	5093	8547
Chd7	1292	1241	1180	1566	969	1353	1525	895	1499
Clvs1	427	534	468	610	795	697	355	238	491
Asph	5230	4982	6260	3665	4085	3708	6702	5625	7414
4930412C18Rik	42	24	29	45	50	43	105	78	90
Gdf6	2	0	0	2	0	1	0	0	0
4930448K20Rik	0	0	0	0	0	0	1	0	0
1700123O12Rik	0	0	0	0	0	1	0	0	0
2610301B20Rik	535	346	652	1241	1010	1053	759	571	532
Plekhf2	329	203	400	567	381	541	464	299	356
Ndufaf6	115	86	166	278	166	218	206	101	120
Mir684-2	0	0	0	0	0	0	0	0	0
Trp53inp1	21083	14319	14559	16038	18126	14292	20850	17699	17138
Ccne2	5241	6617	6499	5756	5639	5418	5247	3750	6581
Ints8	1700	1643	2362	2652	1998	2431	1982	1386	2121
Dpy19l4	903	596	1156	1049	865	1100	1406	1141	1261
Esrp1	0	0	0	2	1	6	3	4	0
1110037F02Rik	3183	2378	3777	3787	2865	4078	3982	2407	3191
Rad54b	1090	849	1520	2526	1755	2643	1485	844	1186
Fsbp	53	29	51	64	50	94	78	56	59
Gem	551	430	570	1337	1183	1284	906	523	905
Cdh17	24	6	44	19	16	28	15	8	14
Pdp1	734	523	989	1563	977	1546	1083	648	783
1700123M08Rik	33	18	55	33	19	41	75	57	37
Tmem67	878	697	1102	3016	2419	2617	1605	979	1115
Rbm12b2	593	473	748	979	959	974	911	569	740
Rbm12b1	266	198	387	425	274	341	399	263	297
Fam92a	1350	1500	1942	1911	1874	1645	1973	1286	2470
Triqk	79	30	88	126	62	89	121	115	121
Runx1t1	2	0	1	0	3	1	3	3	0
Gm2560	333	272	386	241	176	237	317	215	270
Slc26a7	0	0	0	0	1	1	0	0	0
Lrrc69	3	0	7	1	0	1	2	0	0
Otud6b	2186	3623	2904	2756	2968	2915	3482	2553	5537
Tmem55a	978	711	1338	946	849	1270	967	828	750
Gm11837	1511	1154	1298	1146	1156	1043	632	426	723
Necab1	4135	3705	3183	2665	3600	2409	683	586	1559
Tmem64	3174	2601	3917	2105	2585	2376	2246	1751	2118
Calb1	68	107	76	147	175	108	81	63	68
Decr1	1127	772	1460	1279	662	1248	1095	776	778
Mir6400	2	0	2	0	0	1	1	0	0
Nbn	1068	1248	1657	2162	2436	2368	1839	1031	2005
Osgin2	558	410	797	1002	806	1177	1210	830	914
Ripk2	267	214	423	394	314	446	575	315	352
A530072M11Rik	20	19	36	77	44	41	60	33	49
Mmp16	0	0	0	0	1	0	0	0	4
Cngb3	0	0	0	0	0	0	1	0	0
Cpne3	2228	1519	2643	1724	1584	2041	2731	1933	2538
Rmdn1	139	105	209	193	196	250	227	127	206
Wwp1	1240	1157	1398	1313	1625	1446	1521	1204	1999
Slc7a13	0	0	0	0	0	0	0	0	0
Atp6v0d2	0	3	0	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0	0	0	2
Ttpa	36	37	55	49	71	53	47	28	63
Ggh	1150	1225	1630	1043	867	905	1112	896	1102
Nkain3	0	0	0	0	0	0	3	3	1
Prdm13	0	4	0	0	0	0	0	0	2
Ccnc	1283	1168	1447	1355	2108	1442	1850	1281	2515
Tstd3	587	417	682	694	402	583	550	423	449
Usp45	2366	1704	2397	2158	2495	2284	2882	2045	3275
4930528A17Rik	3	0	9	10	0	6	4	0	1
Pnisr	2400	4191	2840	2402	2634	2283	2197	1396	3994
Coq3	260	117	384	309	116	291	371	304	207
Faxc	2186	2312	2923	2420	2196	2835	3693	2286	3579
Fbxl4	441	222	664	791	508	971	1043	740	459
Pou3f2	1	0	2	1	0	0	2	0	0
Pnky	0	0	0	0	0	0	0	0	0
Mms22l	1546	924	2270	3664	2088	3660	1899	1256	1169
Klhl32	101	66	155	318	126	279	254	132	102
Ndufaf4	910	959	1629	1616	1726	1812	2325	1589	2312
Gpr63	72	62	115	107	73	137	175	153	134
Fhl5	0	0	0	0	0	0	0	0	0
Ufl1	1754	1921	2045	4351	4538	4511	5270	3521	7392
Fut9	0	0	0	0	0	3	0	0	0
Manea	978	770	1062	900	1223	1088	1513	1210	2036
4930548K13Rik	0	1	0	0	0	0	0	0	0
Epha7	86	103	117	97	105	125	108	72	152
4930556G01Rik	0	0	0	2	0	0	0	0	0
Map3k7	3984	3384	4731	3897	3658	4376	5597	3520	5228
Bach2	232	177	332	797	742	1174	606	465	705
Bach2os	10	12	19	20	23	24	210	145	220
Gja10	0	1	0	4	5	0	2	1	0
Casp8ap2	3723	5496	4327	6348	9170	6984	5584	3609	9249
Mdn1	2097	2789	3696	5612	3753	7047	7689	3758	6694
Lyrm2	453	346	873	820	433	780	932	622	670
Ankrd6	104	75	79	111	66	104	111	66	82
Rragd	2042	1514	2457	2556	2277	2725	3962	3108	2252
4933421O10Rik	435	334	506	568	456	602	779	610	696
Ube2j1	2702	2218	3322	3671	3117	4347	4633	3057	3879
Gabrr2	2	0	1	1	2	2	4	0	6
Gabrr1	3	1	1	101	97	101	79	55	65
Pm20d2	28	20	58	26	28	50	110	69	83
Srsf12	189	121	134	181	203	218	298	237	447
Pnrc1	2406	2296	1952	1987	1664	1595	1670	1176	1972
Rngtt	884	936	1308	1229	1377	1396	975	667	1305
Mir8118	0	0	0	1	0	0	0	0	0
Cnr1	0	0	0	1	0	5	2	4	0
Spaca1	0	0	0	0	0	0	0	0	0
Akirin2	1077	714	1245	1892	1054	1901	1506	947	936
Orc3	1573	1443	1958	2575	2559	2520	2456	1532	2425
Rars2	924	872	1256	1693	1296	1844	1823	1295	2009
Slc35a1	624	873	1021	617	883	793	1082	726	1427
1700003M02Rik	2	0	7	1	5	6	3	0	6
Gm136	0	0	0	1	0	0	0	0	0
Smim8	231	264	506	514	203	577	664	488	377
Zfp292	4937	6016	5022	4352	5988	4496	4781	2916	7327
