Geneid	KRS7_1_QGP1_1_DMSO	KRS7_4_QGP1_2_DMSO	KRS7_7_QGP1_3_DMSO	KRS7_2_QGP1_1_Tg6h	KRS7_5_QGP1_2_Tg6h	KRS7_8_QGP1_3_Tg6h	KRS7_3_QGP1_1_Tg24h	KRS7_6_QGP1_2_Tg24h	KRS7_9_QGP1_3_Tg24h
ESPL1	862	321	3658	79	289	453	249	415	45
IFT140	567	285	739	226	470	270	540	530	466
LAPTM4A	1985	1113	3559	1361	3563	1854	2959	2796	2400
SETD1A	1061	998	1692	739	1036	829	851	788	521
LAMP2	3646	2843	5337	2440	3689	2460	4242	3537	2893
ZNF646	725	313	927	280	731	387	641	545	472
USP34	6036	5140	9513	5548	8041	5690	7750	7519	7869
MIR759	0	0	0	0	0	0	0	0	0
CBWD5	299	330	825	657	1150	603	750	917	690
VWC2L	31	11	68	11	19	12	14	19	31
MIR877	0	0	0	0	0	0	0	0	0
MIR5007	0	0	0	0	0	0	0	0	0
NCF2	1	0	0	0	0	1	1	0	0
ABCB8	454	168	922	136	900	405	633	667	542
WIF1	194	98	286	104	136	116	258	249	136
LINC02338	0	0	0	0	0	0	0	0	0
LINC00374	0	0	0	0	0	0	0	0	0
C6	0	0	0	0	0	0	0	0	0
ANKRD53	1	0	2	0	0	2	3	0	0
NFYC	1062	905	2043	771	1217	772	1060	1041	697
C6orf52	7	6	23	2	22	12	15	51	16
CCDC153	60	46	156	20	54	29	66	42	39
DIAPH3-AS1	0	0	0	0	0	0	0	0	0
DIAPH3-AS2	0	0	0	0	0	0	0	0	0
LINC00434	0	0	1	4	4	1	1	0	7
KRTAP3-1	0	0	0	0	0	0	0	0	0
LINC00378	0	0	0	0	0	0	0	0	0
MIR3169	0	0	0	0	0	1	0	0	0
SERPINB13	0	0	0	0	0	0	3	0	0
LINC02339	0	0	0	0	0	0	0	0	0
LINC00459	0	0	0	0	0	0	0	0	0
LINC00448	0	0	0	0	0	0	0	0	0
GVQW3	411	344	866	153	626	276	356	564	426
XAF1	2	0	0	0	0	0	0	0	0
OR7E156P	0	0	0	0	0	0	0	0	0
LOC102723968	0	0	0	0	0	0	0	0	0
LINC00355	0	0	0	0	0	1	0	0	0
LINC01052	0	0	0	0	0	0	0	0	0
MIR548X2	0	0	0	0	0	0	0	0	0
MIR4704	0	0	0	0	0	0	0	0	0
PCDH9-AS2	1	0	2	0	1	0	0	0	0
PCDH9-AS3	0	0	5	5	1	4	0	0	0
C5orf30	396	241	659	102	185	184	340	257	211
LINC00364	0	0	0	0	0	0	0	0	0
LINC00383	0	0	0	0	0	0	0	0	0
TPTE	0	0	0	0	0	1	0	0	0
ANKRD30A	3	12	8	13	10	3	4	0	1
CLRN1	0	0	0	0	0	0	0	0	0
SETD6	288	221	573	170	348	225	357	422	394
GINS1	696	424	1764	225	465	498	371	468	101
ACTL6B	163	67	272	80	154	87	110	141	130
LINC00402	0	0	0	0	0	0	0	0	0
LOC100288208	0	0	0	0	0	0	0	0	0
LINC00347	0	0	0	0	0	0	0	0	0
CTAGE11P	0	0	0	0	0	0	0	0	1
LINC01078	0	0	0	0	0	0	0	0	0
HDAC10	280	76	494	55	294	181	338	335	272
ZXDB	925	772	1197	1115	1488	1022	1619	1335	1308
ZXDA	389	188	450	122	382	249	510	451	381
ZP3	25	11	58	22	80	31	96	97	75
NOL4L-DT	0	0	0	0	0	0	0	0	0
SP8	1	0	1	0	0	1	1	7	0
UBE2G2	1671	1135	3486	951	2259	1339	2272	2227	1840
PPP4R3C	1	0	0	0	0	0	0	0	0
LMO7DN-IT1	0	0	0	0	0	0	0	0	0
BTF3P11	0	0	0	0	0	0	0	0	0
CAPS	208	76	252	7	101	60	182	146	147
S100G	0	0	0	0	0	0	0	0	0
MYCBP2-AS1	0	0	0	1	0	0	0	4	0
FABP6	279	293	911	246	545	162	175	372	172
SCEL-AS1	0	0	0	0	0	0	0	0	0
MIR3665	0	0	0	0	0	0	0	0	0
CENPN	815	559	2782	564	1170	1248	883	1128	248
EDNRB-AS1	0	0	2	0	0	0	0	0	4
TMCO1	3090	1919	5820	2039	5093	2667	4099	4275	3486
CIZ1	1098	1048	1896	1057	1436	879	1470	1254	987
LINC00446	0	0	0	0	0	0	0	0	0
RNF219-AS1	0	0	0	1	0	0	0	0	0
LINC00331	1	0	0	0	0	0	0	0	0
FEZF1	1	0	5	2	6	0	3	4	4
ZNF716	0	0	0	0	0	0	0	0	0
ADAL	260	269	550	178	276	139	291	279	180
ZMYND10	7	0	6	0	17	5	3	3	2
RBM26-AS1	39	20	67	16	19	10	33	40	19
NDFIP2-AS1	0	0	0	0	0	0	0	0	0
PGF	3	0	5	0	2	2	5	4	4
MIR30D	0	0	0	0	0	0	0	0	0
MIR876	0	0	0	0	0	0	0	0	0
LINC00377	0	0	1	0	0	2	0	1	0
LINC00564	0	0	0	0	0	0	0	0	0
CDC20B	8	2	4	0	3	2	4	9	0
FBXO44	237	116	485	84	339	180	305	371	220
LINC00333	0	0	0	0	0	0	0	0	0
SNORA107	0	0	0	0	0	0	0	0	0
LINC00375	0	0	0	0	0	0	0	0	0
LINC00351	0	0	1	1	0	0	0	10	2
LINC00430	0	0	0	0	0	0	0	0	0
MIR4500HG	2	2	5	0	4	5	2	0	1
LOC105370306	0	0	0	0	0	0	0	0	0
LINC00433	0	0	0	0	0	0	0	0	0
LINC00560	0	0	0	0	0	0	0	0	0
LINC01047	0	0	0	0	0	0	0	0	0
LINC00440	0	0	0	0	0	2	0	0	0
LINC01040	0	0	0	0	0	0	0	0	0
LINC00353	0	0	0	0	0	0	0	0	0
LINC00559	0	0	0	0	0	0	1	0	0
LINC01049	0	0	0	0	0	0	0	0	0
LINC00379	0	0	0	0	0	0	0	0	0
SLC7A10	0	0	0	0	0	0	0	0	0
MIR548AS	0	0	0	0	0	0	0	0	0
GPC5-AS1	652	528	1153	661	1338	629	1499	1657	1357
LINC00363	18	13	11	14	39	18	39	29	31
GPC6-AS2	0	0	0	0	0	0	0	0	0
HVCN1	0	2	0	0	0	0	0	0	0
SURF4	6202	3275	10537	5483	14842	7466	14656	13151	12472
TRMU	245	152	508	252	578	261	400	362	342
TDRD5	0	0	1	0	2	1	5	4	2
KCTD13	755	458	1129	402	829	500	753	618	522
MRPL45P2	12	12	39	4	20	10	11	24	16
LINC00996	0	0	0	1	0	0	1	0	0
LOC101927248	0	0	0	0	0	0	0	0	0
LOC101927284	0	0	0	0	0	0	0	0	0
LINC00557	0	0	0	0	0	0	0	0	0
GOLGA6C	0	0	4	0	8	1	2	0	0
ELF2	673	718	1315	615	1045	578	829	928	718
HSP90AB1	33552	36979	73782	40430	71706	32211	42056	49082	34632
AOC1	28	7	18	0	3	7	5	0	2
AP1S2	362	219	591	276	570	415	506	383	301
SNORD13G	0	0	0	0	0	0	0	0	0
CLDN10-AS1	24	23	79	25	88	23	31	61	38
POLR3H	377	161	868	165	443	249	328	354	260
MAP3K19	1	0	4	0	0	0	0	0	0
EBI3	0	0	2	0	1	0	2	0	0
GATA6	25	14	43	2	16	8	28	3	23
DNAJC3-AS1	156	199	283	116	215	130	110	137	117
MIR4501	0	0	0	0	0	0	0	0	0
LINC00359	4	0	6	0	0	0	1	0	0
MIR514A2	0	0	0	0	0	0	0	0	0
MIR514A3	0	0	0	0	0	0	0	0	0
MIR514A1	0	0	0	0	0	0	0	0	0
MIR509-1	0	0	0	0	0	0	0	0	0
MIR504	0	0	0	0	0	0	0	0	0
MIR505	0	0	0	0	0	0	0	0	0
MIR502	0	0	0	0	0	0	0	0	0
MIR520H	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0	0
MIR518C	0	0	0	0	0	0	0	0	0
MIR526A2	0	0	0	0	0	0	0	0	0
MIR526A1	0	0	0	0	0	0	0	0	0
MIR518B	0	0	0	0	0	0	0	0	0
MIR517B	0	0	0	0	0	0	0	0	0
MIR3170	0	0	0	0	0	0	0	0	0
BMPR1B	91	78	122	22	25	32	77	35	34
STK24-AS1	1	0	0	0	0	1	0	0	0
SMIM30	1221	821	2590	547	1741	892	1562	1888	1287
ADAT3	36	1	33	0	22	26	19	12	12
AHNAK2	123	57	184	81	61	54	105	69	138
GNPTG	438	233	744	69	195	106	302	266	209
MAP1LC3A	232	70	448	83	505	177	335	308	243
SLC30A2	0	0	0	0	0	0	0	7	0
RHOXF2	0	0	0	0	0	0	0	0	0
STEAP3	678	255	1255	435	1463	726	884	813	715
FKSG29	2	0	0	0	1	2	0	1	0
LINC01232	17	9	26	7	13	11	18	14	18
LINC00449	5	16	15	7	13	2	10	4	4
GTF3C1	3679	2857	6342	1557	3576	1980	3212	3569	2302
LINC01039	0	0	0	0	0	1	0	0	1
CLYBL	62	32	155	27	105	63	49	50	34
CLYBL-AS1	0	0	0	0	0	0	0	0	0
LOC101927437	0	0	0	0	0	0	0	0	0
LOC105370333	21	26	40	15	26	14	40	35	42
OGFRL1	1008	880	1507	2193	3032	2492	2702	2472	2799
ETV3	1346	977	2678	1171	2606	1442	2064	2504	2030
PLAC8	8	17	16	15	19	11	26	20	21
NEK11	74	39	132	56	105	53	213	206	195
SERPINE1	788	236	1122	259	587	347	715	752	556
CD14	9	3	12	4	20	8	10	20	6
HGF	2	0	0	0	0	0	2	0	0
CCND2	4	0	1	9	17	2	36	22	19
LENG1	0	0	0	1	0	0	0	0	0
NALCN-AS1	0	0	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0
TMEM127	2276	1178	3298	1198	3122	1535	2753	2713	2285
SEMA4A	5	8	8	4	7	1	7	9	7
TFPI	4	3	6	0	7	6	2	12	6
RB1	1955	1515	2919	1733	1878	1882	1754	1377	1203
CR1	2	0	0	0	0	0	0	0	0
PPP1R7	1053	934	2378	927	1753	763	1433	1861	1373
PPP1R3A	0	0	0	0	0	0	0	0	0
INHBA	166	184	235	7317	8926	5076	5130	4105	4718
POU3F1	16	4	22	0	5	1	7	3	4
INHA	15	9	32	8	8	2	12	45	34
IL17A	0	0	0	0	0	0	0	0	0
MIR2681	0	0	0	0	0	0	0	0	0
MIR4705	2	0	0	0	0	0	0	0	1
FGF14-IT1	1	4	4	5	2	3	1	0	3
MIR1323	0	0	0	0	0	0	0	0	0
NINJ2	26	20	67	9	59	15	24	10	27
MTMR12	1193	912	2290	773	1567	1013	1479	1630	1224
MIR409	0	0	2	0	1	1	0	0	2
FAM229A	9	5	15	5	6	14	11	7	11
RASA3	8	4	20	10	13	12	25	27	25
COQ10B	1186	694	1966	1077	2588	1429	1929	2021	1689
BIVM-ERCC5	1	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0
GAB4	0	0	0	0	0	0	0	0	0
DNAAF1	0	0	1	0	0	1	0	2	0
SYPL1	534	290	962	505	984	770	1095	1144	950
ARNT	1825	1663	3405	1102	1970	1151	1556	1587	1463
OR2V2	0	0	0	0	0	0	0	0	0
LINC00443	0	0	0	0	0	1	0	0	0
GABRR3	0	0	0	0	0	0	0	0	0
SNORD31B	2	0	3	0	1	0	1	0	1
FAM155A-IT1	7	10	5	3	2	5	0	1	4
STMN1	5281	4345	16132	3442	6147	4310	3808	4280	2310
LAMC2	1377	1001	2175	864	1654	749	2620	2563	2148
LAMA5	517	128	779	52	263	110	409	394	297
ATP8A1	1571	660	1877	421	536	514	1131	891	1037
LINC00399	0	0	0	0	1	0	0	0	0
CDCA4	297	129	733	76	227	203	111	110	70
CD200R1	4	4	5	0	1	4	4	1	2
LINC00396	0	0	0	0	0	0	0	0	0
SETDB1	1158	959	2236	577	1127	597	953	1283	852
TP53TG3F	0	0	0	0	0	0	0	0	0
CD70	0	0	0	0	0	0	2	0	1
SNCG	954	981	2003	650	1003	452	529	637	522
MIR8073	0	0	0	0	0	0	0	0	0
COL4A2-AS2	0	0	0	0	0	0	0	0	0
COL4A2-AS1	0	0	0	0	0	0	0	0	0
C5orf24	3092	2685	4027	3285	3853	2925	3278	2303	2295
LARP1	9757	8336	18768	7306	13666	8345	11411	11611	8858
ARHGEF12	7630	6163	13642	4586	8288	5344	6460	7067	5663
LINC00567	0	0	0	0	0	0	1	0	0
CRY2	181	95	297	120	373	187	190	242	174
CTSB	842	420	1285	253	568	273	502	495	369
SNX15	0	0	0	0	0	0	0	0	0
CPNE4	291	247	519	228	356	219	328	290	242
LINC00431	0	0	0	0	0	0	4	0	4
ARHGEF7-AS2	0	0	0	0	0	0	0	0	0
TGFA	715	263	1222	352	932	683	1163	1060	928
RARRES2	0	0	0	0	0	0	0	5	0
LOC101060553	9	2	10	2	4	0	1	7	3
MAPK4	44	33	91	14	29	19	25	19	27
MAN2B2	2145	1179	2888	695	1130	700	1570	1413	1294
LINC02337	0	0	0	0	0	0	1	0	0
POM121L2	13	1	11	6	10	6	13	7	3
SOX1-OT	0	0	0	0	0	1	0	0	0
LOC100506016	0	0	0	0	0	0	0	0	0
LOC101928730	0	0	0	0	0	0	0	0	0
LINC01043	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	0	0
MAPK13	2657	1253	4925	941	2927	1541	1875	1858	1846
MICU1	1994	1591	4063	1229	2154	1174	1912	1774	1204
GCG	0	1	0	0	0	0	0	0	0
AAK1	3244	2628	4953	3773	6766	4635	8035	7685	7719
GIGYF1	1678	781	3245	456	1923	1190	1895	1991	1554
RSPH10B	0	0	0	0	0	0	0	0	0
TMEM256	73	34	361	39	177	45	102	218	114
C8orf46	0	0	0	0	0	0	2	0	0
TSGA10IP	1	0	0	0	0	2	0	0	0
CXorf58	1	4	3	1	2	1	3	7	0
LRRC43	4	0	4	3	6	0	2	4	0
SNX32	0	0	0	0	0	0	0	0	0
NALCN	107	74	156	46	93	51	267	175	233
F10-AS1	0	0	0	0	0	0	0	0	0
RGPD3	30	30	25	36	17	11	11	23	18
RAB44	1	0	1	0	1	0	0	2	1
COL4A6	0	1	0	0	0	1	0	0	0
C7orf49	842	378	1658	520	1462	709	1520	1576	1349
SLC28A1	3	0	3	0	0	2	2	7	2
TUSC3	0	2	1	0	3	0	4	1	2
IFRD2	168	50	370	78	367	215	322	454	240
YWHAE	4	5	3	0	2	2	3	1	1
UPK2	0	0	5	0	0	0	1	0	0
UGP2	2007	1528	4076	2357	4243	2618	3478	3755	2928
NCOR1	5634	6840	9829	6286	7917	4775	8255	7996	6525
TNNT3	0	0	0	0	0	0	0	0	0
MIR8075	1	0	0	0	1	0	0	0	0
COX4I1	3762	3451	9927	2745	7795	2966	4343	5727	3675
PSMD10	1356	744	2632	649	2090	936	1800	1876	1376
LOC101928841	0	1	6	2	5	1	1	2	2
MAGEA9	0	0	0	0	0	0	0	0	0
MAGEA8	0	0	1	0	0	0	0	0	1
EFS	2	0	0	0	0	0	0	0	0
NET1	1521	1395	3080	875	971	1120	1003	957	419
STAG1	774	664	2090	837	1179	1107	949	948	717
MAGEA6	524	219	1060	305	883	461	556	573	377
MAGEA3	181	49	281	12	308	146	192	162	126
FSTL3	43	24	70	12	74	35	46	38	28
AKAP8	582	483	1186	559	1086	712	682	722	519
ZMPSTE24	4315	4001	6788	4355	6281	4245	6556	5524	5270
SMC5	1822	1944	2988	3503	2455	2109	2238	2099	1683
KIF1BP	1787	1424	3311	1429	2409	1444	1753	1638	1431
FGFR1OP2	853	652	1470	788	1184	845	891	931	785
TCTN3	766	493	1501	322	1025	524	798	875	769
COPB1	5564	3678	9487	5362	11540	6552	8618	9208	7678
EDARADD	22	54	49	66	24	10	7	12	15
LINC00454	1	0	0	0	0	0	0	0	0
LINC00452	0	0	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0	0	0	0
TRIM41	537	361	1017	198	619	350	606	666	489
INTS4	808	681	1723	790	1638	796	1366	1272	1101
RCCD1	512	255	1561	144	381	291	366	456	181
SYS1	214	112	378	89	347	192	301	280	247
AHCTF1	1729	1806	3615	1884	2694	1886	2422	2569	1953
CWF19L1	466	373	1244	498	1039	612	826	1145	763
TANC1	1192	869	2243	1676	3083	1824	2097	2014	1599
MIR548AR	1	0	2	0	2	3	0	3	1
MIR4502	0	0	1	0	0	0	0	0	0
LINC02203	0	0	0	0	0	0	0	0	0
KBTBD8	237	161	457	219	311	271	265	235	252
LINC01054	0	0	0	0	0	0	0	0	0
LINC02297	0	0	0	0	0	0	0	0	0
LOC100508046	0	0	0	0	0	0	0	0	0
SSTR5-AS1	573	206	453	23	76	37	30	42	30
LINC00847	108	54	198	49	96	34	137	155	97
BMS1P18	0	0	0	0	0	0	0	0	0
BMS1P17	0	0	0	0	0	0	0	0	0
BMS1P22	0	0	0	0	0	0	0	0	0
LINC00314	0	0	0	0	0	0	0	0	0
POTEG	0	1	0	0	0	0	0	0	0
POTEH-AS1	0	0	0	0	0	0	0	0	0
LOC101929572	0	0	0	0	0	0	0	0	0
MDH1	3290	1773	7995	1567	5658	2505	3556	4377	2863
OR4Q2	0	0	0	0	0	0	0	0	0
ZNF30	128	140	291	101	165	97	233	262	177
OR11H7	0	0	0	0	0	0	0	0	0
GSG1	0	0	0	3	0	0	0	0	0
SNORA79B	5	4	5	0	2	1	1	4	3
SNORD126	0	0	0	0	0	0	0	0	0
LRRC14	336	117	619	67	362	199	327	234	275
RBM38	375	171	611	114	297	182	317	276	190
FAM53B	445	172	929	144	532	291	613	511	475
PHF14	4019	4333	6315	3607	4045	2364	4255	3895	2987
TTI1	618	391	1338	270	690	371	572	754	480
SDC3	1629	1196	2107	1337	1832	1007	2889	2479	2256
WSCD2	94	45	91	16	42	22	59	37	36
IPO13	1060	431	1850	338	1599	820	1518	1334	1189
C4BPB	0	0	0	0	0	0	0	0	0
KCNK10	0	0	0	0	0	2	0	0	0
LOC254028	0	0	0	0	0	0	0	0	0
CCL17	0	0	0	0	0	0	0	0	0
AGPS	2700	2168	4717	2138	3228	2569	3186	2919	2339
CAMK1G	0	0	0	0	0	0	0	0	0
LOC101929718	0	1	0	0	0	1	0	0	0
ADA2	842	668	1252	385	697	381	556	516	528
PRB1	0	0	0	0	0	0	0	0	0
MCM2	1432	790	3322	342	876	895	528	529	183
LRP2	18	28	68	60	187	89	44	101	35
MIR6717	0	0	0	0	0	0	0	0	0
TRIP13	864	642	2844	608	1207	1394	753	970	122
GCM1	0	1	1	1	0	0	2	0	8
HAT1	1564	1303	4311	1381	2380	1879	1759	2080	1348
APOL4	0	0	0	0	0	0	1	0	0
APOL5	0	0	0	0	0	0	0	0	0
APOL6	97	73	186	114	203	131	281	388	438
DUSP16	282	148	386	416	602	346	1021	874	749
DDHD1	1002	752	1599	708	1031	751	1108	1088	1098
EEPD1	188	88	364	82	208	88	144	231	120
ZNF436	357	263	527	237	444	208	452	648	410
SLC25A21	33	47	59	27	42	21	22	23	22
ECHDC3	179	62	338	62	138	75	191	251	123
ZNF750	0	0	1	0	0	0	0	0	0
HID1	3946	2680	5991	2718	6784	3729	5505	5508	4394
INTS5	502	173	884	161	929	347	614	600	450
MUC16	7	0	2	0	0	0	2	0	0
KLHL15	477	387	873	361	655	491	543	601	487
HOXA10	735	319	1378	335	1078	549	979	918	576
MAVS	4003	2885	6926	2045	4646	2163	4539	4735	3860
LINC02332	0	0	0	0	0	0	0	0	0
ATXN7L1	765	995	1160	529	636	401	559	536	414
KRTAP9-9	0	0	0	0	0	0	0	0	0
PRMT5-AS1	2	0	0	0	0	0	1	1	3
RPGRIP1L	470	445	991	418	460	374	585	607	550
ZBTB8B	92	59	179	43	64	70	32	44	29
CT47B1	0	0	0	0	0	0	0	0	0
FLT1	8	7	18	2	3	2	3	0	1
LOC101926933	3	0	3	0	2	0	1	0	0
IQCN	59	38	102	23	41	33	31	9	33
DMTF1	1834	2019	3209	1830	2044	1255	2212	2393	2204
PABPC3	5	26	43	37	32	3	10	43	13
ARPC5L	667	447	1616	500	1535	722	1164	1471	1037
KRTAP4-6	0	0	0	0	0	1	0	0	0
MED25	505	179	751	163	498	288	452	491	241
KAT2B	548	411	817	307	291	198	265	239	272
CWH43	0	0	0	2	0	1	0	0	0
CENPT	517	204	1192	134	502	354	648	728	441
NYNRIN	0	4	3	2	0	0	3	0	0
GPR157	54	4	60	4	27	11	38	51	20
MCF2L	909	626	1282	516	1095	541	656	634	612
SLC22A17	994	281	1706	232	988	488	915	829	945
EXPH5	510	678	1700	115	183	210	378	330	159
GAGE12I	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0
SLC6A3	0	0	0	0	0	0	0	0	0
SLC2A4	8	2	20	0	19	3	22	3	12
POR	1414	807	2377	795	2068	889	2165	1888	1574
UBE2C	631	317	4323	127	513	579	404	872	59
FBXO17	13	6	17	2	5	9	9	7	2
IL20	0	0	0	0	0	0	0	0	0
EIF2B3	653	531	1501	938	1962	840	1041	1315	992
ZC3H15	2347	3009	4242	4580	4683	2615	4278	3979	3391
ZNF652	3096	2392	3840	2629	3957	3111	3088	2696	2461
ETF1	3733	3254	7476	5385	9233	5277	6888	7185	6060
TCTE3	0	0	0	0	0	0	0	0	0
CCDC50	3140	2657	4608	3092	3767	2825	2851	2540	2127
LYG1	5	0	15	4	14	5	10	24	11
BPIFB6	0	0	0	0	3	1	0	1	0
DHRS4-AS1	731	738	1274	509	860	396	902	954	723
ANO3	0	0	0	0	0	0	0	0	0
DHRS4L1	4	4	10	7	13	1	11	15	8
ZNF557	345	279	541	271	432	248	408	387	430
THOC6	185	54	454	63	291	174	133	157	106
IRX3	609	327	1186	420	952	749	631	570	429
ABCG8	0	0	0	0	0	0	0	0	0
TMEM43	1080	544	1743	728	2036	1119	2033	1822	1544
NOL10	844	969	1689	1188	1596	956	1483	1390	1314
SLC48A1	492	227	810	177	534	263	521	417	425
SDHAF2	624	373	1228	319	1088	467	561	647	501
LPCAT2	1089	707	1641	731	1058	730	1369	1014	909
MRPL16	271	209	836	132	339	203	232	299	145
PIGV	156	94	282	27	92	51	136	128	103
SLC41A3	323	139	806	111	313	198	251	245	262
FAM206A	364	490	679	700	784	435	908	880	832
RNF125	47	29	82	32	42	37	99	90	134
STK26	2019	1452	3509	1591	2561	1886	2265	1995	1447
SOHLH2	0	0	0	0	0	0	0	0	0
ADPRHL2	350	116	714	112	461	241	405	454	328
MIR7703	0	0	0	0	0	0	0	0	0
IGF2	15	19	15	9	5	2	4	0	1
HSPG2	171	42	225	22	131	99	73	70	69
TRIM10	0	0	0	0	0	0	0	0	0
GPR63	137	83	286	48	113	82	158	151	135
HOXA3	61	28	85	15	46	24	63	55	31
NEDD8-MDP1	9	3	8	11	7	8	7	4	9
CSHL1	0	0	0	0	0	0	0	0	0
CASTOR1	58	31	107	14	57	25	30	68	29
PES1	783	605	1608	770	1902	887	1171	1415	943
NOP14	1018	1459	2100	2027	2323	1393	1664	1589	1250
SP100	1023	1173	1690	1105	1170	605	1727	1606	1371
TMEFF1	17	3	16	5	5	7	19	0	1
PRKRA	913	587	1907	745	1673	1218	1237	1297	1086
GNG4	4605	2933	7586	2937	4916	3337	4796	4263	3587
GCSH	115	193	323	150	281	112	168	174	158
FUT7	2	0	2	0	1	2	3	0	6
FRG1	0	0	0	0	0	0	0	0	0
HERC1	4087	3442	7425	2902	6192	3505	3811	4833	4152
FOXD2	32	11	88	27	95	43	41	38	22
ACSL3	4442	4433	7617	4789	5957	3603	7348	6282	5520
LOC101927045	74	117	178	43	101	32	88	88	75
CACNB4	679	554	948	603	722	562	905	811	760
TP53TG3E	0	0	0	0	0	0	0	0	0
CASP8	20	23	20	21	18	15	34	33	16
NOVA1-AS1	52	57	132	42	106	42	76	73	80
LINC02294	0	0	0	0	0	0	0	0	0
LINC02293	19	26	31	15	8	5	11	25	12
MIR4307HG	2	0	0	0	0	1	0	0	0
MIR4307	0	0	0	0	0	0	0	0	0
LINC00645	2	0	0	0	0	1	0	0	0
MIR3171	0	0	0	0	0	0	0	0	0
FOXG1-AS1	0	0	0	0	0	0	0	0	0
LINC01551	0	0	0	0	0	0	0	0	0
LINC02282	0	0	0	0	0	0	0	0	0
ADAM18	0	0	0	0	0	0	0	0	0
SPAG6	28	26	40	16	25	17	57	54	58
PIK3CB	881	545	1443	557	978	710	1060	943	871
COMMD4	408	126	1502	66	613	302	312	435	333
ERCC1	637	273	1089	189	694	347	466	453	382
GPX2	982	1142	2722	486	971	612	633	653	645
GRK6	1000	416	1969	353	836	702	896	810	474
ERBB3	2374	1542	3478	942	1956	833	2367	2120	1652
PAFAH1B3	1053	447	2826	382	1633	756	854	936	654
LOC100506071	0	7	6	0	1	3	1	0	4
MIR624	0	0	0	0	0	0	0	0	0
GSTK1	773	454	1543	221	756	342	725	934	655
PSENEN	331	137	1144	140	908	281	632	908	764
UBB	13618	8651	34127	6777	27436	10783	16047	18979	13339
PHB	1840	914	4421	859	3321	1444	2229	2273	1709
GPRC6A	3	0	1	0	0	1	5	0	4
KLC4	341	223	515	178	539	231	403	421	334
LOC101927124	1	0	0	0	1	0	2	0	0
GPR33	0	0	0	0	0	0	0	0	0
LINC02313	0	0	0	0	0	0	0	0	0
WDR7	2159	1804	3658	1796	2905	1957	1991	2037	1679
DHRS4	107	51	332	47	207	80	127	209	151
TTC6	58	51	86	38	54	34	38	27	29
CD3G	0	0	0	0	0	0	0	0	0
SNORA89	0	0	0	0	0	0	0	0	0
RNF19A	1426	1146	2145	913	1220	767	1496	1293	1126
ZDHHC3	804	569	1555	526	1128	651	1035	968	767
MYOZ2	0	1	0	6	0	1	2	19	4
FAM120C	364	260	417	192	366	176	236	239	263
BCAS4	105	16	230	12	110	54	163	203	102
PCDHA8	16	4	16	15	14	5	9	9	8
LOC101927178	3	5	3	6	7	4	4	0	8
ZNF202	275	149	617	237	571	330	567	613	529
PHRF1	56	15	50	13	22	43	47	40	23
KCTD20	1612	900	3445	1467	3312	1863	2429	2372	2109
RPL10L	0	0	5	0	0	0	0	0	0
SSC4D	12	7	19	0	7	6	2	5	4
SRSF12	156	133	298	105	170	66	89	118	97
B3GAT2	0	0	8	0	0	1	0	0	0
COLQ	63	50	99	19	96	53	69	93	73
C20orf141	0	0	0	0	0	0	0	0	0
ZNF280A	0	0	0	0	0	0	0	0	0
EGLN2	2	0	10	0	0	1	2	2	1
SRXN1	1762	855	4061	1018	2562	1471	4938	4412	4416
NRSN1	37	18	79	17	40	16	38	39	38
ADAMTS14	5	3	4	5	2	1	3	0	0
CLEC10A	0	0	0	11	0	0	0	0	0
ZNF121	617	766	1063	770	830	607	773	995	874
LGI1	3	0	0	0	0	0	0	0	0
C19orf66	238	114	333	98	193	78	170	192	188
MAPRE3	1266	853	1948	488	1117	638	1253	1160	1045
TRNT1	327	211	475	167	307	216	338	335	348
DMWD	444	225	710	227	547	371	606	429	418
DEFB4A	0	0	0	0	0	0	0	0	0
PRF1	1	0	0	0	0	0	0	0	0
DDX1	3915	3667	8428	4652	7280	3654	5433	6144	5111
SNORA101B	0	0	0	0	1	0	0	0	0
LINC00609	1	0	0	0	0	0	0	0	0
SLC26A6	891	367	1560	222	839	461	1011	908	752
TM2D2	503	242	1023	464	1169	519	1022	970	887
MIR124-2HG	0	1	0	0	0	0	0	0	0
RAB24	351	220	649	287	1023	475	841	887	726
PANDAR	0	0	0	0	0	0	0	0	0
CCAT2	1	0	0	0	0	0	1	4	0
NKX2-1-AS1	31	20	74	2	11	15	16	20	12
MIR4503	0	0	0	0	0	0	0	0	0
CPEB1	0	0	0	0	0	0	1	0	0
LRRC8B	2820	1779	4259	1936	3514	2600	3414	2670	2617
LINC00517	0	0	0	0	0	0	1	0	0
MDP1	11	0	38	0	23	6	18	30	17
DGUOK	918	512	2583	679	2722	1105	1418	1896	1326
LOC105370457	0	0	0	0	0	0	0	0	0
